{'timestamp': 1745350713.359469, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 256, 'rtt': 52.371, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 10, 'ssthresh': 9, 'bytes_sent': 411232, 'bytes_retrans': 50680, 'bytes_acked': 346073, 'segs_out': 286, 'segs_in': 143, 'data_segs_out': 284, 'lastrcv': 904, 'delivered': 240, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350714.3634403, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 46.561, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 11, 'ssthresh': 9, 'bytes_sent': 710968, 'bytes_retrans': 56472, 'bytes_acked': 638569, 'segs_out': 493, 'segs_in': 242, 'data_segs_out': 491, 'lastrcv': 1908, 'delivered': 442, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350715.3678815, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 46.094, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 15, 'ssthresh': 9, 'bytes_sent': 1061384, 'bytes_retrans': 59368, 'bytes_acked': 981745, 'segs_out': 735, 'segs_in': 355, 'data_segs_out': 733, 'lastrcv': 2912, 'delivered': 679, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350716.3706195, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 45.828, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 17, 'ssthresh': 16, 'bytes_sent': 1657960, 'bytes_retrans': 62264, 'bytes_acked': 1572529, 'segs_out': 1147, 'segs_in': 553, 'data_segs_out': 1145, 'lastrcv': 3912, 'delivered': 1087, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350717.3746657, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 45.95, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 25, 'ssthresh': 18, 'bytes_sent': 2344312, 'bytes_retrans': 65160, 'bytes_acked': 2237161, 'segs_out': 1621, 'segs_in': 779, 'data_segs_out': 1619, 'lastrcv': 4916, 'delivered': 1550, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350718.3784528, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 47.004, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 9, 'ssthresh': 7, 'bytes_sent': 2717896, 'bytes_retrans': 73848, 'bytes_acked': 2631017, 'segs_out': 1879, 'segs_in': 912, 'data_segs_out': 1877, 'lastrcv': 5920, 'delivered': 1818, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350719.3848605, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 46.431, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 9, 'ssthresh': 7, 'bytes_sent': 2987224, 'bytes_retrans': 82536, 'bytes_acked': 2891657, 'segs_out': 2065, 'segs_in': 1003, 'data_segs_out': 2063, 'lastrcv': 6928, 'delivered': 1998, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350720.3897548, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 46.002, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 15, 'ssthresh': 8, 'bytes_sent': 3301440, 'bytes_retrans': 86880, 'bytes_acked': 3194289, 'segs_out': 2282, 'segs_in': 1103, 'data_segs_out': 2280, 'lastrcv': 7932, 'delivered': 2207, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350721.3937914, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 46.61, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 6, 'ssthresh': 5, 'bytes_sent': 3621448, 'bytes_retrans': 97016, 'bytes_acked': 3517193, 'segs_out': 2503, 'segs_in': 1212, 'data_segs_out': 2501, 'lastrcv': 8936, 'delivered': 2430, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350722.3995874, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 252, 'rtt': 48.6, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 7, 'ssthresh': 7, 'bytes_sent': 3876296, 'bytes_retrans': 101360, 'bytes_acked': 3757561, 'segs_out': 2679, 'segs_in': 1294, 'data_segs_out': 2677, 'lastrcv': 9944, 'delivered': 2600, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350723.4054615, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 47.354, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 9, 'ssthresh': 4, 'bytes_sent': 4067432, 'bytes_retrans': 107152, 'bytes_acked': 3947249, 'segs_out': 2811, 'segs_in': 1357, 'data_segs_out': 2809, 'lastrcv': 10948, 'delivered': 2727, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350724.410664, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 252, 'rtt': 49.78, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 13, 'ssthresh': 10, 'bytes_sent': 4429432, 'bytes_retrans': 110048, 'bytes_acked': 4300561, 'segs_out': 3061, 'segs_in': 1473, 'data_segs_out': 3059, 'lastrcv': 11952, 'delivered': 2971, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
