wscale;rto;rtt;mss;pmtu;rcvmss;advmss;cwnd;ssthresh;bytes_sent;bytes_retrans;bytes_acked;segs_out;segs_in;data_segs_out;lastrcv;delivered;rcv_space;rcv_ssthresh;loss_ratio;tcp_type;timestamp
9.0;2456;817.512;1448;1500;536;1448;10;42242;14481;0;1;12;1;10;192;0;14480;42242;0.0;cubic;0
9.0;256;52.381;1448;1500;536;1448;21;15;3407145;21;3376737;2378;1226;2375;4052;0;14480;42242;6.163518136152115e-06;cubic;2
9.0;252;51.424;1448;1500;536;1448;15;14;4949265;31;4928993;3453;1730;3450;7312;0;14480;42242;6.263556305835311e-06;cubic;4
9.0;252;51.725;1448;1500;536;1448;12;9;5933905;41;5917977;4143;2058;4140;10264;0;14480;42242;6.909446646011353e-06;cubic;6
9.0;256;53.798;1448;1500;536;1448;8;4;6611569;51;6601433;4621;2285;4618;13152;0;14480;42242;7.713751455970587e-06;cubic;8
9.0;256;52.817;1448;1500;536;1448;9;8;7500641;59;7487609;5243;2583;5240;16160;0;14480;42242;7.865994386346446e-06;cubic;10
9.0;252;51.215;1448;1500;536;1448;13;11;8725649;69;8708273;6099;2992;6096;19368;0;14480;42242;7.907721248012612e-06;cubic;12
9.0;256;53.223;1448;1500;536;1448;18;18;10881721;75;10832489;7594;3691;7591;22860;0;14480;42242;6.8922921291586135e-06;cubic;14
9.0;256;52.46;1448;1500;536;1448;13;9;11983649;87;11966273;8367;4059;8364;25988;0;14480;42242;7.259892208124587e-06;cubic;16
9.0;256;53.302;1448;1500;536;1448;9;9;12865481;97;12840865;8986;4356;8983;28772;0;14480;42242;7.539554875561979e-06;bbr;18
9.0;256;54.177;1448;1500;536;1448;12;7;13777721;105;13757449;9624;4657;9621;31680;0;14480;42242;7.6209991478271335e-06;bbr;20
9.0;256;52.487;1448;1500;536;1448;27;11;15017209;111;14978113;10486;5058;10483;34852;0;14480;42242;7.3915199555390085e-06;bbr;22
9.0;256;53.642;1448;1500;536;1448;12;8;16291449;124;16274073;11379;5483;11376;37848;0;14480;42242;7.611354889304199e-06;bbr;24
9.0;252;51.459;1448;1500;536;1448;16;11;17614921;130;17593201;12299;5916;12296;40872;0;14480;42242;7.380106899145333e-06;bbr;26
9.0;256;52.73;1448;1500;536;1448;13;12;18618385;141;18601009;13003;6251;13000;44048;0;14480;42242;7.5731595409591115e-06;bbr;28
9.0;260;57.352;1448;1500;536;1448;19;11;19685561;149;19658049;13748;6603;13745;47124;0;14480;42242;7.568999430597888e-06;bbr;30
9.0;256;52.914;1448;1500;536;1448;22;15;21411577;155;21379721;14946;7172;14943;50192;0;14480;42242;7.239074450237832e-06;bbr;32
9.0;256;52.432;1448;1500;536;1448;13;11;22491785;165;22472961;15702;7535;15699;53040;0;14480;42242;7.336011792750109e-06;bbr;34
9.0;256;55.294;1448;1500;536;1448;10;9;23376513;177;23362033;16325;7830;16322;56124;0;14480;42242;7.571702417721583e-06;bbr;36
9.0;256;52.365;1448;1500;536;1448;10;9;24277169;186;24262689;16956;8131;16953;59100;0;14480;42242;7.661519347663643e-06;bbr;38
