wscale;rto;rtt;mss;pmtu;rcvmss;advmss;cwnd;ssthresh;bytes_sent;bytes_retrans;bytes_acked;segs_out;segs_in;data_segs_out;lastrcv;delivered;rcv_space;rcv_ssthresh;loss_ratio;tcp_type;timestamp
9.0;828;275.907;1448;1500;536;1448;10;42242;14481;0;1;12;1;10;72;0;14480;42242;0.0;reno;0
9.0;252;49.794;1448;1500;536;1448;18;15;1258313;9;1232249;880;503;878;1596;0;14480;42242;7.152433456540622e-06;reno;2
9.0;252;50.753;1448;1500;536;1448;17;12;1911361;13;1886745;1335;724;1333;3016;0;14480;42242;6.801436254061896e-06;reno;4
9.0;256;52.535;1448;1500;536;1448;14;4;2248745;19;2228473;1574;840;1572;4368;0;14480;42242;8.449157196569643e-06;reno;6
9.0;252;51.971;1448;1500;536;1448;12;11;2916273;23;2898897;2039;1065;2037;5772;0;14480;42242;7.886778775512443e-06;reno;8
9.0;252;50.951;1448;1500;536;1448;7;7;3310129;31;3301441;2319;1203;2317;7136;0;14480;42242;9.365193924466387e-06;reno;10
9.0;256;53.797;1448;1500;536;1448;9;7;4006617;34;3993585;2803;1434;2801;8624;0;14480;42242;8.485962097200706e-06;reno;12
9.0;256;54.647;1448;1500;536;1448;27;6;4611881;36;4574233;3223;1620;3221;10184;0;14480;42242;7.805925608227965e-06;reno;14
9.0;256;53.762;1448;1500;536;1448;33;17;5595073;38;5547289;3904;1934;3902;11588;0;14480;42242;6.791689759901256e-06;reno;16
9.0;256;55.689;1448;1500;536;1448;18;14;6628945;42;6602881;4622;2270;4620;12952;0;14480;42242;6.335849822256784e-06;reno;18
9.0;256;54.309;1448;1500;536;1448;23;18;7562905;44;7529601;5269;2572;5267;14336;0;14480;42242;5.817870249593245e-06;reno;20
9.0;264;60.491;1448;1500;536;1448;13;13;8456321;48;8402745;5890;2861;5888;15680;0;14480;42242;5.6762272860739325e-06;reno;22
9.0;260;56.133;1448;1500;536;1448;14;7;8932713;52;8912441;6223;3019;6221;17028;0;14480;42242;5.821299755180761e-06;reno;24
9.0;256;55.6;1448;1500;536;1448;13;13;9491641;56;9472817;6613;3199;6611;18356;0;14480;42242;5.8999281578390924e-06;reno;26
9.0;256;54.117;1448;1500;536;1448;5;5;9749385;64;9726217;6799;3289;6797;19712;0;14480;42242;6.564516633613299e-06;reno;28
9.0;256;55.571;1448;1500;536;1448;28;5;10319897;64;10280801;7193;3468;7191;21048;0;14480;42242;6.20161228353345e-06;reno;30
9.0;256;54.044;1448;1500;536;1448;21;12;11068513;67;11039553;7713;3715;7711;22496;0;14480;42242;6.053206966464239e-06;cubic;32
9.0;260;56.356;1448;1500;536;1448;9;5;11667985;73;11654953;8133;3923;8131;23892;0;14480;42242;6.25643587988843e-06;cubic;34
9.0;260;56.001;1448;1500;536;1448;11;9;12100937;77;12086457;8436;4065;8434;25252;0;14480;42242;6.363143614415975e-06;cubic;36
9.0;256;55.951;1448;1500;536;1448;13;9;12620769;81;12603393;8799;4236;8797;26744;0;14480;42242;6.417992437703281e-06;cubic;38
9.0;260;57.573;1448;1500;536;1448;15;5;12943673;86;12923401;9027;4346;9025;28136;0;14480;42242;6.644172793920242e-06;cubic;40
9.0;256;53.59;1448;1500;536;1448;18;6;13308569;91;13282505;9284;4469;9282;29408;0;14480;42242;6.837699830838312e-06;cubic;42
9.0;256;54.52;1448;1500;536;1448;6;4;13848673;98;13839985;9664;4655;9662;30696;0;14480;42242;7.076490288997365e-06;cubic;44
9.0;256;52.189;1448;1500;536;1448;20;6;14246873;100;14217913;9941;4782;9939;31972;0;14480;42242;7.019084117616546e-06;cubic;46
9.0;252;51.646;1448;1500;536;1448;24;18;15159113;102;15125809;10573;5083;10571;33260;0;14480;42242;6.728625876725109e-06;cubic;48
9.0;256;52.312;1448;1500;536;1448;6;6;15535593;109;15526905;10840;5219;10838;34584;0;14480;42242;7.016146728354689e-06;cubic;50
9.0;256;53.856;1448;1500;536;1448;16;15;16300137;111;16276969;11370;5464;11368;36108;0;14480;42242;6.809758715524906e-06;cubic;52
9.0;256;53.25;1448;1500;536;1448;10;5;16769289;118;16756257;11701;5630;11699;37516;0;14480;42242;7.03667281302147e-06;cubic;54
9.0;260;56.608;1448;1500;536;1448;12;9;17142873;122;17126945;11963;5755;11961;38796;0;14480;42242;7.116660083756089e-06;cubic;56
9.0;256;52.64;1448;1500;536;1448;11;7;17711937;126;17696009;12360;5942;12358;40084;0;14480;42242;7.113846441526977e-06;cubic;58
