wscale;rto;rtt;mss;pmtu;rcvmss;advmss;cwnd;ssthresh;bytes_sent;bytes_retrans;bytes_acked;segs_out;segs_in;data_segs_out;lastrcv;delivered;rcv_space;rcv_ssthresh;loss_ratio;tcp_type;timestamp
9.0;460;71.847;1448;1500;536;1448;36;21;558321;4;497505;393;179;390;964;0;14480;42242;7.164337361482015e-06;reno;0
9.0;260;57.223;1448;1500;536;1448;16;13;3486177;18;3463009;2429;1112;2426;5840;0;14480;42242;5.163249026082153e-06;reno;2
9.0;256;55.214;1448;1500;536;1448;8;5;5246945;40;5236809;3667;1687;3664;10240;0;14480;42242;7.623483760550187e-06;reno;4
9.0;256;54.31;1448;1500;536;1448;4;4;7087353;53;7081561;4951;2292;4948;14284;0;14480;42242;7.478109246145916e-06;reno;6
9.0;256;54.738;1448;1500;536;1448;9;9;8772825;68;8759793;6130;2852;6127;18916;0;14480;42242;7.75120898912266e-06;reno;8
9.0;256;54.602;1448;1500;536;1448;22;8;10540833;77;10508977;7360;3400;7357;23036;0;14480;42242;7.30492552154085e-06;reno;10
9.0;260;57.44;1448;1500;536;1448;17;15;12327665;87;12304497;8604;3986;8601;27144;0;14480;42242;7.057297549860416e-06;reno;12
9.0;260;56.751;1448;1500;536;1448;6;5;13861097;107;13852409;9683;4498;9680;31592;0;14480;42242;7.719446736430746e-06;reno;14
9.0;256;55.771;1448;1500;536;1448;11;5;15026737;118;15007913;10499;4866;10496;35680;0;14480;42242;7.85266954495843e-06;reno;16
9.0;256;55.64;1448;1500;536;1448;31;9;17056833;132;17011945;11915;5517;11912;40452;0;14480;42242;7.738834049673818e-06;reno;18
9.0;256;55.135;1448;1500;536;1448;8;5;18455601;150;18445465;12899;5978;12896;44472;0;14480;42242;8.127613942238999e-06;reno;20
9.0;260;56.737;1448;1500;536;1448;15;10;20138177;159;20117905;14070;6512;14067;48516;0;14480;42242;7.895451509836268e-06;reno;22
9.0;256;52.495;1448;1500;536;1448;27;10;21570249;169;21532601;15069;6973;15066;52312;0;14480;42242;7.834865513142662e-06;reno;24
9.0;260;59.387;1448;1500;536;1448;8;4;23933385;184;23923249;16716;7756;16713;56876;0;14480;42242;7.688005687452902e-06;reno;26
9.0;256;55.291;1448;1500;536;1448;21;9;25675329;194;25644921;17929;8307;17926;61200;0;14480;42242;7.555891494126521e-06;reno;28
9.0;256;55.97;1448;1500;536;1448;14;5;27427409;206;27407137;19151;8867;19148;65148;0;14480;42242;7.510734973179566e-06;reno;30
9.0;256;53.358;1448;1500;536;1448;12;4;28412049;220;28394673;19845;9193;19842;68384;0;14480;42242;7.743193741500306e-06;cubic;32
9.0;256;52.264;1448;1500;536;1448;9;9;29877425;230;29865841;20867;9670;20864;71780;0;14480;42242;7.698119901564475e-06;cubic;34
9.0;256;53.047;1448;1500;536;1448;30;12;31706249;237;31664257;22137;10255;22134;75796;0;14480;42242;7.474867178391237e-06;cubic;36
9.0;256;53.112;1448;1500;536;1448;13;9;32861753;250;32842929;22948;10653;22945;79228;0;14480;42242;7.607628235779144e-06;cubic;38
9.0;256;54.617;1448;1500;536;1448;6;5;34228665;262;34221425;23904;11106;23901;83196;0;14480;42242;7.654403115049914e-06;cubic;40
9.0;256;52.101;1448;1500;536;1448;11;11;35763545;271;35715761;24973;11599;24970;86956;0;14480;42242;7.577548590331299e-06;cubic;42
9.0;256;52.877;1448;1500;536;1448;14;10;38061521;281;38026769;26570;12341;26567;91336;0;14480;42242;7.382784308593448e-06;cubic;44
9.0;256;55.007;1448;1500;536;1448;6;3;39722377;293;39715137;27729;12883;27726;95292;0;14480;42242;7.376195034854032e-06;cubic;46
9.0;256;54.229;1448;1500;536;1448;10;8;40789553;305;40775073;28478;13234;28475;98600;0;14480;42242;7.477404814904444e-06;cubic;48
9.0;256;55.99;1448;1500;536;1448;26;15;42973137;316;42928249;29997;13937;29994;102736;0;14480;42242;7.353431051589276e-06;cubic;50
9.0;256;54.744;1448;1500;536;1448;12;7;44661505;329;44644129;31176;14505;31173;106432;0;14480;42242;7.366522914980138e-06;cubic;52
9.0;256;54.153;1448;1500;536;1448;20;18;46976857;339;46947897;32785;15261;32782;110584;0;14480;42242;7.216319303779731e-06;cubic;54
9.0;252;51.935;1448;1500;536;1448;17;10;49338545;351;49313929;34428;16028;34425;114768;0;14480;42242;7.1141133164749795e-06;cubic;56
9.0;256;53.576;1448;1500;536;1448;28;11;51713265;359;51674169;36076;16789;36073;118892;0;14480;42242;6.942125970967024e-06;cubic;58
9.0;256;55.84;1448;1500;536;1448;18;8;54390617;370;54364553;37936;17653;37933;123204;0;14480;42242;6.802643919262765e-06;cubic;60
9.0;256;52.533;1448;1500;536;1448;16;9;55786489;382;55764769;38912;18111;38909;126996;0;14480;42242;6.8475361480447355e-06;cubic;62
9.0;256;54.079;1448;1500;536;1448;8;7;57479201;393;57467617;40092;18678;40089;130808;0;14480;42242;6.837255792751886e-06;reno;64
9.0;256;53.022;1448;1500;536;1448;13;7;58833081;402;58815705;41036;19127;41033;134424;0;14480;42242;6.832890495739973e-06;reno;66
9.0;256;54.435;1448;1500;536;1448;14;7;60087049;412;60066777;41912;19539;41909;137768;0;14480;42242;6.85671882471712e-06;reno;68
9.0;256;53.635;1448;1500;536;1448;9;9;61174497;423;61133953;42674;19902;42671;141132;0;14480;42242;6.914646147397011e-06;reno;70
9.0;260;56.995;1448;1500;536;1448;10;7;62658697;433;62644217;43709;20384;43706;144652;0;14480;42242;6.9104533086604085e-06;reno;72
9.0;256;52.8;1448;1500;536;1448;13;13;65097129;443;65078305;45403;21171;45400;148756;0;14480;42242;6.805215634010526e-06;reno;74
9.0;256;53.318;1448;1500;536;1448;7;5;66714545;454;66704409;46531;21695;46528;152524;0;14480;42242;6.805112738159272e-06;reno;76
9.0;256;54.509;1448;1500;536;1448;18;13;68583913;464;68557849;47832;22295;47829;156804;0;14480;42242;6.765434920576783e-06;reno;78
9.0;260;58.45;1448;1500;536;1448;4;3;70115897;478;70111553;48904;22806;48901;160552;0;14480;42242;6.817284245825165e-06;reno;80
9.0;256;52.573;1448;1500;536;1448;9;9;73812641;487;73779337;51466;23942;51463;165948;0;14480;42242;6.5977858724767755e-06;reno;82
9.0;256;52.369;1448;1500;536;1448;21;12;75052129;497;75023169;52332;24349;52329;169456;0;14480;42242;6.622063979024499e-06;reno;84
9.0;260;56.71;1448;1500;536;1448;5;5;76009257;516;76000569;53012;24678;53009;172604;0;14480;42242;6.78864680916431e-06;reno;86
9.0;256;52.603;1448;1500;536;1448;20;6;77082225;524;77054713;53761;25020;53758;175892;0;14480;42242;6.7979355811278155e-06;reno;88
9.0;260;57.369;1448;1500;536;1448;9;7;78536017;536;78522985;54777;25507;54774;179432;0;14480;42242;6.824894111958848e-06;reno;90
9.0;260;56.993;1448;1500;536;1448;10;6;80751457;546;80736977;56317;26224;56314;183556;0;14480;42242;6.761487907270825e-06;reno;92
9.0;260;58.746;1448;1500;536;1448;7;3;81618809;557;81608673;56927;26525;56924;186784;0;14480;42242;6.824407349536306e-06;cubic;94
9.0;260;59.498;1448;1500;536;1448;5;4;82383353;571;82376113;57469;26786;57466;189996;0;14480;42242;6.9310118999405135e-06;cubic;96
9.0;256;55.996;1448;1500;536;1448;12;3;83252153;582;83234777;58080;27074;58077;193108;0;14480;42242;6.990810195623409e-06;cubic;98
9.0;256;53.402;1448;1500;536;1448;12;12;84837713;593;84820337;59186;27596;59183;197076;0;14480;42242;6.98981595602418e-06;cubic;100
9.0;252;51.756;1448;1500;536;1448;14;14;86605721;603;86547801;60417;28173;60414;200912;0;14480;42242;6.962588533845241e-06;cubic;102
9.0;256;53.084;1448;1500;536;1448;36;8;88401241;613;88350561;61667;28755;61664;204736;0;14480;42242;6.934291793482854e-06;cubic;104
9.0;256;52.13;1448;1500;536;1448;9;8;90043273;625;90030241;62813;29310;62810;208476;0;14480;42242;6.941107083035509e-06;cubic;106
9.0;256;53.933;1448;1500;536;1448;6;5;91837345;635;91828657;64062;29889;64059;212324;0;14480;42242;6.914398494425117e-06;cubic;108
9.0;256;55.368;1448;1500;536;1448;11;11;93354849;645;93340369;65120;30385;65117;216084;0;14480;42242;6.909121560466559e-06;cubic;110
9.0;256;53.78;1448;1500;536;1448;17;10;95332817;653;95300961;66494;31027;66491;220020;0;14480;42242;6.8496874481323676e-06;cubic;112
9.0;260;56.374;1448;1500;536;1448;28;21;97452689;661;97413593;67966;31699;67963;224248;0;14480;42242;6.782778461864711e-06;cubic;114
9.0;256;54.905;1448;1500;536;1448;13;4;98273705;679;98256329;68551;31992;68548;227756;0;14480;42242;6.909274459531163e-06;cubic;116
9.0;256;54.335;1448;1500;536;1448;27;17;100930785;687;100893137;70394;32845;70391;232316;0;14480;42242;6.806644771463929e-06;cubic;118
9.0;256;53.996;1448;1500;536;1448;14;11;103127401;698;103107129;71922;33576;71919;236080;0;14480;42242;6.768327265418043e-06;cubic;120
9.0;256;53.57;1448;1500;536;1448;9;9;105153153;708;105141569;73331;34244;73328;239972;0;14480;42242;6.73303633605737e-06;cubic;122
9.0;256;55.485;1448;1500;536;1448;23;5;106728577;718;106696721;74429;34733;74426;244416;0;14480;42242;6.727345385669295e-06;reno;124
9.0;260;57.983;1448;1500;536;1448;9;6;108279385;732;108266353;75514;35236;75511;248364;0;14480;42242;6.760289597137997e-06;reno;126
9.0;256;53.926;1448;1500;536;1448;15;8;110322513;742;110300793;76935;35884;76932;252672;0;14480;42242;6.7257351180896326e-06;reno;128
9.0;256;55.347;1448;1500;536;1448;4;3;111692321;757;111686529;77896;36338;77893;256512;0;14480;42242;6.777547401848691e-06;reno;130
9.0;260;56.398;1448;1500;536;1448;7;6;113173625;767;113163489;78929;36809;78926;260348;0;14480;42242;6.777197425636936e-06;reno;132
9.0;256;55.493;1448;1500;536;1448;16;9;114699817;780;114676649;79996;37307;79993;264396;0;14480;42242;6.800359585578066e-06;reno;134
9.0;256;55.284;1448;1500;536;1448;12;10;116312889;793;116295513;81123;37842;81120;268776;0;14480;42242;6.817817069267362e-06;reno;136
9.0;264;60.338;1448;1500;536;1448;13;12;117653737;804;117636361;82060;38283;82057;272780;0;14480;42242;6.8336120934263225e-06;reno;138
9.0;256;53.412;1448;1500;536;1448;14;10;119379753;815;119360929;83263;38853;83260;276444;0;14480;42242;6.826953310918645e-06;reno;140
9.0;256;53.107;1448;1500;536;1448;18;4;120320953;825;120294889;83923;39164;83920;279500;0;14480;42242;6.856661117037529e-06;reno;142
9.0;252;51.966;1448;1500;536;1448;12;8;122210593;838;122184529;85241;39808;85238;283252;0;14480;42242;6.8570160689752975e-06;reno;144
9.0;252;49.128;1448;1500;536;1448;23;8;123276321;843;123244465;85982;40158;85979;286100;0;14480;42242;6.838296220731636e-06;reno;146
9.0;260;56.934;1448;1500;536;1448;13;3;125181889;855;125163065;87310;40774;87307;289436;0;14480;42242;6.830061495557077e-06;reno;148
9.0;256;53.583;1448;1500;536;1448;19;9;126456129;864;126428617;88199;41187;88196;292972;0;14480;42242;6.832409048358581e-06;reno;150
9.0;256;52.809;1448;1500;536;1448;11;9;128576001;876;128560073;89675;41888;89672;296804;0;14480;42242;6.81309103710575e-06;reno;152
9.0;260;57.183;1448;1500;536;1448;9;8;130361385;887;130348353;90919;42488;90916;300068;0;14480;42242;6.804162137430498e-06;cubic;154
