{'timestamp': 1745406729.8645074, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 272, 'rtt': 60.94, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 89, 'ssthresh': 87, 'bytes_sent': 1775248, 'bytes_retrans': 115840, 'bytes_acked': 1531985, 'segs_out': 1230, 'segs_in': 421, 'data_segs_out': 1227, 'lastrcv': 860, 'delivered': 1060, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406731.053496, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 284, 'rtt': 80.809, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 97, 'ssthresh': 87, 'bytes_sent': 4016752, 'bytes_retrans': 118736, 'bytes_acked': 3759009, 'segs_out': 2779, 'segs_in': 978, 'data_segs_out': 2775, 'lastrcv': 1984, 'delivered': 2599, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406732.1930237, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 276, 'rtt': 72.768, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 106, 'ssthresh': 87, 'bytes_sent': 6563784, 'bytes_retrans': 118736, 'bytes_acked': 6293009, 'segs_out': 4539, 'segs_in': 1598, 'data_segs_out': 4534, 'lastrcv': 3192, 'delivered': 4349, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406733.2930377, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 284, 'rtt': 83.191, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 114, 'ssthresh': 87, 'bytes_sent': 8732888, 'bytes_retrans': 118736, 'bytes_acked': 8450529, 'segs_out': 6038, 'segs_in': 2097, 'data_segs_out': 6032, 'lastrcv': 4288, 'delivered': 5839, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406734.3772793, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 268, 'rtt': 67.386, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 96, 'ssthresh': 80, 'bytes_sent': 10888960, 'bytes_retrans': 121632, 'bytes_acked': 10628321, 'segs_out': 7528, 'segs_in': 2629, 'data_segs_out': 7521, 'lastrcv': 5384, 'delivered': 7343, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406735.4568262, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 276, 'rtt': 75.648, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 109, 'ssthresh': 80, 'bytes_sent': 13085576, 'bytes_retrans': 121632, 'bytes_acked': 12807561, 'segs_out': 9047, 'segs_in': 3203, 'data_segs_out': 9038, 'lastrcv': 6456, 'delivered': 8848, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406736.7660816, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 348, 'rtt': 145.44, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 115, 'ssthresh': 80, 'bytes_sent': 15408168, 'bytes_retrans': 121632, 'bytes_acked': 15121465, 'segs_out': 10651, 'segs_in': 3728, 'data_segs_out': 10642, 'lastrcv': 7748, 'delivered': 10446, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406737.8967063, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 284, 'rtt': 82.691, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 115, 'ssthresh': 80, 'bytes_sent': 17748136, 'bytes_retrans': 121632, 'bytes_acked': 17459985, 'segs_out': 12269, 'segs_in': 4327, 'data_segs_out': 12258, 'lastrcv': 8904, 'delivered': 12061, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406738.9778292, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 292, 'rtt': 88.614, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 116, 'ssthresh': 80, 'bytes_sent': 19804296, 'bytes_retrans': 121632, 'bytes_acked': 19516145, 'segs_out': 13691, 'segs_in': 4792, 'data_segs_out': 13678, 'lastrcv': 9984, 'delivered': 13481, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406740.064765, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 268, 'rtt': 67.893, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 87, 'ssthresh': 84, 'bytes_sent': 21953128, 'bytes_retrans': 124528, 'bytes_acked': 21702625, 'segs_out': 15176, 'segs_in': 5353, 'data_segs_out': 15162, 'lastrcv': 11060, 'delivered': 14991, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406741.4579203, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 288, 'rtt': 87.747, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 109, 'ssthresh': 84, 'bytes_sent': 24678264, 'bytes_retrans': 124528, 'bytes_acked': 24394457, 'segs_out': 17058, 'segs_in': 5968, 'data_segs_out': 17044, 'lastrcv': 12420, 'delivered': 16850, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
