{'timestamp': 1745406005.5520148, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 232, 'rtt': 29.309, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 21, 'ssthresh': 18, 'bytes_sent': 1262656, 'bytes_retrans': 59368, 'bytes_acked': 1174329, 'segs_out': 874, 'segs_in': 429, 'data_segs_out': 872, 'lastrcv': 1080, 'delivered': 812, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406006.6530757, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 244, 'rtt': 41.009, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 25, 'ssthresh': 20, 'bytes_sent': 2560064, 'bytes_retrans': 65160, 'bytes_acked': 2447121, 'segs_out': 1770, 'segs_in': 829, 'data_segs_out': 1768, 'lastrcv': 2172, 'delivered': 1699, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406008.0216138, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 236, 'rtt': 34.459, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 26, 'ssthresh': 21, 'bytes_sent': 4060192, 'bytes_retrans': 70952, 'bytes_acked': 3940009, 'segs_out': 2807, 'segs_in': 1274, 'data_segs_out': 2804, 'lastrcv': 3468, 'delivered': 2730, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406009.291597, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 228, 'rtt': 24.578, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 23, 'ssthresh': 21, 'bytes_sent': 5592176, 'bytes_retrans': 76744, 'bytes_acked': 5482129, 'segs_out': 3865, 'segs_in': 1733, 'data_segs_out': 3862, 'lastrcv': 4800, 'delivered': 3787, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406010.4566576, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 228, 'rtt': 25.793, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 22, 'ssthresh': 20, 'bytes_sent': 6957640, 'bytes_retrans': 85432, 'bytes_acked': 6841801, 'segs_out': 4808, 'segs_in': 2143, 'data_segs_out': 4805, 'lastrcv': 5972, 'delivered': 4726, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406011.5272458, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 228, 'rtt': 24.791, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 21, 'ssthresh': 19, 'bytes_sent': 8259392, 'bytes_retrans': 92672, 'bytes_acked': 8136313, 'segs_out': 5707, 'segs_in': 2568, 'data_segs_out': 5704, 'lastrcv': 7060, 'delivered': 5621, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406012.8075397, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 240, 'rtt': 36.494, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 25, 'ssthresh': 18, 'bytes_sent': 9727664, 'bytes_retrans': 98464, 'bytes_acked': 9593001, 'segs_out': 6722, 'segs_in': 3037, 'data_segs_out': 6718, 'lastrcv': 8332, 'delivered': 6627, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406013.9634976, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 232, 'rtt': 28.137, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 24, 'ssthresh': 18, 'bytes_sent': 11113400, 'bytes_retrans': 107152, 'bytes_acked': 10971497, 'segs_out': 7680, 'segs_in': 3469, 'data_segs_out': 7675, 'lastrcv': 9492, 'delivered': 7579, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406015.0775487, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 232, 'rtt': 30.013, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 24, 'ssthresh': 18, 'bytes_sent': 12431080, 'bytes_retrans': 114392, 'bytes_acked': 12283385, 'segs_out': 8591, 'segs_in': 3897, 'data_segs_out': 8585, 'lastrcv': 10604, 'delivered': 8485, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406016.2171419, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 228, 'rtt': 27.397, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 25, 'ssthresh': 20, 'bytes_sent': 13771928, 'bytes_retrans': 120184, 'bytes_acked': 13615545, 'segs_out': 9517, 'segs_in': 4324, 'data_segs_out': 9511, 'lastrcv': 11740, 'delivered': 9405, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406017.3095798, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 232, 'rtt': 29.635, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 24, 'ssthresh': 19, 'bytes_sent': 15034584, 'bytes_retrans': 124528, 'bytes_acked': 14875305, 'segs_out': 10391, 'segs_in': 4717, 'data_segs_out': 10383, 'lastrcv': 12836, 'delivered': 10275, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406018.7663295, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 228, 'rtt': 27.402, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 24, 'ssthresh': 20, 'bytes_sent': 16693992, 'bytes_retrans': 134664, 'bytes_acked': 16524577, 'segs_out': 11537, 'segs_in': 5242, 'data_segs_out': 11529, 'lastrcv': 14224, 'delivered': 11414, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406019.8790398, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 232, 'rtt': 31.427, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 26, 'ssthresh': 19, 'bytes_sent': 18089864, 'bytes_retrans': 143352, 'bytes_acked': 17910313, 'segs_out': 12502, 'segs_in': 5697, 'data_segs_out': 12493, 'lastrcv': 15400, 'delivered': 12371, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406020.9637728, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 228, 'rtt': 27.31, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 24, 'ssthresh': 20, 'bytes_sent': 19365552, 'bytes_retrans': 152040, 'bytes_acked': 19178761, 'segs_out': 13383, 'segs_in': 6108, 'data_segs_out': 13374, 'lastrcv': 16492, 'delivered': 13249, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406022.0539818, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 228, 'rtt': 26.116, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 22, 'ssthresh': 19, 'bytes_sent': 20580424, 'bytes_retrans': 157832, 'bytes_acked': 20392185, 'segs_out': 14222, 'segs_in': 6498, 'data_segs_out': 14213, 'lastrcv': 17576, 'delivered': 14087, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406025.6778648, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 224, 'rtt': 20.335, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 17, 'ssthresh': 15, 'bytes_sent': 1149712, 'bytes_retrans': 23168, 'bytes_acked': 1101929, 'segs_out': 797, 'segs_in': 372, 'data_segs_out': 794, 'lastrcv': 1800, 'delivered': 762, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406028.9676688, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 232, 'rtt': 30.218, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 25, 'ssthresh': 10, 'bytes_sent': 1291616, 'bytes_retrans': 8688, 'bytes_acked': 1246729, 'segs_out': 895, 'segs_in': 418, 'data_segs_out': 892, 'lastrcv': 1776, 'delivered': 862, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406032.2386117, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 228, 'rtt': 25.255, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 23, 'ssthresh': 15, 'bytes_sent': 1317680, 'bytes_retrans': 28960, 'bytes_acked': 1255417, 'segs_out': 912, 'segs_in': 402, 'data_segs_out': 910, 'lastrcv': 1988, 'delivered': 868, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406035.4166968, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 228, 'rtt': 26.896, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 22, 'ssthresh': 11, 'bytes_sent': 1223560, 'bytes_retrans': 14480, 'bytes_acked': 1177225, 'segs_out': 847, 'segs_in': 415, 'data_segs_out': 845, 'lastrcv': 1904, 'delivered': 814, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406038.914512, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 224, 'rtt': 21.29, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 20, 'ssthresh': 14, 'bytes_sent': 1091792, 'bytes_retrans': 18824, 'bytes_acked': 1045457, 'segs_out': 756, 'segs_in': 390, 'data_segs_out': 754, 'lastrcv': 1736, 'delivered': 723, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406042.229043, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 232, 'rtt': 28.054, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 24, 'ssthresh': 7, 'bytes_sent': 1167088, 'bytes_retrans': 24616, 'bytes_acked': 1109169, 'segs_out': 809, 'segs_in': 391, 'data_segs_out': 806, 'lastrcv': 1684, 'delivered': 767, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
