{'timestamp': 1745349974.054985, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 47.005, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 21, 'ssthresh': 21, 'bytes_sent': 680560, 'bytes_retrans': 5792, 'bytes_acked': 606713, 'segs_out': 473, 'segs_in': 182, 'data_segs_out': 471, 'lastrcv': 896, 'delivered': 447, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349975.0597816, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 256, 'rtt': 54.192, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 7, 'ssthresh': 4, 'bytes_sent': 994776, 'bytes_retrans': 17376, 'bytes_acked': 967265, 'segs_out': 690, 'segs_in': 260, 'data_segs_out': 688, 'lastrcv': 1904, 'delivered': 670, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349976.064776, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 252, 'rtt': 48.793, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 13, 'ssthresh': 8, 'bytes_sent': 1297408, 'bytes_retrans': 20272, 'bytes_acked': 1259761, 'segs_out': 899, 'segs_in': 318, 'data_segs_out': 897, 'lastrcv': 2908, 'delivered': 872, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349977.0704708, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 252, 'rtt': 48.019, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 23, 'ssthresh': 8, 'bytes_sent': 1837512, 'bytes_retrans': 20272, 'bytes_acked': 1783937, 'segs_out': 1272, 'segs_in': 420, 'data_segs_out': 1270, 'lastrcv': 3912, 'delivered': 1234, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349978.07614, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 47.904, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 16, 'ssthresh': 16, 'bytes_sent': 2503592, 'bytes_retrans': 26064, 'bytes_acked': 2455809, 'segs_out': 1732, 'segs_in': 570, 'data_segs_out': 1730, 'lastrcv': 4920, 'delivered': 1698, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349979.0819082, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 46.973, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 14, 'ssthresh': 7, 'bytes_sent': 2848216, 'bytes_retrans': 31856, 'bytes_acked': 2796089, 'segs_out': 1970, 'segs_in': 642, 'data_segs_out': 1968, 'lastrcv': 5924, 'delivered': 1933, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349980.0846577, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 47.331, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 19, 'ssthresh': 11, 'bytes_sent': 3313024, 'bytes_retrans': 34752, 'bytes_acked': 3249313, 'segs_out': 2291, 'segs_in': 739, 'data_segs_out': 2289, 'lastrcv': 6928, 'delivered': 2248, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349981.088036, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 252, 'rtt': 50.369, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 12, 'ssthresh': 8, 'bytes_sent': 3620000, 'bytes_retrans': 44888, 'bytes_acked': 3557737, 'segs_out': 2503, 'segs_in': 813, 'data_segs_out': 2501, 'lastrcv': 7932, 'delivered': 2459, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349982.0963821, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 252, 'rtt': 48.08, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 17, 'ssthresh': 9, 'bytes_sent': 4012408, 'bytes_retrans': 47784, 'bytes_acked': 3940009, 'segs_out': 2774, 'segs_in': 895, 'data_segs_out': 2772, 'lastrcv': 8940, 'delivered': 2723, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349983.102445, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 47.071, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 21, 'ssthresh': 14, 'bytes_sent': 4549616, 'bytes_retrans': 49232, 'bytes_acked': 4469977, 'segs_out': 3145, 'segs_in': 1010, 'data_segs_out': 3143, 'lastrcv': 9944, 'delivered': 3089, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349984.1081247, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 256, 'rtt': 52.459, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 7, 'ssthresh': 7, 'bytes_sent': 4989808, 'bytes_retrans': 63712, 'bytes_acked': 4915961, 'segs_out': 3449, 'segs_in': 1116, 'data_segs_out': 3447, 'lastrcv': 10952, 'delivered': 3397, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
