wscale;rto;rtt;mss;pmtu;rcvmss;advmss;cwnd;ssthresh;bytes_sent;bytes_retrans;bytes_acked;segs_out;segs_in;data_segs_out;lastrcv;delivered;rcv_space;rcv_ssthresh;loss_ratio;tcp_type;timestamp
9.0;1612;536.062;1448;1500;536;1448;10;42242;14481;0;1;12;1;10;48;0;14480;42242;0.0;reno;0
9.0;256;51.891;1448;1500;536;1448;11;10;640017;10;624089;455;244;453;1548;0;14480;42242;1.5624584971961683e-05;reno;2
9.0;256;53.253;1448;1500;536;1448;19;18;1598593;12;1572529;1119;556;1117;3120;0;14480;42242;7.506601117357577e-06;reno;4
9.0;256;53.283;1448;1500;536;1448;11;7;2302321;19;2279153;1612;793;1610;4508;0;14480;42242;8.252541674249595e-06;reno;6
9.0;256;52.929;1448;1500;536;1448;19;13;2961161;22;2935097;2070;1006;2068;6048;0;14480;42242;7.429518354456242e-06;reno;8
9.0;256;53.248;1448;1500;536;1448;16;8;3675025;26;3651857;2567;1247;2565;7448;0;14480;42242;7.074781804205413e-06;reno;10
9.0;256;55.518;1448;1500;536;1448;11;4;4090601;32;4074673;2860;1389;2858;8792;0;14480;42242;7.822811366838271e-06;reno;12
9.0;256;53.802;1448;1500;536;1448;9;9;4513417;37;4477217;3157;1534;3155;10264;0;14480;42242;8.19778008546518e-06;reno;14
9.0;256;55.742;1448;1500;536;1448;12;10;5011529;46;4995601;3510;1702;3508;11752;0;14480;42242;9.17883544123959e-06;reno;16
9.0;260;57.346;1448;1500;536;1448;10;7;5312713;52;5298233;3724;1809;3722;13156;0;14480;42242;9.78784285919454e-06;reno;18
9.0;256;52.601;1448;1500;536;1448;25;11;6059881;54;6023681;4242;2045;4240;14768;0;14480;42242;8.911066075389929e-06;reno;20
9.0;256;53.281;1448;1500;536;1448;10;10;6766505;60;6723065;4736;2282;4734;16224;0;14480;42242;8.867206925879756e-06;reno;22
9.0;256;55.918;1448;1500;536;1448;9;7;7379009;63;7365977;5162;2482;5160;17612;0;14480;42242;8.537731828217041e-06;reno;24
9.0;256;53.353;1448;1500;536;1448;22;8;7884361;65;7853953;5514;2638;5511;18992;0;14480;42242;8.244168424048568e-06;reno;26
9.0;256;52.3;1448;1500;536;1448;24;18;9123849;75;9060137;6380;3044;6377;20840;0;14480;42242;8.220214955332996e-06;reno;28
9.0;256;53.793;1448;1500;536;1448;22;17;9969481;77;9939073;6966;3317;6963;22168;0;14480;42242;7.723571568068588e-06;reno;30
9.0;260;56.069;1448;1500;536;1448;18;11;10519721;81;10493657;7350;3502;7347;23448;0;14480;42242;7.699823978221476e-06;reno;32
9.0;256;55.043;1448;1500;536;1448;23;15;11266889;83;11233585;7868;3743;7865;24720;0;14480;42242;7.366718532507065e-06;reno;34
9.0;256;53.537;1448;1500;536;1448;18;14;12040121;87;12014057;8406;3994;8403;26188;0;14480;42242;7.225841002760686e-06;reno;36
9.0;256;52.823;1448;1500;536;1448;19;8;12638145;91;12610633;8823;4190;8820;27644;0;14480;42242;7.200423796372015e-06;reno;38
9.0;256;52.255;1448;1500;536;1448;26;14;13395449;93;13357801;9348;4429;9345;28956;0;14480;42242;6.9426564201020805e-06;reno;40
9.0;256;52.092;1448;1500;536;1448;15;10;14264249;97;14242529;9952;4716;9949;30272;0;14480;42242;6.800217803264651e-06;reno;42
9.0;256;54.829;1448;1500;536;1448;13;11;14805801;101;14788425;10330;4897;10327;31600;0;14480;42242;6.821650513876284e-06;reno;44
9.0;256;53.473;1448;1500;536;1448;3;3;15089609;111;15075129;10536;4996;10533;32844;0;14480;42242;7.35605541535238e-06;reno;46
9.0;256;52.621;1448;1500;536;1448;17;6;15445817;113;15421201;10784;5109;10781;34256;0;14480;42242;7.3158965951752504e-06;reno;48
9.0;256;54.879;1448;1500;536;1448;5;4;16384121;117;16376881;11436;5415;11433;35760;0;14480;42242;7.141060542704733e-06;reno;50
9.0;260;56.168;1448;1500;536;1448;11;5;16780873;121;16764945;11714;5545;11711;37160;0;14480;42242;7.2105902952724804e-06;reno;52
9.0;260;58.944;1448;1500;536;1448;6;5;17197897;128;17190657;12009;5689;12006;38516;0;14480;42242;7.442770473622443e-06;reno;54
9.0;256;54.04;1448;1500;536;1448;9;9;17496185;132;17484601;12219;5789;12216;39724;0;14480;42242;7.544501844259191e-06;reno;56
9.0;256;52.747;1448;1500;536;1448;10;10;17904521;136;17890041;12505;5920;12502;40984;0;14480;42242;7.595846881354715e-06;reno;58
