{'timestamp': 1745406451.2132747, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 284, 'rtt': 55.993, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 69, 'ssthresh': 65, 'bytes_sent': 1332160, 'bytes_retrans': 11584, 'bytes_acked': 1222113, 'segs_out': 923, 'segs_in': 428, 'data_segs_out': 921, 'lastrcv': 768, 'delivered': 846, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406452.298455, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 252, 'rtt': 50.926, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 28, 'ssthresh': 26, 'bytes_sent': 2587576, 'bytes_retrans': 23168, 'bytes_acked': 2525313, 'segs_out': 1790, 'segs_in': 918, 'data_segs_out': 1788, 'lastrcv': 1868, 'delivered': 1746, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406453.4063356, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 256, 'rtt': 53.509, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 21, 'ssthresh': 16, 'bytes_sent': 3256552, 'bytes_retrans': 28960, 'bytes_acked': 3198633, 'segs_out': 2252, 'segs_in': 1167, 'data_segs_out': 2250, 'lastrcv': 2968, 'delivered': 2211, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406454.49543, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 256, 'rtt': 55.735, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 23, 'ssthresh': 15, 'bytes_sent': 3828512, 'bytes_retrans': 34752, 'bytes_acked': 3760457, 'segs_out': 2647, 'segs_in': 1371, 'data_segs_out': 2645, 'lastrcv': 4052, 'delivered': 2599, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406455.5806904, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 256, 'rtt': 54.506, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 23, 'ssthresh': 23, 'bytes_sent': 4679936, 'bytes_retrans': 40544, 'bytes_acked': 4606089, 'segs_out': 3235, 'segs_in': 1652, 'data_segs_out': 3233, 'lastrcv': 5148, 'delivered': 3183, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406456.6591656, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 256, 'rtt': 52.594, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 13, 'ssthresh': 11, 'bytes_sent': 5095512, 'bytes_retrans': 52128, 'bytes_acked': 5024561, 'segs_out': 3522, 'segs_in': 1779, 'data_segs_out': 3520, 'lastrcv': 6224, 'delivered': 3472, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406457.7365463, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 252, 'rtt': 51.996, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 11, 'ssthresh': 10, 'bytes_sent': 5516880, 'bytes_retrans': 57920, 'bytes_acked': 5443033, 'segs_out': 3813, 'segs_in': 1899, 'data_segs_out': 3811, 'lastrcv': 7300, 'delivered': 3761, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406458.8331296, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 260, 'rtt': 57.49, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 15, 'ssthresh': 14, 'bytes_sent': 5978792, 'bytes_retrans': 63712, 'bytes_acked': 5893361, 'segs_out': 4132, 'segs_in': 2042, 'data_segs_out': 4130, 'lastrcv': 8388, 'delivered': 4072, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406459.9022322, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 256, 'rtt': 52.125, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 13, 'ssthresh': 8, 'bytes_sent': 6326312, 'bytes_retrans': 69504, 'bytes_acked': 6239433, 'segs_out': 4372, 'segs_in': 2143, 'data_segs_out': 4370, 'lastrcv': 9472, 'delivered': 4311, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406460.9742236, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 252, 'rtt': 51.683, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 16, 'ssthresh': 16, 'bytes_sent': 6860624, 'bytes_retrans': 72400, 'bytes_acked': 6736097, 'segs_out': 4741, 'segs_in': 2295, 'data_segs_out': 4739, 'lastrcv': 10548, 'delivered': 4674, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406462.0389643, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 260, 'rtt': 57.05, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 18, 'ssthresh': 14, 'bytes_sent': 7376112, 'bytes_retrans': 75296, 'bytes_acked': 7274753, 'segs_out': 5097, 'segs_in': 2452, 'data_segs_out': 5095, 'lastrcv': 11608, 'delivered': 5026, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406463.1137264, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 252, 'rtt': 49.919, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 15, 'ssthresh': 10, 'bytes_sent': 7775760, 'bytes_retrans': 81088, 'bytes_acked': 7672953, 'segs_out': 5373, 'segs_in': 2571, 'data_segs_out': 5371, 'lastrcv': 12684, 'delivered': 5301, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406464.2272441, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 260, 'rtt': 56.56, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 18, 'ssthresh': 13, 'bytes_sent': 8260840, 'bytes_retrans': 83984, 'bytes_acked': 8150793, 'segs_out': 5708, 'segs_in': 2711, 'data_segs_out': 5706, 'lastrcv': 13768, 'delivered': 5631, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406465.3105993, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 252, 'rtt': 50.593, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 10, 'ssthresh': 7, 'bytes_sent': 8608360, 'bytes_retrans': 91224, 'bytes_acked': 8502657, 'segs_out': 5948, 'segs_in': 2819, 'data_segs_out': 5946, 'lastrcv': 14880, 'delivered': 5874, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406466.381018, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 252, 'rtt': 51.322, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 11, 'ssthresh': 9, 'bytes_sent': 8928368, 'bytes_retrans': 97016, 'bytes_acked': 8816873, 'segs_out': 6169, 'segs_in': 2922, 'data_segs_out': 6167, 'lastrcv': 15952, 'delivered': 6091, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406469.6724632, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 256, 'rtt': 53.057, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 22, 'ssthresh': 15, 'bytes_sent': 3247864, 'bytes_retrans': 28960, 'bytes_acked': 3188497, 'segs_out': 2247, 'segs_in': 827, 'data_segs_out': 2243, 'lastrcv': 1924, 'delivered': 2204, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406472.8528478, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 260, 'rtt': 58.082, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 8, 'ssthresh': 7, 'bytes_sent': 362000, 'bytes_retrans': 11584, 'bytes_acked': 340281, 'segs_out': 252, 'segs_in': 121, 'data_segs_out': 250, 'lastrcv': 1780, 'delivered': 236, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406475.778881, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 252, 'rtt': 51.35, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 15, 'ssthresh': 12, 'bytes_sent': 653048, 'bytes_retrans': 7240, 'bytes_acked': 624089, 'segs_out': 453, 'segs_in': 201, 'data_segs_out': 451, 'lastrcv': 1804, 'delivered': 432, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406478.6797132, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 256, 'rtt': 54.469, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 17, 'ssthresh': 14, 'bytes_sent': 663184, 'bytes_retrans': 7240, 'bytes_acked': 631329, 'segs_out': 460, 'segs_in': 230, 'data_segs_out': 458, 'lastrcv': 1736, 'delivered': 440, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406481.3695607, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 252, 'rtt': 51.731, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 13, 'ssthresh': 6, 'bytes_sent': 705176, 'bytes_retrans': 8688, 'bytes_acked': 677665, 'segs_out': 489, 'segs_in': 218, 'data_segs_out': 487, 'lastrcv': 1864, 'delivered': 469, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406484.0284226, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 252, 'rtt': 50.82, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 29, 'ssthresh': 24, 'bytes_sent': 1133784, 'bytes_retrans': 2896, 'bytes_acked': 1088897, 'segs_out': 785, 'segs_in': 319, 'data_segs_out': 783, 'lastrcv': 1868, 'delivered': 753, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406487.0282457, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 256, 'rtt': 52.266, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 26, 'ssthresh': 3, 'bytes_sent': 618296, 'bytes_retrans': 4344, 'bytes_acked': 576305, 'segs_out': 430, 'segs_in': 222, 'data_segs_out': 427, 'lastrcv': 1860, 'delivered': 399, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
