wscale;rto;rtt;mss;pmtu;rcvmss;advmss;cwnd;ssthresh;bytes_sent;bytes_retrans;bytes_acked;segs_out;segs_in;data_segs_out;lastrcv;delivered;rcv_space;rcv_ssthresh;loss_ratio;tcp_type;timestamp
6.6;1000;0.0;524;1500;88;1460;10;42340;524;0;0;1;0;0;5935680;0;14480;42340;0.0;cubic;2
9.0;284;80.234;1448;1500;536;1448;140;79;2076433;0;1875161;1436;645;1434;924;1296;14480;42242;0.0;cubic;4
9.0;284;80.503;1448;1500;536;1448;140;79;2089465;0;1886745;1445;649;1443;928;1304;14480;42242;0.0;cubic;4
9.0;276;73.012;1448;1500;536;1448;121;102;4511969;8;4336761;3126;1471;3124;1956;2996;14480;42242;1.7730618273308171e-06;cubic;6
9.0;276;73.142;1448;1500;536;1448;121;102;4523553;8;4348345;3134;1475;3132;1960;3004;14480;42242;1.7685213370993996e-06;cubic;6
9.0;284;82.084;1448;1500;536;1448;136;102;6990945;8;6795465;4838;2296;4836;2992;4694;14480;42242;1.1443374250548387e-06;cubic;8
9.0;284;82.094;1448;1500;536;1448;136;102;7002529;8;6807049;4846;2300;4844;2996;4702;14480;42242;1.1424443940182184e-06;cubic;8
9.0;268;64.429;1448;1500;536;1448;107;97;9419241;10;9265753;6517;3115;6515;4024;6400;14480;42242;1.0616566663916975e-06;cubic;10
9.0;268;64.455;1448;1500;536;1448;107;97;9427929;10;9274441;6523;3118;6521;4028;6406;14480;42242;1.060678331370548e-06;cubic;10
9.0;272;68.882;1448;1500;536;1448;115;97;11880841;10;11714321;8217;3937;8215;5056;8091;14480;42242;8.416912573781604e-07;cubic;12
9.0;272;69.123;1448;1500;536;1448;115;97;11892425;10;11725905;8225;3941;8223;5060;8099;14480;42242;8.408713950266661e-07;cubic;12
9.0;272;71.007;1448;1500;536;1448;118;97;14332305;10;14161441;9910;4757;9908;6088;9781;14480;42242;6.977244762792865e-07;cubic;14
9.0;272;70.147;1448;1500;536;1448;118;97;14339545;10;14170129;9915;4760;9913;6092;9787;14480;42242;6.973721969560401e-07;cubic;14
9.0;276;74.578;1448;1500;536;1448;125;97;16796801;10;16617249;11612;5580;11610;7116;11477;14480;42242;5.953514600786186e-07;cubic;16
9.0;276;74.815;1448;1500;536;1448;126;97;16808385;10;16625937;11620;5583;11618;7120;11483;14480;42242;5.94941155857627e-07;cubic;16
9.0;280;79.148;1448;1500;536;1448;132;97;19269985;10;19080297;13320;6406;13318;8152;13178;14480;42242;5.189417635768788e-07;cubic;18
9.0;280;79.364;1448;1500;536;1448;132;97;19278673;10;19088985;13326;6409;13324;8156;13184;14480;42242;5.187079006942023e-07;cubic;18
9.0;264;62.61;1448;1500;536;1448;105;95;21678009;13;21527417;14986;7214;14984;9184;14868;14480;42242;5.996860689558714e-07;cubic;20
9.0;264;62.977;1448;1500;536;1448;105;95;21689593;13;21539001;14994;7218;14992;9188;14876;14480;42242;5.993657880071793e-07;cubic;20
9.0;276;73.007;1448;1500;536;1448;122;95;24159881;13;23983225;16700;8036;16698;10212;16564;14480;42242;5.380821205203784e-07;cubic;22
9.0;276;73.16;1448;1500;536;1448;122;95;24168569;13;23991913;16706;8039;16704;10216;16570;14480;42242;5.378886933686475e-07;cubic;22
9.0;280;79.412;1448;1500;536;1448;132;95;26635961;13;26446273;18410;8862;18408;11248;18265;14480;42242;4.880619850734877e-07;cubic;24
9.0;280;79.708;1448;1500;536;1448;132;95;26648993;13;26459305;18419;8866;18417;11252;18274;14480;42242;4.878233109971548e-07;cubic;24
9.0;264;61.049;1448;1500;536;1448;102;94;29055569;15;28907873;20083;9664;20081;12284;19965;14480;42242;5.16252151179693e-07;cubic;26
9.0;264;60.933;1448;1500;536;1448;102;94;29065705;15;28919457;20090;9668;20088;12288;19973;14480;42242;5.160721200466322e-07;cubic;26
9.0;268;66.388;1448;1500;536;1448;111;94;31525857;15;31366577;21789;10483;21787;13316;21663;14480;42242;4.757999124337841e-07;cubic;28
9.0;268;66.626;1448;1500;536;1448;111;94;31538889;15;31378161;21798;10487;21796;13320;21671;14480;42242;4.756033099326993e-07;cubic;28
9.0;272;68.923;1448;1500;536;1448;114;94;33996145;15;33831073;23495;11309;23493;14348;23365;14480;42242;4.412264978867457e-07;cubic;30
9.0;272;68.943;1448;1500;536;1448;114;94;34004833;15;33839761;23501;11312;23499;14352;23371;14480;42242;4.411137675635696e-07;cubic;30
9.0;276;72.6;1448;1500;536;1448;122;94;36460641;15;36285433;25197;12133;25195;15380;25060;14480;42242;4.114025312939506e-07;cubic;32
9.0;276;73.217;1448;1500;536;1448;122;94;36478017;15;36301361;25209;12138;25207;15388;25071;14480;42242;4.112065631199196e-07;cubic;32
9.0;280;77.34;1448;1500;536;1448;129;94;38939617;15;38752825;26909;12964;26907;16416;26764;14480;42242;3.8521180113302093e-07;cubic;34
9.0;280;77.354;1448;1500;536;1448;129;94;38951201;15;38764409;26917;12968;26915;16420;26772;14480;42242;3.8509724000551357e-07;cubic;34
9.0;284;81.811;1448;1500;536;1448;136;94;41398321;15;41202841;28607;13783;28605;17444;28456;14480;42242;3.623335352175273e-07;cubic;36
9.0;284;82.407;1448;1500;536;1448;136;94;41415697;15;41220217;28619;13789;28617;17452;28468;14480;42242;3.621815177950524e-07;cubic;36
9.0;268;65.291;1448;1500;536;1448;110;97;43841097;17;43681817;30296;14597;30294;18484;30168;14480;42242;3.8776401968226296e-07;cubic;38
9.0;268;65.711;1448;1500;536;1448;110;97;43854129;17;43696297;30305;14602;30303;18488;30178;14480;42242;3.876487890114064e-07;cubic;38
9.0;276;75.546;1448;1500;536;1448;126;97;46322969;17;46140521;32010;15417;32008;19516;31866;14480;42242;3.669885667302543e-07;cubic;40
9.0;276;75.58;1448;1500;536;1448;127;97;46336001;17;46152105;32019;15421;32017;19520;31874;14480;42242;3.668853511980889e-07;cubic;40
9.0;284;82.031;1448;1500;536;1448;136;97;48796153;17;48600673;33718;16243;33716;20548;33565;14480;42242;3.4838811985854705e-07;cubic;42
9.0;284;81.937;1448;1500;536;1448;136;97;48812081;17;48616601;33729;16248;33727;20556;33576;14480;42242;3.4827443640438113e-07;cubic;42
9.0;264;62.944;1448;1500;536;1448;106;95;51234585;21;51082545;35406;17059;35404;21592;35279;14480;42242;4.0987938128121853e-07;cubic;44
9.0;264;63.426;1448;1500;536;1448;106;95;51249065;21;51095577;35416;17063;35414;21596;35288;14480;42242;4.09763573247629e-07;cubic;44
9.0;272;68.371;1448;1500;536;1448;113;95;53716457;21;53552833;37120;17884;37118;22628;36985;14480;42242;3.909416438243498e-07;cubic;46
9.0;272;68.484;1448;1500;536;1448;113;95;53733833;21;53571657;37132;17890;37130;22636;36998;14480;42242;3.908152243671134e-07;cubic;46
9.0;272;69.957;1448;1500;536;1448;116;95;56189641;21;56023121;38828;18705;38826;23672;38691;14480;42242;3.7373436858228016e-07;cubic;48
9.0;272;70.425;1448;1500;536;1448;116;95;56209913;21;56041945;38842;18711;38840;23676;38704;14480;42242;3.7359958198120675e-07;cubic;48
9.0;276;74.568;1448;1500;536;1448;124;95;58671513;21;58493409;40542;19530;40540;24704;40397;14480;42242;3.579249780042318e-07;cubic;50
9.0;276;74.257;1448;1500;536;1448;124;95;58685993;21;58507889;40552;19535;40550;24712;40407;14480;42242;3.5783666470464253e-07;cubic;50
9.0;280;79.363;1448;1500;536;1448;131;95;61138905;21;60949217;42246;20353;42244;25736;42093;14480;42242;3.434801457435327e-07;cubic;52
9.0;280;79.633;1448;1500;536;1448;131;95;61150489;21;60960801;42254;20357;42252;25740;42101;14480;42242;3.434150788230001e-07;cubic;52
9.0;284;83.056;1448;1500;536;1448;138;95;63600505;21;63402129;43946;21175;43944;26768;43787;14480;42242;3.301860574849209e-07;cubic;54
9.0;284;83.682;1448;1500;536;1448;138;95;63614985;21;63416609;43956;21180;43954;26772;43797;14480;42242;3.3011090075710935e-07;cubic;54
9.0;248;45.742;1448;1500;536;1448;76;67;65875313;23;65765265;45519;21954;45517;27800;45419;14480;42242;3.491444511238983e-07;cubic;56
9.0;248;46.191;1448;1500;536;1448;76;67;65889793;23;65779745;45529;21959;45527;27804;45429;14480;42242;3.4906772282620466e-07;cubic;56
9.0;256;53.142;1448;1500;536;1448;87;67;68338361;23;68213833;47220;22776;47218;28832;47110;14480;42242;3.365606032020581e-07;cubic;58
9.0;256;54.057;1448;1500;536;1448;87;67;68357185;23;68232657;47233;22782;47231;28836;47123;14480;42242;3.364679221357638e-07;cubic;58
9.0;260;58.113;1448;1500;536;1448;97;67;70820233;23;70681225;48934;23604;48932;29868;48814;14480;42242;3.2476594647747065e-07;cubic;60
9.0;260;58.441;1448;1500;536;1448;97;67;70836161;23;70695705;48945;23609;48943;29872;48824;14480;42242;3.2469292061155036e-07;cubic;60
9.0;268;64.285;1448;1500;536;1448;106;67;73299209;23;73145721;50646;24432;50644;30900;50516;14480;42242;3.1378237656016177e-07;cubic;62
9.0;264;63.753;1448;1500;536;1448;106;67;73312241;23;73160201;50655;24437;50653;30904;50526;14480;42242;3.1372659853625263e-07;cubic;62
9.0;272;68.753;1448;1500;536;1448;114;67;75772393;23;75607321;52354;25257;52352;31932;52216;14480;42242;3.0354063121643787e-07;cubic;64
9.0;272;69.076;1448;1500;536;1448;114;67;75782529;23;75618905;52361;25261;52359;31936;52224;14480;42242;3.0350003230955777e-07;cubic;64
9.0;276;73.154;1448;1500;536;1448;122;67;78242681;23;78066025;54060;26075;54058;32972;53914;14480;42242;2.939572073201326e-07;cubic;66
9.0;276;73.657;1448;1500;536;1448;122;67;78261505;23;78086297;54073;26082;54071;32976;53928;14480;42242;2.938865026937573e-07;cubic;66
9.0;280;78.445;1448;1500;536;1448;129;67;80775233;23;80588441;55809;26913;55807;34032;55656;14480;42242;2.847407447280282e-07;cubic;68
9.0;280;78.353;1448;1500;536;1448;129;67;80792609;23;80607265;55821;26919;55819;34036;55669;14480;42242;2.8467950577013796e-07;cubic;68
9.0;264;60.774;1448;1500;536;1448;95;94;83225249;25;83089137;57503;27730;57501;35080;57383;14480;42242;3.0038960892745424e-07;cubic;70
9.0;260;58.214;1448;1500;536;1448;96;94;83245521;25;83106513;57517;27736;57515;35088;57395;14480;42242;3.003164578668443e-07;cubic;70
9.0;272;71.099;1448;1500;536;1448;117;94;85736081;25;85568113;59237;28554;59235;36128;59095;14480;42242;2.915925210064127e-07;cubic;72
