{'timestamp': 1745351094.8028214, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 45.455, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 30, 'ssthresh': 30, 'bytes_sent': 1006360, 'bytes_retrans': 10136, 'bytes_acked': 910793, 'segs_out': 698, 'segs_in': 377, 'data_segs_out': 696, 'lastrcv': 904, 'delivered': 660, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745351095.8067446, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 45.734, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 31, 'ssthresh': 21, 'bytes_sent': 1820136, 'bytes_retrans': 11584, 'bytes_acked': 1763665, 'segs_out': 1260, 'segs_in': 692, 'data_segs_out': 1258, 'lastrcv': 1912, 'delivered': 1220, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745351096.8125827, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 46.898, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 16, 'ssthresh': 15, 'bytes_sent': 2402232, 'bytes_retrans': 21720, 'bytes_acked': 2357345, 'segs_out': 1662, 'segs_in': 908, 'data_segs_out': 1660, 'lastrcv': 2916, 'delivered': 1630, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745351097.8219545, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 46.61, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 10, 'ssthresh': 7, 'bytes_sent': 2778712, 'bytes_retrans': 30408, 'bytes_acked': 2735273, 'segs_out': 1922, 'segs_in': 1035, 'data_segs_out': 1920, 'lastrcv': 3924, 'delivered': 1891, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745351098.8280869, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 46.902, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 13, 'ssthresh': 10, 'bytes_sent': 3123336, 'bytes_retrans': 34752, 'bytes_acked': 3063969, 'segs_out': 2160, 'segs_in': 1148, 'data_segs_out': 2158, 'lastrcv': 4932, 'delivered': 2121, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745351099.8338172, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 252, 'rtt': 48.954, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 20, 'ssthresh': 10, 'bytes_sent': 3567872, 'bytes_retrans': 36200, 'bytes_acked': 3502713, 'segs_out': 2467, 'segs_in': 1295, 'data_segs_out': 2465, 'lastrcv': 5936, 'delivered': 2421, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745351100.8388865, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 46.917, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 22, 'ssthresh': 15, 'bytes_sent': 4139832, 'bytes_retrans': 41992, 'bytes_acked': 4067433, 'segs_out': 2862, 'segs_in': 1486, 'data_segs_out': 2860, 'lastrcv': 6940, 'delivered': 2811, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745351101.8428843, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 46.94, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 24, 'ssthresh': 18, 'bytes_sent': 4831976, 'bytes_retrans': 44888, 'bytes_acked': 4752337, 'segs_out': 3340, 'segs_in': 1718, 'data_segs_out': 3338, 'lastrcv': 7944, 'delivered': 3284, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745351102.848593, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 256, 'rtt': 53.091, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 17, 'ssthresh': 12, 'bytes_sent': 5282304, 'bytes_retrans': 53576, 'bytes_acked': 5205561, 'segs_out': 3651, 'segs_in': 1872, 'data_segs_out': 3649, 'lastrcv': 8952, 'delivered': 3597, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745351103.852024, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 46.924, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 19, 'ssthresh': 19, 'bytes_sent': 5973000, 'bytes_retrans': 56472, 'bytes_acked': 5890465, 'segs_out': 4128, 'segs_in': 2099, 'data_segs_out': 4126, 'lastrcv': 9956, 'delivered': 4070, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745351104.8556495, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 248, 'rtt': 46.423, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 15, 'ssthresh': 14, 'bytes_sent': 6530480, 'bytes_retrans': 62264, 'bytes_acked': 6446497, 'segs_out': 4513, 'segs_in': 2285, 'data_segs_out': 4511, 'lastrcv': 10960, 'delivered': 4454, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
