wscale;rto;rtt;mss;pmtu;rcvmss;advmss;cwnd;ssthresh;bytes_sent;bytes_retrans;bytes_acked;segs_out;segs_in;data_segs_out;lastrcv;delivered;rcv_space;rcv_ssthresh;
6,6;408;204.334;1448;1500;536;1448;35;24;17029928;50680;16976352;11761;4098;11761;69508;11724;14480;64088;
6,6;408;206.113;1448;1500;536;1448;35;24;17057440;50680;17003864;11780;4106;11780;69636;11743;14480;64088;
6,6;412;210.584;1448;1500;536;1448;35;24;17092192;50680;17038616;11804;4113;11804;69764;11767;14480;64088;
6,6;408;206.388;1448;1500;536;1448;30;24;17112464;52128;17044408;11818;4120;11818;69892;11785;14480;64088;
6,6;404;203.191;1448;1500;536;1448;24;24;17139976;52128;17100880;11837;4128;11837;70020;11810;14480;64088;
6,6;380;177.022;1448;1500;536;1448;25;24;17171832;52128;17132736;11859;4136;11859;70148;11832;14480;64088;
6,6;360;158.877;1448;1500;536;1448;26;24;17203688;52128;17161696;11881;4143;11881;70276;11852;14480;64088;
6,6;356;153.624;1448;1500;536;1448;27;24;17238440;52128;17196448;11905;4151;11905;70408;11876;14480;64088;
6,6;356;154.097;1448;1500;536;1448;28;24;17268848;52128;17225408;11926;4159;11926;70536;11896;14480;64088;
6,6;364;160.122;1448;1500;536;1448;29;24;17300704;52128;17255816;11948;4165;11948;70660;11917;14480;64088;
6,6;364;163.203;1448;1500;536;1448;30;24;17328216;52128;17281880;11967;4171;11967;70784;11935;14480;64088;
6,6;372;169.944;1448;1500;536;1448;31;24;17365864;52128;17318080;11993;4179;11993;70916;11960;14480;64088;
6,6;376;172.634;1448;1500;536;1448;32;24;17399168;52128;17349936;12016;4187;12016;71044;11982;14480;64088;
6,6;380;178.302;1448;1500;536;1448;32;24;17431024;52128;17380344;12038;4195;12038;71180;12003;14480;64088;
6,6;384;183.556;1448;1500;536;1448;33;24;17467224;52128;17415096;12063;4203;12063;71308;12027;14480;64088;
6,6;388;185.863;1448;1500;536;1448;34;24;17499080;52128;17445504;12085;4210;12085;71440;12048;14480;64088;
6,6;396;193.34;1448;1500;536;1448;34;24;17530936;52128;17477360;12107;4218;12107;71564;12070;14480;64088;
6,6;400;198.974;1448;1500;536;1448;35;24;17562792;52128;17509216;12129;4225;12129;71692;12092;14480;64088;
6,6;400;199.911;1448;1500;536;1448;35;24;17591752;52128;17538176;12149;4233;12149;71820;12112;14480;64088;
6,6;404;201.722;1448;1500;536;1448;35;24;17623608;52128;17570032;12171;4240;12171;71944;12134;14480;64088;
6,6;408;205.536;1448;1500;536;1448;35;24;17654016;52128;17598992;12192;4246;12192;72068;12154;14480;64088;
6,6;404;202.941;1448;1500;536;1448;35;24;17685872;52128;17630848;12214;4253;12214;72196;12176;14480;64088;
6,6;408;204.789;1448;1500;536;1448;35;24;17719176;52128;17664152;12237;4262;12237;72324;12199;14480;64088;
6,6;412;208.97;1448;1500;536;1448;35;24;17748136;52128;17693112;12257;4268;12257;72452;12219;14480;64088;
6,6;412;210.243;1448;1500;536;1448;35;24;17781440;52128;17726416;12280;4275;12280;72584;12242;14480;64088;
6,6;408;205.762;1448;1500;536;1448;35;24;17813296;52128;17758272;12302;4283;12302;72712;12264;14480;64088;
6,6;404;202.671;1448;1500;536;1448;29;24;17835016;53576;17761168;12317;4291;12317;72840;12284;14480;64088;
6,6;404;201.092;1448;1500;536;1448;24;24;17861080;53576;17820536;12335;4300;12335;72972;12307;14480;64088;
6,6;376;174.673;1448;1500;536;1448;25;24;17890040;53576;17849496;12355;4307;12355;73100;12327;14480;64088;
6,6;360;157.193;1448;1500;536;1448;26;24;17927688;53576;17884248;12381;4314;12381;73224;12351;14480;64088;
6,6;356;152.689;1448;1500;536;1448;27;24;17956648;53576;17913208;12401;4322;12401;73348;12371;14480;64088;
6,6;360;156.542;1448;1500;536;1448;28;24;17987056;53576;17942168;12422;4328;12422;73476;12391;14480;64088;
6,6;360;158.513;1448;1500;536;1448;29;24;18018912;53576;17972576;12444;4334;12444;73596;12412;14480;64088;
6,6;364;163.436;1448;1500;536;1448;30;24;18052216;53576;18004432;12467;4341;12467;73720;12434;14480;64088;
6,6;372;169.115;1448;1500;536;1448;31;24;18085520;53576;18034840;12490;4349;12490;73848;12455;14480;64088;
6,6;376;172.032;1448;1500;536;1448;31;24;18111584;53576;18060904;12508;4355;12508;73968;12473;14480;64088;
6,6;384;180.18;1448;1500;536;1448;32;24;18149232;53576;18097104;12534;4362;12534;74092;12498;14480;64088;
6,6;384;182.086;1448;1500;536;1448;33;24;18176744;53576;18123168;12553;4368;12553;74220;12516;14480;64088;
6,6;392;188.834;1448;1500;536;1448;33;24;18208600;53576;18156472;12575;4374;12575;74348;12539;14480;64088;
6,6;396;194.947;1448;1500;536;1448;34;24;18239008;53576;18185432;12596;4380;12596;74476;12559;14480;64088;
6,6;404;203.922;1448;1500;536;1448;35;24;18295480;53576;18239008;12635;4391;12635;74684;12596;14480;64088;
6,6;392;190.621;1448;1500;536;1448;35;24;18327336;53576;18270864;12657;4399;12657;74832;12618;14480;64088;
6,6;408;205.745;1448;1500;536;1448;35;24;18363536;53576;18307064;12682;4406;12682;74960;12643;14480;64088;
6,6;408;204.357;1448;1500;536;1448;35;24;18386704;53576;18330232;12698;4413;12698;75076;12659;14480;64088;
6,6;408;207.528;1448;1500;536;1448;35;24;18420008;53576;18363536;12721;4420;12721;75196;12682;14480;64088;
6,6;408;207.059;1448;1500;536;1448;35;24;18451864;53576;18395392;12743;4427;12743;75320;12704;14480;64088;
6,6;404;203.69;1448;1500;536;1448;33;24;18479376;55024;18412768;12762;4435;12762;75440;12724;14480;64088;
6,6;404;202.215;1448;1500;536;1448;24;24;18495304;55024;18412768;12773;4443;12773;75568;12744;14480;64088;
6,6;396;192.555;1448;1500;536;1448;23;24;18525712;56472;18412768;12794;4452;12794;75688;12765;14480;64088;
6,6;356;154.436;1448;1500;536;1448;24;24;18553224;56472;18511232;12813;4462;12813;75808;12784;14480;64088;
6,6;348;145.751;1448;1500;536;1448;25;24;18585080;56472;18540192;12835;4472;12835;75928;12804;14480;64088;
6,6;348;146.98;1448;1500;536;1448;26;24;18616936;56472;18570600;12857;4478;12857;76048;12825;14480;64088;
6,6;352;150.205;1448;1500;536;1448;28;24;18647344;56472;18599560;12878;4485;12878;76168;12845;14480;64088;
6,6;356;155.524;1448;1500;536;1448;28;24;18679200;56472;18629968;12900;4493;12900;76292;12866;14480;64088;
6,6;364;161.046;1448;1500;536;1448;29;24;18712504;56472;18661824;12923;4500;12923;76412;12888;14480;64088;
6,6;368;166.82;1448;1500;536;1448;30;24;18744360;56472;18692232;12945;4507;12945;76536;12909;14480;64088;
6,6;376;174.172;1448;1500;536;1448;31;24;18774768;56472;18721192;12966;4513;12966;76656;12929;14480;64088;
6,6;380;177.479;1448;1500;536;1448;31;24;18803728;56472;18751600;12986;4519;12986;76776;12950;14480;64088;
6,6;384;182.5;1448;1500;536;1448;32;24;18834136;56472;18780560;13007;4525;13007;76896;12970;14480;64088;
6,6;384;180.2;1448;1500;536;1448;33;24;18865992;56472;18810968;13029;4534;13029;77016;12991;14480;64088;
6,6;384;182.346;1448;1500;536;1448;33;24;18896400;56472;18839928;13050;4541;13050;77136;13011;14480;64088;
6,6;392;190.497;1448;1500;536;1448;34;24;18925360;56472;18868888;13070;4547;13070;77260;13031;14480;64088;
6,6;396;193.634;1448;1500;536;1448;34;24;18955768;56472;18899296;13091;4553;13091;77384;13052;14480;64088;
6,6;396;194.241;1448;1500;536;1448;35;24;18987624;56472;18928256;13113;4561;13113;77504;13072;14480;64088;
6,6;400;198.678;1448;1500;536;1448;35;24;19015136;56472;18955768;13132;4567;13132;77620;13091;14480;64088;
6,6;404;203.598;1448;1500;536;1448;35;24;19044096;56472;18984728;13152;4574;13152;77740;13111;14480;64088;
6,6;404;201.145;1448;1500;536;1448;31;24;19068712;57920;18999208;13169;4583;13169;77860;13131;14480;64088;
6,6;404;202.137;1448;1500;536;1448;24;24;19087536;57920;18999208;13182;4590;13182;77980;13151;14480;64088;
6,6;400;196.739;1448;1500;536;1448;24;24;19116496;57920;19071608;13202;4596;13202;78096;13171;14480;64088;
6,6;372;169.138;1448;1500;536;1448;25;24;19146904;57920;19100568;13223;4602;13223;78216;13191;14480;64088;
6,6;356;152.692;1448;1500;536;1448;27;24;19178760;57920;19129528;13245;4609;13245;78340;13211;14480;64088;
6,6;352;151.872;1448;1500;536;1448;28;24;19209168;57920;19159936;13266;4616;13266;78460;13232;14480;64088;
6,6;360;157.579;1448;1500;536;1448;29;24;19249712;57920;19199032;13294;4626;13294;78604;13259;14480;64088;
6,6;360;159.108;1448;1500;536;1448;30;24;19280120;57920;19227992;13315;4633;13315;78728;13279;14480;64088;
6,6;368;164.382;1448;1500;536;1448;30;24;19306184;57920;19254056;13333;4639;13333;78848;13297;14480;64088;
6,6;372;168.062;1448;1500;536;1448;31;24;19339488;57920;19284464;13356;4646;13356;78968;13318;14480;64088;
6,6;376;172.835;1448;1500;536;1448;32;24;19371344;57920;19316320;13378;4654;13378;79088;13340;14480;64088;
6,6;380;179.861;1448;1500;536;1448;32;24;19397408;57920;19340936;13396;4661;13396;79208;13357;14480;64088;
6,6;388;186.01;1448;1500;536;1448;33;24;19430712;57920;19372792;13419;4668;13419;79328;13379;14480;64088;
6,6;392;191.524;1448;1500;536;1448;34;24;19462568;57920;19403200;13441;4674;13441;79448;13400;14480;64088;
6,6;396;195.521;1448;1500;536;1448;34;24;19490080;57920;19432160;13460;4681;13460;79568;13420;14480;64088;
6,6;400;196.44;1448;1500;536;1448;35;24;19521936;57920;19462568;13482;4687;13482;79688;13441;14480;64088;
6,6;400;198.324;1448;1500;536;1448;35;24;19549448;57920;19488632;13501;4693;13501;79808;13459;14480;64088;
6,6;508;137.062;1448;1500;536;1448;35;24;19665288;57920;19604472;13581;4722;13581;80280;13539;14480;64088;
6,6;536;186.495;1448;1500;536;1448;35;24;19702936;57920;19642120;13607;4730;13607;80436;13565;14480;64088;
6,6;520;200.146;1448;1500;536;1448;35;24;19736240;57920;19675424;13630;4738;13630;80568;13588;14480;64088;
6,6;528;206.067;1448;1500;536;1448;35;24;19768096;57920;19707280;13652;4745;13652;80692;13610;14480;64088;
6,6;492;201.986;1448;1500;536;1448;29;24;19792712;59368;19715968;13669;4753;13669;80820;13632;14480;64088;
6,6;472;201.945;1448;1500;536;1448;24;24;19811536;59368;19766648;13682;4758;13682;80952;13651;14480;64088;
6,6;448;179.885;1448;1500;536;1448;25;24;19843392;59368;19797056;13704;4766;13704;81068;13672;14480;64088;
6,6;408;153.719;1448;1500;536;1448;26;24;19873800;59368;19826016;13725;4773;13725;81188;13692;14480;64088;
6,6;388;148.585;1448;1500;536;1448;27;24;19911448;59368;19862216;13751;4784;13751;81332;13717;14480;64088;
6,6;384;152.648;1448;1500;536;1448;28;24;19941856;59368;19891176;13772;4791;13772;81460;13737;14480;64088;
6,6;384;160.922;1448;1500;536;1448;30;24;19995432;59368;19941856;13809;4804;13809;81652;13772;14480;64088;
6,6;380;163.079;1448;1500;536;1448;30;24;20033080;59368;19978056;13835;4813;13835;81796;13797;14480;64088;
6,6;388;172.243;1448;1500;536;1448;31;24;20063488;59368;20007016;13856;4819;13856;81920;13817;14480;64088;
6,6;388;175.103;1448;1500;536;1448;32;24;20092448;59368;20035976;13876;4826;13876;82036;13837;14480;64088;
6,6;388;177.978;1448;1500;536;1448;32;24;20122856;59368;20066384;13897;4835;13897;82160;13858;14480;64088;
6,6;392;185.061;1448;1500;536;1448;33;24;20154712;59368;20095344;13919;4842;13919;82288;13878;14480;64088;
6,6;400;192.385;1448;1500;536;1448;34;24;20185120;59368;20125752;13940;4849;13940;82412;13899;14480;64088;
6,6;404;196.053;1448;1500;536;1448;34;24;20216976;59368;20157608;13962;4856;13962;82540;13921;14480;64088;
6,6;408;201.775;1448;1500;536;1448;35;24;20250280;59368;20188016;13985;4862;13985;82660;13942;14480;64088;
6,6;404;198.092;1448;1500;536;1448;35;24;20279240;59368;20216976;14005;4870;14005;82780;13962;14480;64088;
6,6;408;201.61;1448;1500;536;1448;33;24;20306752;60816;20237248;14024;4879;14024;82904;13982;14480;64088;
6,6;408;204.2;1448;1500;536;1448;24;24;20322680;60816;20237248;14035;4886;14035;83024;14002;14480;64088;
6,6;404;199.122;1448;1500;536;1448;24;24;20350192;60816;20303856;14054;4893;14054;83144;14022;14480;64088;
6,6;372;169.865;1448;1500;536;1448;25;24;20382048;60816;20334264;14076;4900;14076;83260;14043;14480;64088;
6,6;360;158.032;1448;1500;536;1448;26;24;20408112;60816;20357432;14094;4905;14094;83384;14059;14480;64088;
6,6;356;154.167;1448;1500;536;1448;28;24;20450104;60816;20397976;14123;4914;14123;83524;14087;14480;64088;
6,6;356;152.903;1448;1500;536;1448;29;24;20484856;60816;20429832;14147;4922;14147;83656;14109;14480;64088;
6,6;364;161.054;1448;1500;536;1448;30;24;20518160;60816;20463136;14170;4930;14170;83784;14132;14480;64088;
6,6;372;167.806;1448;1500;536;1448;30;24;20550016;60816;20493544;14192;4936;14192;83908;14153;14480;64088;
6,6;376;174.427;1448;1500;536;1448;31;24;20580424;60816;20522504;14213;4942;14213;84032;14173;14480;64088;
6,6;380;175.962;1448;1500;536;1448;32;24;20609384;60816;20551464;14233;4949;14233;84156;14193;14480;64088;
6,6;380;179.429;1448;1500;536;1448;32;24;20641240;60816;20581872;14255;4957;14255;84280;14214;14480;64088;
6,6;384;182.862;1448;1500;536;1448;33;24;20674544;60816;20613728;14278;4965;14278;84408;14236;14480;64088;
6,6;388;187.346;1448;1500;536;1448;34;24;20706400;60816;20644136;14300;4972;14300;84532;14257;14480;64088;
6,6;396;194.287;1448;1500;536;1448;34;24;20733912;60816;20673096;14319;4978;14319;84660;14277;14480;64088;
6,6;400;197.613;1448;1500;536;1448;35;24;20768664;60816;20706400;14343;4985;14343;84792;14300;14480;64088;
6,6;400;196.822;1448;1500;536;1448;35;24;20801968;60816;20738256;14366;4992;14366;84916;14322;14480;64088;
6,6;404;201.442;1448;1500;536;1448;35;24;20828032;60816;20765768;14384;4999;14384;85040;14341;14480;64088;
6,6;408;206.565;1448;1500;536;1448;35;24;20864232;60816;20800520;14409;5009;14409;85168;14365;14480;64088;
6,6;408;205.731;1448;1500;536;1448;35;24;20893192;60816;20830928;14429;5016;14429;85292;14386;14480;64088;
6,6;408;205.284;1448;1500;536;1448;35;24;20926496;60816;20862784;14452;5025;14452;85420;14408;14480;64088;
6,6;408;206.497;1448;1500;536;1448;35;24;20956904;62264;20888848;14473;5032;14473;85548;14428;14480;64088;
6,6;408;206.248;1448;1500;536;1448;28;24;20978624;62264;20888848;14488;5040;14488;85672;14450;14480;64088;
6,6;408;204.442;1448;1500;536;1448;23;24;21001792;63712;20888848;14504;5047;14504;85800;14470;14480;64088;
6,6;360;159.502;1448;1500;536;1448;24;24;21036544;63712;20985864;14528;5058;14528;85928;14493;14480;64088;
6,6;344;142.787;1448;1500;536;1448;25;24;21066952;63712;21016272;14549;5069;14549;86052;14514;14480;64088;
6,6;348;144.584;1448;1500;536;1448;26;24;21098808;63712;21045232;14571;5076;14571;86180;14534;14480;64088;
6,6;352;149.686;1448;1500;536;1448;27;24;21133560;63712;21079984;14595;5084;14595;86308;14558;14480;64088;
6,6;356;154.473;1448;1500;536;1448;28;24;21165416;63712;21108944;14617;5091;14617;86440;14578;14480;64088;
6,6;364;161.786;1448;1500;536;1448;29;24;21201616;63712;21143696;14642;5099;14642;86568;14602;14480;64088;
6,6;368;167.127;1448;1500;536;1448;30;24;21230576;63712;21171208;14662;5106;14662;86700;14621;14480;64088;
6,6;376;173.141;1448;1500;536;1448;31;24;21266776;63712;21205960;14687;5115;14687;86832;14645;14480;64088;
6,6;380;177.06;1448;1500;536;1448;32;24;21300080;63712;21239264;14710;5125;14710;86964;14668;14480;64088;
6,6;384;181.609;1448;1500;536;1448;32;24;21329040;63712;21268224;14730;5132;14730;87088;14688;14480;64088;
6,6;388;186.936;1448;1500;536;1448;33;24;21371032;63712;21307320;14759;5141;14759;87252;14715;14480;64088;
6,6;388;186.004;1448;1500;536;1448;34;24;21408680;63712;21344968;14785;5150;14785;87400;14741;14480;64088;
6,6;396;192.533;1448;1500;536;1448;34;24;21439088;63712;21375376;14806;5156;14806;87528;14762;14480;64088;
6,6;396;195.621;1448;1500;536;1448;35;24;21473840;63712;21407232;14830;5164;14830;87660;14784;14480;64088;
6,6;400;198.634;1448;1500;536;1448;35;24;21510040;63712;21443432;14855;5172;14855;87800;14809;14480;64088;
6,6;404;202.415;1448;1500;536;1448;35;24;21539000;63712;21472392;14875;5179;14875;87928;14829;14480;64088;
6,6;412;208.171;1448;1500;536;1448;35;24;21572304;63712;21505696;14898;5186;14898;88056;14852;14480;64088;
6,6;408;207.526;1448;1500;536;1448;35;24;21601264;63712;21534656;14918;5193;14918;88184;14872;14480;64088;
6,6;404;202.395;1448;1500;536;1448;29;24;21622984;65160;21540448;14933;5201;14933;88304;14892;14480;64088;
6,6;404;201.467;1448;1500;536;1448;24;24;21647600;65160;21596920;14950;5209;14950;88432;14915;14480;64088;
6,6;376;175.881;1448;1500;536;1448;25;24;21676560;65160;21624432;14970;5216;14970;88556;14934;14480;64088;
6,6;360;157.487;1448;1500;536;1448;26;24;21709864;65160;21656288;14993;5223;14993;88680;14956;14480;64088;
6,6;356;153.456;1448;1500;536;1448;27;24;21741720;65160;21686696;15015;5229;15015;88808;14977;14480;64088;
6,6;360;156.209;1448;1500;536;1448;28;24;21777920;65160;21721448;15040;5236;15040;88932;15001;14480;64088;
6,6;360;159.688;1448;1500;536;1448;29;24;21806880;65160;21748960;15060;5243;15060;89060;15020;14480;64088;
6,6;368;164.639;1448;1500;536;1448;30;24;21840184;65160;21780816;15083;5250;15083;89184;15042;14480;64088;
6,6;372;171.241;1448;1500;536;1448;31;24;21872040;65160;21811224;15105;5256;15105;89308;15063;14480;64088;
6,6;380;176.7;1448;1500;536;1448;31;24;21902448;65160;21840184;15126;5262;15126;89436;15083;14480;64088;
6,6;380;179.879;1448;1500;536;1448;32;24;21937200;65160;21873488;15150;5270;15150;89564;15106;14480;64088;
6,6;388;184.286;1448;1500;536;1448;33;24;21970504;65160;21905344;15173;5277;15173;89692;15128;14480;64088;
6,6;388;187.53;1448;1500;536;1448;33;24;21999464;65160;21935752;15193;5283;15193;89824;15149;14480;64088;
6,6;396;192.861;1448;1500;536;1448;34;24;22029872;65160;21964712;15214;5289;15214;89948;15169;14480;64088;
6,6;400;198.859;1448;1500;536;1448;35;24;22064624;65160;21998016;15238;5295;15238;90080;15192;14480;64088;
6,6;400;199.972;1448;1500;536;1448;35;24;22097928;65160;22029872;15261;5302;15261;90208;15214;14480;64088;
6,6;404;200.093;1448;1500;536;1448;35;24;22129784;65160;22063176;15283;5309;15283;90336;15237;14480;64088;
6,6;408;205.643;1448;1500;536;1448;35;24;22160192;65160;22092136;15304;5316;15304;90464;15257;14480;64088;
6,6;408;205.561;1448;1500;536;1448;35;24;22189152;65160;22121096;15324;5322;15324;90588;15277;14480;64088;
6,6;408;205.846;1448;1500;536;1448;35;24;22222456;65160;22154400;15347;5330;15347;90720;15300;14480;64088;
6,6;408;205.785;1448;1500;536;1448;35;24;22254312;65160;22186256;15369;5337;15369;90844;15322;14480;64088;
6,6;408;204.631;1448;1500;536;1448;29;24;22278928;66608;22192048;15386;5345;15386;90972;15344;14480;64088;
6,6;400;199.599;1448;1500;536;1448;24;24;22299200;66608;22245624;15400;5352;15400;91100;15363;14480;64088;
6,6;376;174.893;1448;1500;536;1448;25;24;22333952;66608;22280376;15424;5361;15424;91232;15387;14480;64088;
6,6;360;156.943;1448;1500;536;1448;26;24;22365808;66608;22309336;15446;5368;15446;91364;15407;14480;64088;
6,6;356;155.953;1448;1500;536;1448;27;24;22403456;66608;22346984;15472;5375;15472;91496;15433;14480;64088;
6,6;356;155.362;1448;1500;536;1448;29;24;22439656;66608;22378840;15497;5382;15497;91624;15455;14480;64088;
6,6;364;161.899;1448;1500;536;1448;29;24;22468616;66608;22409248;15517;5388;15517;91756;15476;14480;64088;
6,6;368;165.222;1448;1500;536;1448;30;24;22499024;66608;22438208;15538;5396;15538;91888;15496;14480;64088;
6,6;372;169.254;1448;1500;536;1448;31;24;22533776;66608;22471512;15562;5403;15562;92016;15519;14480;64088;
6,6;376;172.828;1448;1500;536;1448;32;24;22567080;66608;22503368;15585;5410;15585;92140;15541;14480;64088;
6,6;380;179.941;1448;1500;536;1448;32;24;22596040;66608;22530880;15605;5417;15605;92268;15560;14480;64088;
6,6;384;183.434;1448;1500;536;1448;33;24;22632240;66608;22565632;15630;5424;15630;92396;15584;14480;64088;
6,6;392;189.391;1448;1500;536;1448;34;24;22664096;66608;22596040;15652;5430;15652;92528;15605;14480;64088;
6,6;396;194.217;1448;1500;536;1448;34;24;22694504;66608;22627896;15673;5437;15673;92660;15627;14480;64088;
6,6;400;198.249;1448;1500;536;1448;35;24;22729256;66608;22661200;15697;5444;15697;92792;15650;14480;64088;
6,6;400;199.628;1448;1500;536;1448;35;24;22759664;66608;22690160;15718;5450;15718;92920;15670;14480;64088;
6,6;408;204.012;1448;1500;536;1448;35;24;22791520;66608;22723464;15740;5457;15740;93048;15693;14480;64088;
6,6;408;206.663;1448;1500;536;1448;35;24;22824824;66608;22755320;15763;5465;15763;93180;15715;14480;64088;
6,6;404;203.233;1448;1500;536;1448;33;24;22855232;68056;22778488;15784;5473;15784;93308;15737;14480;64088;
6,6;408;204.944;1448;1500;536;1448;24;24;22871160;68056;22778488;15795;5479;15795;93436;15757;14480;64088;
6,6;396;194.752;1448;1500;536;1448;24;24;22904464;68056;22850888;15818;5487;15818;93564;15781;14480;64088;
6,6;364;161.506;1448;1500;536;1448;25;24;22936320;68056;22881296;15840;5494;15840;93696;15802;14480;64088;
6,6;352;149.097;1448;1500;536;1448;27;24;22973968;68056;22916048;15866;5503;15866;93832;15826;14480;64088;
6,6;356;153.745;1448;1500;536;1448;28;24;23004376;68056;22945008;15887;5509;15887;93960;15846;14480;64088;
6,6;360;156.656;1448;1500;536;1448;29;24;23036232;68056;22975416;15909;5516;15909;94084;15867;14480;64088;
6,6;364;160.54;1448;1500;536;1448;30;24;23066640;68056;23004376;15930;5522;15930;94212;15887;14480;64088;
6,6;372;170.829;1448;1500;536;1448;30;24;23104288;68056;23040576;15956;5529;15956;94344;15912;14480;64088;
6,6;376;174.925;1448;1500;536;1448;31;24;23137592;68056;23072432;15979;5537;15979;94472;15934;14480;64088;
6,6;376;174.578;1448;1500;536;1448;32;24;23169448;68056;23104288;16001;5545;16001;94604;15956;14480;64088;
6,6;380;178.207;1448;1500;536;1448;33;24;23228816;68056;23160760;16042;5559;16042;94840;15995;14480;64088;
6,6;388;184.776;1448;1500;536;1448;34;24;23263568;68056;23194064;16066;5566;16066;94972;16018;14480;64088;
6,6;392;191.345;1448;1500;536;1448;34;24;23292528;68056;23223024;16086;5573;16086;95100;16038;14480;64088;
6,6;400;196.077;1448;1500;536;1448;35;24;23327280;68056;23257776;16110;5581;16110;95224;16062;14480;64088;
6,6;404;200.832;1448;1500;536;1448;35;24;23353344;68056;23283840;16128;5587;16128;95348;16080;14480;64088;
6,6;408;205.876;1448;1500;536;1448;35;24;23389544;68056;23318592;16153;5595;16153;95472;16104;14480;64088;
6,6;404;202.343;1448;1500;536;1448;35;24;23418504;68056;23347552;16173;5603;16173;95596;16124;14480;64088;
6,6;408;204.943;1448;1500;536;1448;35;24;23447464;68056;23377960;16193;5611;16193;95724;16145;14480;64088;
6,6;412;209.715;1448;1500;536;1448;35;24;23477872;68056;23406920;16214;5617;16214;95848;16165;14480;64088;
6,6;404;203.479;1448;1500;536;1448;32;24;23509728;69504;23430088;16236;5627;16236;95976;16189;14480;64088;
6,6;404;201.329;1448;1500;536;1448;24;24;23527104;69504;23430088;16248;5634;16248;96096;16209;14480;64088;
6,6;400;197.693;1448;1500;536;1448;24;24;23548824;69504;23493800;16263;5641;16263;96220;16225;14480;64088;
6,6;368;167.166;1448;1500;536;1448;25;24;23586472;69504;23530000;16289;5649;16289;96344;16250;14480;64088;
6,6;356;152.571;1448;1500;536;1448;27;24;23618328;69504;23558960;16311;5657;16311;96468;16270;14480;64088;
6,6;356;153.802;1448;1500;536;1448;28;24;23648736;69504;23587920;16332;5663;16332;96596;16290;14480;64088;
6,6;360;156.46;1448;1500;536;1448;29;24;23686384;69504;23624120;16358;5671;16358;96724;16315;14480;64088;
6,6;360;158.983;1448;1500;536;1448;30;24;23722584;69504;23658872;16383;5680;16383;96868;16339;14480;64088;
6,6;368;165.295;1448;1500;536;1448;30;24;23751544;69504;23687832;16403;5687;16403;96992;16359;14480;64088;
6,6;372;170.856;1448;1500;536;1448;31;24;23784848;69504;23718240;16426;5696;16426;97116;16380;14480;64088;
6,6;376;173.877;1448;1500;536;1448;32;24;23813808;69504;23747200;16446;5704;16446;97240;16400;14480;64088;
6,6;384;181.322;1448;1500;536;1448;32;24;23844216;69504;23777608;16467;5711;16467;97364;16421;14480;64088;
6,6;388;185.281;1448;1500;536;1448;33;24;23878968;69504;23809464;16491;5719;16491;97488;16443;14480;64088;
6,6;392;188.124;1448;1500;536;1448;34;24;23909376;69504;23839872;16512;5727;16512;97612;16464;14480;64088;
6,6;396;192.815;1448;1500;536;1448;34;24;23941232;69504;23871728;16534;5734;16534;97736;16486;14480;64088;
6,6;400;197.952;1448;1500;536;1448;35;24;23970192;69504;23899240;16554;5741;16554;97860;16505;14480;64088;
6,6;400;197.321;1448;1500;536;1448;35;24;23997704;69504;23925304;16573;5748;16573;97980;16523;14480;64088;
6,6;404;202.708;1448;1500;536;1448;35;24;24029560;69504;23958608;16595;5757;16595;98100;16546;14480;64088;
6,6;408;206.883;1448;1500;536;1448;35;24;24059968;69504;23987568;16616;5765;16616;98228;16566;14480;64088;
6,6;404;203.867;1448;1500;536;1448;35;24;24088928;69504;24016528;16636;5773;16636;98348;16586;14480;64088;
6,6;404;202.131;1448;1500;536;1448;28;24;24112096;70952;24016528;16652;5783;16652;98472;16608;14480;64088;
6,6;400;197.332;1448;1500;536;1448;24;24;24135264;70952;24078792;16668;5792;16668;98596;16629;14480;64088;
6,6;380;176.597;1448;1500;536;1448;25;24;24164224;70952;24106304;16688;5798;16688;98720;16648;14480;64088;
6,6;360;156.904;1448;1500;536;1448;26;24;24194632;70952;24135264;16709;5806;16709;98840;16668;14480;64088;
6,6;356;152.761;1448;1500;536;1448;27;24;24227936;70952;24165672;16732;5813;16732;98964;16689;14480;64088;
6,6;356;152.617;1448;1500;536;1448;28;24;24259792;70952;24197528;16754;5821;16754;99088;16711;14480;64088;
6,6;360;157.482;1448;1500;536;1448;29;24;24291648;70952;24227936;16776;5829;16776;99208;16732;14480;64088;
6,6;368;164.161;1448;1500;536;1448;30;24;24324952;70952;24259792;16799;5836;16799;99332;16754;14480;64088;
6,6;372;168.187;1448;1500;536;1448;31;24;24356808;70952;24290200;16821;5843;16821;99456;16775;14480;64088;
6,6;372;170.769;1448;1500;536;1448;32;24;24387216;70952;24319160;16842;5852;16842;99580;16795;14480;64088;
6,6;380;178.274;1448;1500;536;1448;32;24;24416176;70952;24346672;16862;5858;16862;99704;16814;14480;64088;
6,6;384;182.336;1448;1500;536;1448;33;24;24449480;70952;24378528;16885;5865;16885;99828;16836;14480;64088;
6,6;388;185.339;1448;1500;536;1448;33;24;24478440;70952;24407488;16905;5873;16905;99952;16856;14480;64088;
6,6;432;130.152;1448;1500;536;1448;35;24;24574008;70952;24500160;16971;5896;16971;100328;16920;14480;64088;
6,6;480;179.876;1448;1500;536;1448;30;24;24620344;72400;24532016;17003;5914;17003;100540;16956;14480;64088;
