wscale;rto;rtt;mss;pmtu;rcvmss;advmss;cwnd;ssthresh;bytes_sent;bytes_retrans;bytes_acked;segs_out;segs_in;data_segs_out;lastrcv;delivered;rcv_space;rcv_ssthresh;
6.6;348;147.248;1448;1500;536;1448;26;18;0;0;0;0;0;0;0;0;14480;64088;
6.6;352;151.154;1448;1500;536;1448;27;18;31856;0;30408;22;8;22;120;21;14480;64088;
6.6;360;156.566;1448;1500;536;1448;28;18;62264;0;59368;43;15;43;240;41;14480;64088;
6.6;364;161.077;1448;1500;536;1448;29;18;94120;0;88328;65;22;65;356;61;14480;64088;
6.6;364;161.336;1448;1500;536;1448;29;18;124528;0;118736;86;29;86;472;82;14480;64088;
6.6;396;134.309;1448;1500;536;1448;32;18;224440;0;215752;155;53;155;876;149;14480;64088;
6.6;416;167.745;1448;1500;536;1448;32;18;257744;0;249056;178;61;178;1008;172;14480;64088;
6.6;420;181.385;1448;1500;536;1448;33;18;289600;0;278016;200;68;200;1128;192;14480;64088;
6.6;424;186.347;1448;1500;536;1448;34;18;320008;0;308424;221;75;221;1244;213;14480;64088;
6.6;420;193.575;1448;1500;536;1448;34;18;350416;0;337384;242;81;242;1364;233;14480;64088;
6.6;420;197.371;1448;1500;536;1448;35;18;382272;0;367792;264;87;264;1488;254;14480;64088;
6.6;424;203.389;1448;1500;536;1448;35;18;405440;0;392408;280;92;280;1604;271;14480;64088;
6.6;420;203.836;1448;1500;536;1448;36;18;437296;0;419920;302;99;302;1720;292;14480;64088;
6.6;412;195.758;1448;1500;536;1448;26;18;451776;1448;419920;312;108;312;1840;310;14480;64088;
6.6;412;195.508;1448;1500;536;1448;17;18;470600;2896;419920;325;116;325;1956;331;14480;64088;
6.6;336;124.551;1448;1500;536;1448;18;18;501008;2896;509696;346;129;346;2072;352;14480;64088;
6.6;324;112.315;1448;1500;536;1448;19;18;527072;2896;532864;364;138;364;2192;368;14480;64088;
6.6;320;111.504;1448;1500;536;1448;20;18;564720;2896;569064;390;148;390;2316;393;14480;64088;
6.6;324;118.073;1448;1500;536;1448;22;18;615400;2896;616848;425;161;425;2508;426;14480;64088;
6.6;328;122.669;1448;1500;536;1448;23;18;645808;2896;645808;446;169;446;2624;446;14480;64088;
6.6;336;130.867;1448;1500;536;1448;23;18;668976;2896;668976;462;174;462;2740;462;14480;64088;
6.6;336;133.435;1448;1500;536;1448;24;18;700832;2896;699384;484;183;484;2852;483;14480;64088;
6.6;340;138.327;1448;1500;536;1448;25;18;731240;2896;728344;505;193;505;2968;503;14480;64088;
6.6;348;144.43;1448;1500;536;1448;26;18;760200;2896;755856;525;200;525;3084;522;14480;64088;
6.6;348;146.399;1448;1500;536;1448;27;18;790608;2896;784816;546;207;546;3200;542;14480;64088;
6.6;352;149.242;1448;1500;536;1448;27;18;816672;2896;812328;564;214;564;3316;561;14480;64088;
6.6;360;155.787;1448;1500;536;1448;28;18;847080;2896;841288;585;220;585;3428;581;14480;64088;
6.6;364;162.623;1448;1500;536;1448;29;18;878936;2896;870248;607;226;607;3548;601;14480;64088;
6.6;364;161.465;1448;1500;536;1448;29;18;902104;2896;894864;623;231;623;3660;618;14480;64088;
6.6;368;166.325;1448;1500;536;1448;30;18;935408;2896;926720;646;238;646;3776;640;14480;64088;
6.6;372;168.116;1448;1500;536;1448;31;18;964368;2896;954232;666;244;666;3904;659;14480;64088;
6.6;376;175.267;1448;1500;536;1448;31;18;994776;2896;983192;687;250;687;4028;679;14480;64088;
6.6;380;179.165;1448;1500;536;1448;32;18;1026632;2896;1013600;709;257;709;4144;700;14480;64088;
6.6;384;180.99;1448;1500;536;1448;33;18;1057040;2896;1042560;730;264;730;4272;720;14480;64088;
6.6;388;186.89;1448;1500;536;1448;33;18;1086000;2896;1072968;750;271;750;4384;741;14480;64088;
6.6;392;191.782;1448;1500;536;1448;34;18;1116408;2896;1101928;771;278;771;4500;761;14480;64088;
6.6;396;192.69;1448;1500;536;1448;34;18;1142472;2896;1127992;789;284;789;4616;779;14480;64088;
6.6;400;198.922;1448;1500;536;1448;35;18;1175776;2896;1158400;812;290;812;4732;800;14480;64088;
6.6;404;201.003;1448;1500;536;1448;36;18;1207632;2896;1190256;834;297;834;4856;822;14480;64088;
6.6;408;205.247;1448;1500;536;1448;36;18;1232248;2896;1214872;851;302;851;4972;839;14480;64088;
6.6;408;207.619;1448;1500;536;1448;34;18;1259760;4344;1239488;870;308;870;5088;858;14480;64088;
6.6;408;204.458;1448;1500;536;1448;23;18;1274240;5792;1239488;880;315;880;5204;878;14480;64088;
6.6;392;188.291;1448;1500;536;1448;18;18;1295960;5792;1300304;895;325;895;5320;898;14480;64088;
6.6;332;130.074;1448;1500;536;1448;19;18;1326368;5792;1329264;916;337;916;5436;918;14480;64088;
6.6;324;120.523;1448;1500;536;1448;20;18;1355328;5792;1356776;936;343;936;5556;937;14480;64088;
6.6;320;118.131;1448;1500;536;1448;21;18;1385736;5792;1385736;957;349;957;5676;957;14480;64088;
6.6;320;119.197;1448;1500;536;1448;22;18;1417592;5792;1416144;979;355;979;5788;978;14480;64088;
6.6;324;120.935;1448;1500;536;1448;23;18;1448000;5792;1445104;1000;361;1000;5904;998;14480;64088;
6.6;328;127.629;1448;1500;536;1448;23;18;1471168;5792;1469720;1016;366;1016;6020;1015;14480;64088;
6.6;336;133.406;1448;1500;536;1448;24;18;1501576;5792;1498680;1037;372;1037;6136;1035;14480;64088;
6.6;340;138.869;1448;1500;536;1448;25;18;1530536;5792;1526192;1057;378;1057;6252;1054;14480;64088;
6.6;344;141.811;1448;1500;536;1448;26;18;1559496;5792;1552256;1077;383;1077;6368;1072;14480;64088;
6.6;348;146.274;1448;1500;536;1448;26;18;1587008;5792;1581216;1096;389;1096;6480;1092;14480;64088;
6.6;352;151.777;1448;1500;536;1448;27;18;1615968;5792;1608728;1116;394;1116;6596;1111;14480;64088;
6.6;356;152.478;1448;1500;536;1448;28;18;1649272;5792;1640584;1139;402;1139;6716;1133;14480;64088;
6.6;360;159.915;1448;1500;536;1448;29;18;1678232;5792;1668096;1159;408;1159;6832;1152;14480;64088;
6.6;368;165.412;1448;1500;536;1448;29;18;1708640;5792;1697056;1180;414;1180;6948;1172;14480;64088;
6.6;368;165.918;1448;1500;536;1448;30;18;1737600;5792;1724568;1200;422;1200;7068;1191;14480;64088;
6.6;376;172.155;1448;1500;536;1448;31;18;1768008;5792;1753528;1221;429;1221;7184;1211;14480;64088;
6.6;380;177.528;1448;1500;536;1448;31;18;1799864;5792;1786832;1243;437;1243;7324;1234;14480;64088;
6.6;380;179.058;1448;1500;536;1448;32;18;1833168;5792;1818688;1266;444;1266;7456;1256;14480;64088;
6.6;384;183.287;1448;1500;536;1448;33;18;1862128;5792;1844752;1286;450;1286;7568;1274;14480;64088;
6.6;388;186.38;1448;1500;536;1448;33;18;1895432;5792;1878056;1309;458;1309;7684;1297;14480;64088;
6.6;392;190.169;1448;1500;536;1448;34;18;1918600;5792;1901224;1325;463;1325;7800;1313;14480;64088;
6.6;396;193.411;1448;1500;536;1448;34;18;1950456;5792;1931632;1347;470;1347;7916;1334;14480;64088;
6.6;400;198.998;1448;1500;536;1448;35;18;1977968;5792;1957696;1366;475;1366;8032;1352;14480;64088;
6.6;404;201.315;1448;1500;536;1448;35;18;2006928;5792;1986656;1386;481;1386;8144;1372;14480;64088;
6.6;408;204.381;1448;1500;536;1448;34;18;2034440;7240;2006928;1405;488;1405;8260;1391;14480;64088;
6.6;408;207.699;1448;1500;536;1448;23;18;2048920;8688;2006928;1415;494;1415;8376;1411;14480;64088;
6.6;392;191.072;1448;1500;536;1448;18;18;2067744;8688;2041680;1428;504;1428;8492;1429;14480;64088;
6.6;328;127.437;1448;1500;536;1448;19;18;2102496;8688;2102496;1452;518;1452;8616;1452;14480;64088;
6.6;320;117.842;1448;1500;536;1448;20;18;2131456;8688;2130008;1472;524;1472;8728;1471;14480;64088;
6.6;320;118.457;1448;1500;536;1448;21;18;2161864;8688;2158968;1493;530;1493;8844;1491;14480;64088;
6.6;320;116.443;1448;1500;536;1448;22;18;2190824;8688;2186480;1513;537;1513;8964;1510;14480;64088;
6.6;324;121.945;1448;1500;536;1448;22;18;2218336;8688;2215440;1532;543;1532;9080;1530;14480;64088;
6.6;332;130.819;1448;1500;536;1448;23;18;2244400;8688;2238608;1550;548;1550;9192;1546;14480;64088;
6.6;336;135.889;1448;1500;536;1448;24;18;2276256;8688;2269016;1572;554;1572;9308;1567;14480;64088;
6.6;344;140.249;1448;1500;536;1448;25;18;2306664;8688;2297976;1593;560;1593;9424;1587;14480;64088;
6.6;344;143.129;1448;1500;536;1448;26;18;2335624;8688;2325488;1613;566;1613;9540;1606;14480;64088;
6.6;344;143.397;1448;1500;536;1448;26;18;2363136;8688;2354448;1632;573;1632;9656;1626;14480;64088;
6.6;348;147.6;1448;1500;536;1448;27;18;2392096;8688;2381960;1652;580;1652;9768;1645;14480;64088;
6.6;356;153.001;1448;1500;536;1448;28;18;2422504;8688;2410920;1673;586;1673;9888;1665;14480;64088;
6.6;356;155.891;1448;1500;536;1448;28;18;2448568;8688;2436984;1691;591;1691;10000;1683;14480;64088;
6.6;360;158.541;1448;1500;536;1448;29;18;2481872;8688;2467392;1714;597;1714;10116;1704;14480;64088;
6.6;368;164.655;1448;1500;536;1448;30;18;2510832;8688;2496352;1734;603;1734;10232;1724;14480;64088;
6.6;376;173.161;1448;1500;536;1448;31;18;2541240;8688;2523864;1755;608;1755;10348;1743;14480;64088;
6.6;376;173.056;1448;1500;536;1448;31;18;2570200;8688;2552824;1775;614;1775;10472;1763;14480;64088;
6.6;380;178.031;1448;1500;536;1448;32;18;2602056;8688;2583232;1797;621;1797;10588;1784;14480;64088;
6.6;384;183.937;1448;1500;536;1448;32;18;2623776;8688;2606400;1812;626;1812;10700;1800;14480;64088;
6.6;392;190.094;1448;1500;536;1448;33;18;2655632;8688;2636808;1834;633;1834;10820;1821;14480;64088;
6.6;392;191.75;1448;1500;536;1448;34;18;2688936;8688;2668664;1857;640;1857;10932;1843;14480;64088;
6.6;396;193.825;1448;1500;536;1448;34;18;2715000;8688;2694728;1875;646;1875;11052;1861;14480;64088;
6.6;396;195.812;1448;1500;536;1448;35;18;2748304;8688;2725136;1898;652;1898;11164;1882;14480;64088;
6.6;400;196.41;1448;1500;536;1448;35;18;2774368;8688;2751200;1916;658;1916;11280;1900;14480;64088;
6.6;404;200.698;1448;1500;536;1448;31;18;2796088;10136;2762784;1931;666;1931;11396;1918;14480;64088;
6.6;404;203.736;1448;1500;536;1448;21;18;2810568;10136;2762784;1941;672;1941;11516;1938;14480;64088;
6.6;392;188.281;1448;1500;536;1448;17;18;2835184;11584;2762784;1958;678;1958;11632;1958;14480;64088;
6.6;320;118.262;1448;1500;536;1448;19;18;2867040;11584;2865592;1980;690;1980;11748;1979;14480;64088;
6.6;308;107.318;1448;1500;536;1448;20;18;2898896;11584;2894552;2002;699;2002;11864;1999;14480;64088;
6.6;312;110.502;1448;1500;536;1448;21;18;2924960;11584;2920616;2020;706;2020;11980;2017;14480;64088;
6.6;316;115.758;1448;1500;536;1448;22;18;2955368;11584;2949576;2041;712;2041;12092;2037;14480;64088;
6.6;324;121.222;1448;1500;536;1448;22;18;2984328;11584;2977088;2061;718;2061;12208;2056;14480;64088;
6.6;328;126.804;1448;1500;536;1448;23;18;3014736;11584;3006048;2082;724;2082;12324;2076;14480;64088;
6.6;336;132.883;1448;1500;536;1448;24;18;3040800;11584;3030664;2100;730;2100;12440;2093;14480;64088;
6.6;340;137.471;1448;1500;536;1448;25;18;3074104;11584;3062520;2123;737;2123;12556;2115;14480;64088;
6.6;340;139.903;1448;1500;536;1448;26;18;3105960;11584;3092928;2145;744;2145;12672;2136;14480;64088;
6.6;348;144.652;1448;1500;536;1448;26;18;3130576;11584;3118992;2162;752;2162;12788;2154;14480;64088;
6.6;356;152.557;1448;1500;536;1448;27;18;3162432;11584;3147952;2184;758;2184;12904;2174;14480;64088;
6.6;360;157.87;1448;1500;536;1448;28;18;3188496;11584;3172568;2202;763;2202;13020;2191;14480;64088;
6.6;360;159.553;1448;1500;536;1448;29;18;3221800;11584;3204424;2225;769;2225;13136;2213;14480;64088;
6.6;360;159.992;1448;1500;536;1448;29;18;3247864;11584;3231936;2243;777;2243;13252;2232;14480;64088;
6.6;368;164.446;1448;1500;536;1448;30;18;3275376;11584;3258000;2262;783;2262;13368;2250;14480;64088;
6.6;372;171.588;1448;1500;536;1448;31;18;3307232;11584;3288408;2284;789;2284;13484;2271;14480;64088;
6.6;380;176.148;1448;1500;536;1448;31;18;3337640;11584;3317368;2305;795;2305;13600;2291;14480;64088;
6.6;380;176.881;1448;1500;536;1448;32;18;3366600;11584;3346328;2325;803;2325;13716;2311;14480;64088;
6.6;384;183.843;1448;1500;536;1448;32;18;3394112;11584;3373840;2344;808;2344;13832;2330;14480;64088;
6.6;388;186.861;1448;1500;536;1448;33;18;3425968;11584;3402800;2366;814;2366;13948;2350;14480;64088;
6.6;396;193.245;1448;1500;536;1448;34;18;3473752;11584;3450584;2399;825;2399;14152;2383;14480;64088;
6.6;392;188.259;1448;1500;536;1448;35;18;3505608;11584;3479544;2421;832;2421;14272;2403;14480;64088;
6.6;396;194.005;1448;1500;536;1448;35;18;3533120;11584;3507056;2440;841;2440;14388;2422;14480;64088;
6.6;400;198.847;1448;1500;536;1448;36;18;3564976;11584;3538912;2462;850;2462;14504;2444;14480;64088;
6.6;404;202.011;1448;1500;536;1448;36;18;3592488;11584;3566424;2481;859;2481;14632;2463;14480;64088;
6.6;408;206.888;1448;1500;536;1448;37;18;3624344;11584;3595384;2503;867;2503;14748;2483;14480;64088;
6.6;404;200.69;1448;1500;536;1448;24;18;3641720;14480;3595384;2515;878;2515;14868;2506;14480;64088;
6.6;392;189.375;1448;1500;536;1448;18;18;3661992;14480;3657648;2529;889;2529;14988;2526;14480;64088;
6.6;340;139.84;1448;1500;536;1448;19;18;3690952;14480;3685160;2549;900;2549;15104;2545;14480;64088;
6.6;324;123.01;1448;1500;536;1448;20;18;3717016;14480;3709776;2567;906;2567;15220;2562;14480;64088;
6.6;320;119.755;1448;1500;536;1448;21;18;3745976;14480;3738736;2587;912;2587;15336;2582;14480;64088;
6.6;324;120.262;1448;1500;536;1448;22;18;3777832;14480;3767696;2609;918;2609;15452;2602;14480;64088;
6.6;328;124.119;1448;1500;536;1448;23;18;3808240;14480;3796656;2630;924;2630;15568;2622;14480;64088;
6.6;328;126.222;1448;1500;536;1448;23;18;3834304;14480;3824168;2648;931;2648;15684;2641;14480;64088;
6.6;336;132.181;1448;1500;536;1448;24;18;3864712;14480;3853128;2669;937;2669;15800;2661;14480;64088;
6.6;340;138.406;1448;1500;536;1448;25;18;3893672;14480;3880640;2689;943;2689;15912;2680;14480;64088;
6.6;344;143.038;1448;1500;536;1448;26;18;3924080;14480;3909600;2710;949;2710;16028;2700;14480;64088;
6.6;344;143.13;1448;1500;536;1448;27;18;3953040;14480;3935664;2730;955;2730;16144;2718;14480;64088;
6.6;348;147.079;1448;1500;536;1448;27;18;3983448;14480;3966072;2751;962;2751;16260;2739;14480;64088;
6.6;356;152.361;1448;1500;536;1448;28;18;4015304;14480;3997928;2773;969;2773;16376;2761;14480;64088;
6.6;360;156.112;1448;1500;536;1448;29;18;4038472;14480;4019648;2789;974;2789;16492;2776;14480;64088;
6.6;364;161.077;1448;1500;536;1448;29;18;4071776;14480;4051504;2812;981;2812;16608;2798;14480;64088;
6.6;368;167.125;1448;1500;536;1448;30;18;4103632;14480;4081912;2834;988;2834;16724;2819;14480;64088;
6.6;372;168.324;1448;1500;536;1448;31;18;4128248;14480;4105080;2851;993;2851;16840;2835;14480;64088;
6.6;376;173.677;1448;1500;536;1448;31;18;4157208;14480;4135488;2871;1000;2871;16956;2856;14480;64088;
6.6;384;181.163;1448;1500;536;1448;32;18;4187616;14480;4164448;2892;1006;2892;17072;2876;14480;64088;
6.6;384;180.529;1448;1500;536;1448;33;18;4219472;14480;4193408;2914;1014;2914;17188;2896;14480;64088;
6.6;384;181.551;1448;1500;536;1448;33;18;4244088;14480;4218024;2931;1021;2931;17300;2913;14480;64088;
6.6;392;188.956;1448;1500;536;1448;34;18;4275944;14480;4249880;2953;1028;2953;17416;2935;14480;64088;
6.6;396;193.638;1448;1500;536;1448;34;18;4304904;14480;4277392;2973;1034;2973;17536;2954;14480;64088;
6.6;396;195.485;1448;1500;536;1448;35;18;4335312;14480;4306352;2994;1041;2994;17652;2974;14480;64088;
6.6;404;201.909;1448;1500;536;1448;35;18;4361376;14480;4333864;3012;1047;3012;17768;2993;14480;64088;
6.6;404;203.394;1448;1500;536;1448;36;18;4391784;14480;4362824;3033;1054;3033;17884;3013;14480;64088;
6.6;404;203.528;1448;1500;536;1448;33;18;4422192;15928;4388888;3054;1061;3054;18000;3034;14480;64088;
6.6;404;201.512;1448;1500;536;1448;23;18;4436672;17376;4388888;3064;1067;3064;18116;3054;14480;64088;
6.6;396;194.212;1448;1500;536;1448;18;18;4455496;17376;4448256;3077;1074;3077;18232;3072;14480;64088;
6.6;356;154.043;1448;1500;536;1448;19;18;4481560;17376;4474320;3095;1080;3095;18348;3090;14480;64088;
6.6;332;128.31;1448;1500;536;1448;20;18;4513416;17376;4503280;3117;1086;3117;18464;3110;14480;64088;
6.6;320;119.148;1448;1500;536;1448;21;18;4545272;17376;4535136;3139;1093;3139;18580;3132;14480;64088;
6.6;320;118.252;1448;1500;536;1448;22;18;4575680;17376;4564096;3160;1101;3160;18696;3152;14480;64088;
6.6;324;121.878;1448;1500;536;1448;23;18;4604640;17376;4591608;3180;1107;3180;18812;3171;14480;64088;
6.6;328;124.527;1448;1500;536;1448;23;18;4630704;17376;4617672;3198;1112;3198;18928;3189;14480;64088;
6.6;336;132.927;1448;1500;536;1448;24;18;4661112;17376;4646632;3219;1118;3219;19048;3209;14480;64088;
6.6;384;124.283;1448;1500;536;1448;27;18;4774056;17376;4755232;3297;1143;3297;19484;3284;14480;64088;
6.6;400;137.401;1448;1500;536;1448;27;18;4800120;17376;4781296;3315;1148;3315;19600;3302;14480;64088;
6.6;396;150.5;1448;1500;536;1448;28;18;4836320;17376;4816048;3340;1156;3340;19728;3326;14480;64088;
6.6;396;159.014;1448;1500;536;1448;29;18;4863832;17376;4842112;3359;1161;3359;19848;3344;14480;64088;
6.6;392;164.691;1448;1500;536;1448;30;18;4892792;17376;4868176;3379;1167;3379;19960;3362;14480;64088;
6.6;396;167.589;1448;1500;536;1448;30;18;4927544;17376;4902928;3403;1176;3403;20096;3386;14480;64088;
6.6;400;178.053;1448;1500;536;1448;31;18;4960848;17376;4934784;3426;1182;3426;20216;3408;14480;64088;
6.6;396;179.329;1448;1500;536;1448;32;18;4984016;17376;4957952;3442;1188;3442;20332;3424;14480;64088;
6.6;396;182.694;1448;1500;536;1448;32;18;5018768;17376;4991256;3466;1195;3466;20444;3447;14480;64088;
6.6;396;182.182;1448;1500;536;1448;33;18;5057864;17376;5028904;3493;1205;3493;20620;3473;14480;64088;
6.6;400;190.429;1448;1500;536;1448;34;18;5091168;17376;5062208;3516;1212;3516;20752;3496;14480;64088;
6.6;404;195.206;1448;1500;536;1448;34;18;5125920;17376;5096960;3540;1221;3540;20880;3520;14480;64088;
6.6;408;199.389;1448;1500;536;1448;35;18;5156328;17376;5124472;3561;1227;3561;20992;3539;14480;64088;
6.6;404;198.549;1448;1500;536;1448;36;18;5182392;17376;5150536;3579;1234;3579;21108;3557;14480;64088;
6.6;408;201.174;1448;1500;536;1448;32;18;5208456;18824;5173704;3597;1241;3597;21228;3577;14480;64088;
6.6;408;201.64;1448;1500;536;1448;22;18;5222936;18824;5173704;3607;1248;3607;21344;3597;14480;64088;
6.6;384;178.598;1448;1500;536;1448;18;18;5246104;18824;5237416;3623;1260;3623;21464;3617;14480;64088;
6.6;336;129.787;1448;1500;536;1448;19;18;5275064;18824;5266376;3643;1270;3643;21580;3637;14480;64088;
6.6;328;123.731;1448;1500;536;1448;20;18;5302576;18824;5292440;3662;1275;3662;21696;3655;14480;64088;
6.6;316;113.787;1448;1500;536;1448;21;18;5334432;18824;5322848;3684;1282;3684;21808;3676;14480;64088;
6.6;320;116.406;1448;1500;536;1448;22;18;5364840;18824;5351808;3705;1289;3705;21924;3696;14480;64088;
6.6;324;122.745;1448;1500;536;1448;23;18;5390904;18824;5376424;3723;1294;3723;22040;3713;14480;64088;
6.6;328;125.46;1448;1500;536;1448;24;18;5422760;18824;5405384;3745;1300;3745;22156;3733;14480;64088;
6.6;332;128.616;1448;1500;536;1448;24;18;5448824;18824;5431448;3763;1306;3763;22272;3751;14480;64088;
6.6;340;137.438;1448;1500;536;1448;25;18;5480680;18824;5463304;3785;1314;3785;22388;3773;14480;64088;
6.6;344;140.519;1448;1500;536;1448;26;18;5515432;18824;5495160;3809;1322;3809;22520;3795;14480;64088;
6.6;352;148.632;1448;1500;536;1448;27;18;5548736;18824;5527016;3832;1329;3832;22640;3817;14480;64088;
6.6;356;152.558;1448;1500;536;1448;28;18;5574800;18824;5553080;3850;1335;3850;22756;3835;14480;64088;
6.6;360;157.578;1448;1500;536;1448;28;18;5603760;18824;5580592;3870;1341;3870;22868;3854;14480;64088;
6.6;360;159.144;1448;1500;536;1448;29;18;5637064;18824;5612448;3893;1348;3893;22984;3876;14480;64088;
6.6;368;164.467;1448;1500;536;1448;30;18;5663128;18824;5637064;3911;1353;3911;23100;3893;14480;64088;
6.6;372;171.704;1448;1500;536;1448;30;18;5690640;18824;5666024;3930;1359;3930;23212;3913;14480;64088;
6.6;380;176.863;1448;1500;536;1448;31;18;5722496;18824;5694984;3952;1365;3952;23328;3933;14480;64088;
6.6;376;175.395;1448;1500;536;1448;32;18;5750008;18824;5722496;3971;1372;3971;23444;3952;14480;64088;
6.6;384;180.604;1448;1500;536;1448;32;18;5776072;18824;5748560;3989;1377;3989;23556;3970;14480;64088;
6.6;384;182.896;1448;1500;536;1448;33;18;5809376;18824;5778968;4012;1383;4012;23680;3991;14480;64088;
6.6;388;184.355;1448;1500;536;1448;33;18;5838336;18824;5807928;4032;1389;4032;23792;4011;14480;64088;
6.6;392;188.754;1448;1500;536;1448;34;18;5864400;18824;5832544;4050;1394;4050;23908;4028;14480;64088;
6.6;396;194.859;1448;1500;536;1448;34;18;5891912;18824;5861504;4069;1400;4069;24024;4048;14480;64088;
6.6;400;198.266;1448;1500;536;1448;35;18;5923768;18824;5891912;4091;1407;4091;24140;4069;14480;64088;
6.6;400;199.442;1448;1500;536;1448;36;18;5951280;18824;5917976;4110;1413;4110;24256;4087;14480;64088;
6.6;404;203.564;1448;1500;536;1448;36;18;5983136;18824;5949832;4132;1420;4132;24368;4109;14480;64088;
6.6;408;204.766;1448;1500;536;1448;27;18;5999064;20272;5955624;4143;1427;4143;24484;4127;14480;64088;
6.6;408;206.502;1448;1500;536;1448;18;18;6012096;20272;5955624;4152;1433;4152;24600;4145;14480;64088;
6.6;352;150.85;1448;1500;536;1448;19;18;6041056;20272;6030920;4172;1446;4172;24720;4165;14480;64088;
6.6;324;122.176;1448;1500;536;1448;20;18;6071464;20272;6059880;4193;1454;4193;24836;4185;14480;64088;
6.6;320;117.767;1448;1500;536;1448;21;18;6100424;20272;6087392;4213;1460;4213;24948;4204;14480;64088;
6.6;320;118.684;1448;1500;536;1448;22;18;6132280;20272;6116352;4235;1466;4235;25064;4224;14480;64088;
6.6;320;116.997;1448;1500;536;1448;22;18;6156896;20272;6142416;4252;1472;4252;25180;4242;14480;64088;
6.6;324;123.331;1448;1500;536;1448;23;18;6188752;20272;6172824;4274;1479;4274;25296;4263;14480;64088;
6.6;332;130.839;1448;1500;536;1448;24;18;6219160;20272;6201784;4295;1485;4295;25412;4283;14480;64088;
6.6;336;135.103;1448;1500;536;1448;25;18;6251016;20272;6232192;4317;1492;4317;25528;4304;14480;64088;
6.6;340;139.926;1448;1500;536;1448;26;18;6281424;20272;6261152;4338;1498;4338;25644;4324;14480;64088;
6.6;344;143.72;1448;1500;536;1448;27;18;6313280;20272;6291560;4360;1506;4360;25776;4345;14480;64088;
6.6;356;154.643;1448;1500;536;1448;28;18;6352376;20272;6329208;4387;1514;4387;25940;4371;14480;64088;
6.6;356;153.152;1448;1500;536;1448;28;18;6384232;20272;6359616;4409;1520;4409;26060;4392;14480;64088;
6.6;360;159.859;1448;1500;536;1448;29;18;6414640;20272;6388576;4430;1526;4430;26176;4412;14480;64088;
6.6;368;165.445;1448;1500;536;1448;30;18;6443600;20272;6416088;4450;1532;4450;26288;4431;14480;64088;
6.6;376;173.733;1448;1500;536;1448;30;18;6471112;20272;6445048;4469;1538;4469;26404;4451;14480;64088;
6.6;380;179.93;1448;1500;536;1448;31;18;6502968;20272;6474008;4491;1543;4491;26520;4471;14480;64088;
6.6;376;175.103;1448;1500;536;1448;32;18;6530480;20272;6501520;4510;1550;4510;26636;4490;14480;64088;
6.6;380;179.268;1448;1500;536;1448;32;18;6562336;20272;6533376;4532;1559;4532;26772;4512;14480;64088;
6.6;384;183.232;1448;1500;536;1448;33;18;6592744;20272;6560888;4553;1565;4553;26884;4531;14480;64088;
6.6;392;188.831;1448;1500;536;1448;33;18;6621704;20272;6589848;4573;1572;4573;27000;4551;14480;64088;
6.6;396;192.245;1448;1500;536;1448;34;18;6653560;20272;6620256;4595;1579;4595;27116;4572;14480;64088;
6.6;400;196.621;1448;1500;536;1448;35;18;6678176;20272;6643424;4612;1584;4612;27228;4588;14480;64088;
6.6;404;200.343;1448;1500;536;1448;35;18;6707136;20272;6673832;4632;1592;4632;27344;4609;14480;64088;
6.6;408;206.474;1448;1500;536;1448;36;18;6734648;20272;6698448;4651;1597;4651;27460;4626;14480;64088;
6.6;400;198.616;1448;1500;536;1448;25;18;6749128;21720;6698448;4661;1607;4661;27576;4646;14480;64088;
6.6;400;196.497;1448;1500;536;1448;18;18;6767952;21720;6756368;4674;1616;4674;27692;4666;14480;64088;
6.6;340;139.746;1448;1500;536;1448;19;18;6798360;21720;6785328;4695;1628;4695;27808;4686;14480;64088;
6.6;328;127.553;1448;1500;536;1448;20;18;6827320;21720;6812840;4715;1634;4715;27924;4705;14480;64088;
6.6;320;119.234;1448;1500;536;1448;21;18;6857728;21720;6841800;4736;1641;4736;28036;4725;14480;64088;
6.6;320;119.744;1448;1500;536;1448;22;18;6883792;21720;6867864;4754;1647;4754;28152;4743;14480;64088;
6.6;328;125.29;1448;1500;536;1448;23;18;6915648;21720;6896824;4776;1654;4776;28268;4763;14480;64088;
6.6;332;131.554;1448;1500;536;1448;23;18;6943160;21720;6924336;4795;1660;4795;28380;4782;14480;64088;
6.6;336;134.532;1448;1500;536;1448;24;18;6975016;21720;6954744;4817;1667;4817;28496;4803;14480;64088;
6.6;340;137.734;1448;1500;536;1448;25;18;6999632;21720;6977912;4834;1672;4834;28612;4819;14480;64088;
6.6;348;145.757;1448;1500;536;1448;26;18;7034384;21720;7011216;4858;1678;4858;28728;4842;14480;64088;
6.6;348;146.787;1448;1500;536;1448;26;18;7056104;21720;7034384;4873;1683;4873;28840;4858;14480;64088;
6.6;356;152.683;1448;1500;536;1448;27;18;7087960;21720;7064792;4895;1689;4895;28956;4879;14480;64088;
6.6;360;156.721;1448;1500;536;1448;28;18;7118368;21720;7093752;4916;1695;4916;29072;4899;14480;64088;
6.6;364;161.089;1448;1500;536;1448;29;18;7150224;21720;7122712;4938;1701;4938;29184;4919;14480;64088;
6.6;364;162.36;1448;1500;536;1448;29;18;7176288;21720;7150224;4956;1708;4956;29300;4938;14480;64088;
6.6;372;169.416;1448;1500;536;1448;30;18;7203800;21720;7176288;4975;1713;4975;29416;4956;14480;64088;
