rto,rtt,cwnd,segs_in,data_segs_out,lastrcv,delivered,loss_ratio
348,147.248,26,0,0,0,0,
352,151.154,27,8,22,120,21,0.0
360,156.566,28,15,43,240,41,0.0
364,161.077,29,22,65,356,61,0.0
364,161.336,29,29,86,472,82,0.0
396,134.309,32,53,155,876,149,0.0
416,167.745,32,61,178,1008,172,0.0
420,181.385,33,68,200,1128,192,0.0
424,186.347,34,75,221,1244,213,0.0
420,193.575,34,81,242,1364,233,0.0
420,197.371,35,87,264,1488,254,0.0
424,203.389,35,92,280,1604,271,0.0
420,203.836,36,99,302,1720,292,0.0
412,195.758,26,108,312,1840,310,0.003205128205128205
412,195.508,17,116,325,1956,331,0.006153846153846154
336,124.551,18,129,346,2072,352,0.005780346820809248
324,112.315,19,138,364,2192,368,0.005494505494505495
320,111.504,20,148,390,2316,393,0.005128205128205128
324,118.073,22,161,425,2508,426,0.004705882352941176
328,122.669,23,169,446,2624,446,0.004484304932735426
336,130.867,23,174,462,2740,462,0.004329004329004329
336,133.435,24,183,484,2852,483,0.004132231404958678
340,138.327,25,193,505,2968,503,0.0039603960396039604
348,144.43,26,200,525,3084,522,0.0038095238095238095
348,146.399,27,207,546,3200,542,0.003663003663003663
352,149.242,27,214,564,3316,561,0.0035460992907801418
360,155.787,28,220,585,3428,581,0.003418803418803419
364,162.623,29,226,607,3548,601,0.0032948929159802307
364,161.465,29,231,623,3660,618,0.0032102728731942215
368,166.325,30,238,646,3776,640,0.0030959752321981426
372,168.116,31,244,666,3904,659,0.003003003003003003
376,175.267,31,250,687,4028,679,0.002911208151382824
380,179.165,32,257,709,4144,700,0.0028208744710860366
384,180.99,33,264,730,4272,720,0.0027397260273972603
388,186.89,33,271,750,4384,741,0.0026666666666666666
392,191.782,34,278,771,4500,761,0.0025940337224383916
396,192.69,34,284,789,4616,779,0.0025348542458808617
400,198.922,35,290,812,4732,800,0.0024630541871921183
404,201.003,36,297,834,4856,822,0.002398081534772182
408,205.247,36,302,851,4972,839,0.0023501762632197414
408,207.619,34,308,870,5088,858,0.0034482758620689655
408,204.458,23,315,880,5204,878,0.004545454545454545
392,188.291,18,325,895,5320,898,0.004469273743016759
332,130.074,19,337,916,5436,918,0.004366812227074236
324,120.523,20,343,936,5556,937,0.004273504273504274
320,118.131,21,349,957,5676,957,0.0041797283176593526
320,119.197,22,355,979,5788,978,0.0040858018386108275
324,120.935,23,361,1000,5904,998,0.004
328,127.629,23,366,1016,6020,1015,0.003937007874015748
336,133.406,24,372,1037,6136,1035,0.003857280617164899
340,138.869,25,378,1057,6252,1054,0.003784295175023652
344,141.811,26,383,1077,6368,1072,0.003714020427112349
348,146.274,26,389,1096,6480,1092,0.0036496350364963502
352,151.777,27,394,1116,6596,1111,0.0035842293906810036
356,152.478,28,402,1139,6716,1133,0.003511852502194908
360,159.915,29,408,1159,6832,1152,0.003451251078515962
368,165.412,29,414,1180,6948,1172,0.003389830508474576
368,165.918,30,422,1200,7068,1191,0.0033333333333333335
376,172.155,31,429,1221,7184,1211,0.003276003276003276
380,177.528,31,437,1243,7324,1234,0.003218020917135961
380,179.058,32,444,1266,7456,1256,0.00315955766192733
384,183.287,33,450,1286,7568,1274,0.003110419906687403
388,186.38,33,458,1309,7684,1297,0.0030557677616501145
392,190.169,34,463,1325,7800,1313,0.0030188679245283017
396,193.411,34,470,1347,7916,1334,0.002969561989606533
400,198.998,35,475,1366,8032,1352,0.0029282576866764276
404,201.315,35,481,1386,8144,1372,0.002886002886002886
408,204.381,34,488,1405,8260,1391,0.0035587188612099642
408,207.699,23,494,1415,8376,1411,0.004240282685512367
392,191.072,18,504,1428,8492,1429,0.004201680672268907
328,127.437,19,518,1452,8616,1452,0.004132231404958678
320,117.842,20,524,1472,8728,1471,0.004076086956521739
320,118.457,21,530,1493,8844,1491,0.004018754186202277
320,116.443,22,537,1513,8964,1510,0.0039656311962987445
324,121.945,22,543,1532,9080,1530,0.0039164490861618795
332,130.819,23,548,1550,9192,1546,0.003870967741935484
336,135.889,24,554,1572,9308,1567,0.003816793893129771
344,140.249,25,560,1593,9424,1587,0.003766478342749529
344,143.129,26,566,1613,9540,1606,0.0037197768133911966
344,143.397,26,573,1632,9656,1626,0.003676470588235294
348,147.6,27,580,1652,9768,1645,0.0036319612590799033
356,153.001,28,586,1673,9888,1665,0.0035863717872086074
356,155.891,28,591,1691,10000,1683,0.0035481963335304554
360,158.541,29,597,1714,10116,1704,0.003500583430571762
368,164.655,30,603,1734,10232,1724,0.0034602076124567475
376,173.161,31,608,1755,10348,1743,0.003418803418803419
376,173.056,31,614,1775,10472,1763,0.0033802816901408453
380,178.031,32,621,1797,10588,1784,0.00333889816360601
384,183.937,32,626,1812,10700,1800,0.0033112582781456954
392,190.094,33,633,1834,10820,1821,0.003271537622682661
392,191.75,34,640,1857,10932,1843,0.0032310177705977385
396,193.825,34,646,1875,11052,1861,0.0032
396,195.812,35,652,1898,11164,1882,0.003161222339304531
400,196.41,35,658,1916,11280,1900,0.003131524008350731
404,200.698,31,666,1931,11396,1918,0.0036250647332988087
404,203.736,21,672,1941,11516,1938,0.0036063884595569293
392,188.281,17,678,1958,11632,1958,0.0040858018386108275
320,118.262,19,690,1980,11748,1979,0.00404040404040404
308,107.318,20,699,2002,11864,1999,0.003996003996003996
312,110.502,21,706,2020,11980,2017,0.0039603960396039604
316,115.758,22,712,2041,12092,2037,0.0039196472317491425
324,121.222,22,718,2061,12208,2056,0.0038816108685104317
328,126.804,23,724,2082,12324,2076,0.0038424591738712775
336,132.883,24,730,2100,12440,2093,0.0038095238095238095
340,137.471,25,737,2123,12556,2115,0.0037682524729156855
340,139.903,26,744,2145,12672,2136,0.0037296037296037296
348,144.652,26,752,2162,12788,2154,0.0037002775208140612
356,152.557,27,758,2184,12904,2174,0.003663003663003663
360,157.87,28,763,2202,13020,2191,0.0036330608537693005
360,159.553,29,769,2225,13136,2213,0.0035955056179775282
360,159.992,29,777,2243,13252,2232,0.0035666518056174765
368,164.446,30,783,2262,13368,2250,0.0035366931918656055
372,171.588,31,789,2284,13484,2271,0.0035026269702276708
380,176.148,31,795,2305,13600,2291,0.0034707158351409977
380,176.881,32,803,2325,13716,2311,0.0034408602150537634
384,183.843,32,808,2344,13832,2330,0.0034129692832764505
388,186.861,33,814,2366,13948,2350,0.0033812341504649195
396,193.245,34,825,2399,14152,2383,0.003334722801167153
392,188.259,35,832,2421,14272,2403,0.003304419661296985
396,194.005,35,841,2440,14388,2422,0.003278688524590164
400,198.847,36,850,2462,14504,2444,0.003249390739236393
404,202.011,36,859,2481,14632,2463,0.0032245062474808546
408,206.888,37,867,2503,14748,2483,0.0031961646024770275
404,200.69,24,878,2515,14868,2506,0.003976143141153081
392,189.375,18,889,2529,14988,2526,0.0039541320680110716
340,139.84,19,900,2549,15104,2545,0.003923107100823852
324,123.01,20,906,2567,15220,2562,0.0038955979742890533
320,119.755,21,912,2587,15336,2582,0.003865481252415926
324,120.262,22,918,2609,15452,2602,0.0038328861632809506
328,124.119,23,924,2630,15568,2622,0.0038022813688212928
328,126.222,23,931,2648,15684,2641,0.0037764350453172208
336,132.181,24,937,2669,15800,2661,0.003746721618583739
340,138.406,25,943,2689,15912,2680,0.003718854592785422
344,143.038,26,949,2710,16028,2700,0.0036900369003690036
344,143.13,27,955,2730,16144,2718,0.003663003663003663
348,147.079,27,962,2751,16260,2739,0.0036350418029807343
356,152.361,28,969,2773,16376,2761,0.003606202668589975
360,156.112,29,974,2789,16492,2776,0.0035855145213338113
364,161.077,29,981,2812,16608,2798,0.0035561877667140826
368,167.125,30,988,2834,16724,2819,0.0035285815102328866
372,168.324,31,993,2851,16840,2835,0.00350754121360926
376,173.677,31,1000,2871,16956,2856,0.0034831069313827935
384,181.163,32,1006,2892,17072,2876,0.003457814661134163
384,180.529,33,1014,2914,17188,2896,0.0034317089910775567
384,181.551,33,1021,2931,17300,2913,0.0034118048447628795
392,188.956,34,1028,2953,17416,2935,0.0033863867253640365
396,193.638,34,1034,2973,17536,2954,0.003363605785401951
396,195.485,35,1041,2994,17652,2974,0.0033400133600534404
404,201.909,35,1047,3012,17768,2993,0.0033200531208499337
404,203.394,36,1054,3033,17884,3013,0.003297065611605671
404,203.528,33,1061,3054,18000,3034,0.003601833660772757
404,201.512,23,1067,3064,18116,3054,0.0039164490861618795
396,194.212,18,1074,3077,18232,3072,0.003899902502437439
356,154.043,19,1080,3095,18348,3090,0.0038772213247172858
332,128.31,20,1086,3117,18464,3110,0.0038498556304138597
320,119.148,21,1093,3139,18580,3132,0.003822873526600828
320,118.252,22,1101,3160,18696,3152,0.0037974683544303796
324,121.878,23,1107,3180,18812,3171,0.0037735849056603774
328,124.527,23,1112,3198,18928,3189,0.00375234521575985
336,132.927,24,1118,3219,19048,3209,0.003727865796831314
384,124.283,27,1143,3297,19484,3284,0.003639672429481347
400,137.401,27,1148,3315,19600,3302,0.0036199095022624436
396,150.5,28,1156,3340,19728,3326,0.003592814371257485
396,159.014,29,1161,3359,19848,3344,0.003572491813039595
392,164.691,30,1167,3379,19960,3362,0.003551346552234389
396,167.589,30,1176,3403,20096,3386,0.003526300323244196
400,178.053,31,1182,3426,20216,3408,0.0035026269702276708
396,179.329,32,1188,3442,20332,3424,0.003486345148169669
396,182.694,32,1195,3466,20444,3447,0.003462204270051933
396,182.182,33,1205,3493,20620,3473,0.0034354423131978244
400,190.429,34,1212,3516,20752,3496,0.0034129692832764505
404,195.206,34,1221,3540,20880,3520,0.003389830508474576
408,199.389,35,1227,3561,20992,3539,0.003369839932603201
404,198.549,36,1234,3579,21108,3557,0.003352891869237217
408,201.174,32,1241,3597,21228,3577,0.003614122880177926
408,201.64,22,1248,3607,21344,3597,0.0036041031327973387
384,178.598,18,1260,3623,21464,3617,0.0035881865857024567
336,129.787,19,1270,3643,21580,3637,0.003568487510293714
328,123.731,20,1275,3662,21696,3655,0.00354997269251775
316,113.787,21,1282,3684,21808,3676,0.003528773072747014
320,116.406,22,1289,3705,21924,3696,0.0035087719298245615
324,122.745,23,1294,3723,22040,3713,0.0034918076819769003
328,125.46,24,1300,3745,22156,3733,0.003471295060080107
332,128.616,24,1306,3763,22272,3751,0.0034546904065904864
340,137.438,25,1314,3785,22388,3773,0.0034346103038309117
344,140.519,26,1322,3809,22520,3795,0.0034129692832764505
352,148.632,27,1329,3832,22640,3817,0.0033924843423799585
356,152.558,28,1335,3850,22756,3835,0.0033766233766233766
360,157.578,28,1341,3870,22868,3854,0.003359173126614987
360,159.144,29,1348,3893,22984,3876,0.0033393269971744156
368,164.467,30,1353,3911,23100,3893,0.0033239580669905395
372,171.704,30,1359,3930,23212,3913,0.0033078880407124683
380,176.863,31,1365,3952,23328,3933,0.003289473684210526
376,175.395,32,1372,3971,23444,3952,0.0032737345756736337
384,180.604,32,1377,3989,23556,3970,0.0032589621459012284
384,182.896,33,1383,4012,23680,3991,0.0032402791625124627
388,184.355,33,1389,4032,23792,4011,0.003224206349206349
392,188.754,34,1394,4050,23908,4028,0.0032098765432098763
396,194.859,34,1400,4069,24024,4048,0.003194888178913738
400,198.266,35,1407,4091,24140,4069,0.0031777071620630653
400,199.442,36,1413,4110,24256,4087,0.0031630170316301704
404,203.564,36,1420,4132,24368,4109,0.0031461761858664087
408,204.766,27,1427,4143,24484,4127,0.0033791938209027277
408,206.502,18,1433,4152,24600,4145,0.003371868978805395
352,150.85,19,1446,4172,24720,4165,0.003355704697986577
324,122.176,20,1454,4193,24836,4185,0.00333889816360601
320,117.767,21,1460,4213,24948,4204,0.003323047709470686
320,118.684,22,1466,4235,25064,4224,0.003305785123966942
320,116.997,22,1472,4252,25180,4242,0.003292568203198495
324,123.331,23,1479,4274,25296,4263,0.003275620028076743
332,130.839,24,1485,4295,25412,4283,0.003259604190919674
336,135.103,25,1492,4317,25528,4304,0.0032429928190873293
340,139.926,26,1498,4338,25644,4324,0.003227293683725219
344,143.72,27,1506,4360,25776,4345,0.003211009174311927
356,154.643,28,1514,4387,25940,4371,0.0031912468657396852
356,153.152,28,1520,4409,26060,4392,0.0031753232025402587
360,159.859,29,1526,4430,26176,4412,0.003160270880361174
368,165.445,30,1532,4450,26288,4431,0.003146067415730337
376,173.733,30,1538,4469,26404,4451,0.003132691877377489
380,179.93,31,1543,4491,26520,4471,0.0031173458027165444
376,175.103,32,1550,4510,26636,4490,0.0031042128603104213
380,179.268,32,1559,4532,26772,4512,0.003089143865842895
384,183.232,33,1565,4553,26884,4531,0.003074895673182517
392,188.831,33,1572,4573,27000,4551,0.003061447627378089
396,192.245,34,1579,4595,27116,4572,0.003046789989118607
400,196.621,35,1584,4612,27228,4588,0.003035559410234172
404,200.343,35,1592,4632,27344,4609,0.0030224525043177895
408,206.474,36,1597,4651,27460,4626,0.003010105353687379
400,198.616,25,1607,4661,27576,4646,0.0032181935207037118
400,196.497,18,1616,4674,27692,4666,0.003209242618741977
340,139.746,19,1628,4695,27808,4686,0.003194888178913738
328,127.553,20,1634,4715,27924,4705,0.003181336161187699
320,119.234,21,1641,4736,28036,4725,0.00316722972972973
320,119.744,22,1647,4754,28152,4743,0.003155237694572991
328,125.29,23,1654,4776,28268,4763,0.00314070351758794
332,131.554,23,1660,4795,28380,4782,0.0031282586027111575
336,134.532,24,1667,4817,28496,4803,0.0031139713514635667
340,137.734,25,1672,4834,28612,4819,0.003103020273065784
348,145.757,26,1678,4858,28728,4842,0.003087690407575134
348,146.787,26,1683,4873,28840,4858,0.003078185922429715
356,152.683,27,1689,4895,28956,4879,0.0030643513789581204
360,156.721,28,1695,4916,29072,4899,0.0030512611879576893
364,161.089,29,1701,4938,29184,4919,0.003037667071688943
364,162.36,29,1708,4956,29300,4938,0.003026634382566586
372,169.416,30,1713,4975,29416,4956,0.003015075376884422
372,170.378,31,1720,4995,29528,4975,0.003003003003003003
376,175.413,31,1726,5016,29644,4995,0.0029904306220095694
380,179.413,32,1733,5036,29768,5014,0.0029785544082605244
384,182.883,32,1739,5053,29880,5032,0.002968533544429052
388,187.183,33,1746,5077,29996,5054,0.0029545006893834944
392,190.661,34,1751,5096,30112,5073,0.0029434850863422294
396,192.069,34,1758,5117,30232,5093,0.00293140512018761
396,194.793,35,1765,5137,30348,5112,0.0029199922133540976
404,200.879,35,1772,5157,30464,5133,0.0029086678301337987
408,205.293,36,1777,5175,30576,5149,0.002898550724637681
404,202.132,25,1786,5187,30696,5171,0.003084634663582032
388,187.419,18,1797,5202,30812,5192,0.0032679738562091504
328,127.668,18,1811,5221,30928,5212,0.0032560812104960733
324,120.869,19,1817,5241,31044,5231,0.003243655790879603
320,116.436,20,1822,5261,31160,5249,0.003231324843185706
320,118.956,21,1829,5282,31276,5269,0.003218477849299508
320,119.725,22,1837,5302,31392,5288,0.003206337231233497
328,124.578,23,1844,5323,31508,5308,0.0031936877700544804
336,132.89,24,1850,5345,31628,5329,0.0031805425631431243
336,135.558,25,1858,5366,31744,5349,0.003168095415579575
344,141.025,25,1863,5382,31860,5365,0.00315867707172055
348,147.757,26,1869,5404,31976,5386,0.003145817912657291
356,153.058,27,1875,5425,32092,5406,0.0031336405529953917
360,156.808,28,1881,5447,32208,5427,0.003120984027905269
360,157.087,28,1888,5466,32324,5447,0.0031101353823637027
364,163.984,29,1894,5486,32440,5466,0.003098796937659497
372,170.128,30,1905,5519,32628,5498,0.0030802681645225585
364,160.866,31,1912,5539,32760,5517,0.003069146055244629
372,168.288,31,1919,5560,32876,5538,0.0030575539568345324
376,173.908,32,1926,5582,32992,5558,0.003045503403797922
388,185.238,33,1933,5603,33108,5578,0.0030340888809566305
388,187.515,33,1939,5619,33224,5594,0.003025449368214985
392,191.798,34,1946,5640,33340,5615,0.0030141843971631206
400,196.224,34,1952,5660,33456,5635,0.0030035335689045936
400,196.8,35,1960,5683,33576,5656,0.002991377793418969
400,198.089,35,1967,5701,33692,5674,0.0029819329942115417
408,205.132,36,1974,5723,33808,5695,0.002970470033199371
408,205.332,37,1980,5742,33924,5713,0.0029606408916753742
408,206.586,33,1987,5759,34040,5732,0.003299183886091335
408,204.685,23,1994,5769,34152,5752,0.0032934650719362107
392,191.228,17,2001,5784,34268,5772,0.003457814661134163
324,123.919,18,2012,5804,34384,5791,0.0034458993797381117
312,110.386,20,2023,5825,34504,5811,0.0034334763948497852
316,114.908,21,2029,5847,34620,5832,0.0034205575508807935
316,114.885,22,2035,5868,34736,5852,0.0034083162917518746
316,114.339,22,2042,5886,34852,5869,0.0033978933061501867
324,122.835,23,2049,5909,34968,5891,0.0033846674564224064
332,131.102,24,2054,5925,35080,5907,0.0033755274261603376
340,136.167,25,2060,5947,35196,5928,0.0033630401883302506
340,137.149,26,2068,5968,35312,5948,0.003351206434316354
344,142.489,26,2073,5988,35428,5967,0.0033400133600534404
352,149.358,27,2079,6009,35548,5987,0.003328340822100183
356,152.754,28,2087,6031,35664,6008,0.00331619963521804
360,158.72,29,2093,6052,35784,6028,0.003304692663582287
368,165.673,29,2098,6070,35900,6046,0.0032948929159802307
372,169.06,30,2104,6089,36012,6065,0.003284611594678929
372,171.019,30,2110,6109,36128,6085,0.003273858241938124
376,173.419,31,2116,6129,36244,6104,0.0032631750693424702
376,175.648,32,2123,6152,36360,6126,0.003250975292587776
380,179.827,32,2129,6170,36476,6143,0.0032414910858995136
384,183.028,33,2135,6191,36592,6163,0.0032304958811177516
392,190.683,34,2141,6213,36708,6184,0.003219056816352809
396,195.128,34,2146,6228,36824,6200,0.0032113037893384713
400,197.271,35,2154,6252,36940,6222,0.003198976327575176
400,197.019,35,2161,6271,37056,6241,0.0031892840057407114
404,201.336,36,2168,6291,37172,6261,0.0031791448100460975
404,203.129,31,2176,6310,37292,6283,0.0033280507131537244
404,201.415,21,2184,6320,37412,6303,0.003322784810126582
388,184.829,17,2191,6337,37528,6323,0.003471674293829888
288,84.13,21,2220,6401,37908,6384,0.003436962974535229
312,108.772,22,2227,6426,38040,6408,0.0034235916588857764
320,119.703,23,2234,6448,38160,6429,0.003411910669975186
332,128.55,24,2242,6469,38280,6449,0.0034008347503478127
336,133.469,24,2251,6489,38396,6468,0.0033903529049160116
340,138.836,25,2262,6512,38520,6490,0.0033783783783783786
344,143.142,26,2270,6530,38640,6507,0.0033690658499234303
352,150.906,27,2286,6563,38828,6539,0.0033521255523388696
360,156.859,28,2297,6586,38944,6562,0.0033404190707561495
360,158.722,29,2305,6606,39060,6580,0.003330305782621859
364,161.628,29,2312,6626,39176,6601,0.0033202535466344703
372,170.086,30,2319,6647,39300,6621,0.0033097638032194977
372,170.143,31,2326,6667,39416,6640,0.0032998350082495873
376,172.003,31,2334,6690,39540,6662,0.003288490284005979
376,175.85,32,2339,6706,39652,6678,0.003280644199224575
384,183.121,33,2346,6731,39768,6701,0.0032684593671074135
388,184.34,33,2351,6749,39884,6719,0.0032597421840272634
392,190.679,34,2357,6768,39996,6738,0.0032505910165484633
396,195.256,34,2362,6787,40112,6756,0.0032414910858995136
396,193.932,35,2370,6807,40228,6775,0.0032319670926986926
400,199.637,35,2382,6831,40360,6800,0.00322061191626409
404,203.742,36,2390,6851,40476,6818,0.003211210042329587
408,204.284,36,2398,6870,40588,6838,0.003202328966521106
408,204.419,27,2406,6885,40712,6859,0.003485838779956427
404,200.874,17,2413,6895,40828,6878,0.0036258158085569255
348,144.339,18,2423,6919,40956,6901,0.0036132389073565544
316,114.668,19,2434,6939,41084,6921,0.003602824614497766
312,110.727,20,2442,6963,41204,6943,0.0035904064340083297
316,112.6,21,2448,6981,41320,6961,0.0035811488325454806
320,118.888,22,2455,7002,41436,6981,0.003570408454727221
328,125.312,23,2460,7022,41548,7000,0.0035602392480774707
332,129.648,24,2466,7043,41664,7020,0.0035496237398835724
332,130.5,24,2472,7061,41776,7038,0.003540574989378275
340,136.581,25,2477,7081,41896,7057,0.003530574777573789
340,139.865,26,2483,7100,42008,7075,0.0035211267605633804
348,145.658,27,2489,7122,42124,7096,0.0035102499297950014
352,150.371,27,2495,7143,42236,7116,0.003499930001399972
356,154.193,28,2501,7161,42352,7133,0.003491132523390588
360,158.989,29,2509,7182,42464,7154,0.0034809245335561123
368,164.232,29,2515,7202,42580,7173,0.0034712579838933628
372,169.499,30,2521,7223,42696,7194,0.003461165720614703
376,174.598,31,2526,7241,42808,7210,0.0034525618008562353
380,178.33,31,2534,7261,42924,7231,0.003443051921222972
384,182.669,32,2541,7282,43040,7251,0.0034331227684702005
384,180.656,33,2550,7302,43156,7270,0.003423719528896193
388,184.651,33,2556,7323,43268,7290,0.0034139014065273795
388,187.693,34,2563,7341,43384,7308,0.0034055305816646235
396,193.589,34,2568,7360,43496,7327,0.0033967391304347825
396,195.401,35,2575,7384,43612,7349,0.0033856988082340196
400,197.223,35,2583,7403,43728,7368,0.0033770093205457248
408,204.289,36,2588,7421,43844,7386,0.003368818218568926
408,204.311,31,2596,7436,43956,7404,0.0034965034965034965
408,204.573,22,2602,7445,44072,7422,0.0034922766957689723
376,175.071,18,2613,7461,44188,7443,0.0034847875619890096
328,125.223,20,2625,7489,44328,7468,0.003471758579249566
312,110.984,21,2635,7512,44472,7490,0.003461128860489883
316,115.271,22,2645,7535,44588,7513,0.0034505640345056402
324,123.268,23,2651,7555,44700,7531,0.0034414295168762408
324,123.983,23,2657,7573,44820,7550,0.0034332497028918526
332,128.93,24,2665,7595,44940,7570,0.0034233048057932852
340,139.774,25,2674,7615,45056,7590,0.0034143138542350624
344,142.252,26,2680,7635,45168,7608,0.0034053700065487884
352,148.788,27,2687,7657,45284,7630,0.003395585738539898
356,152.63,27,2694,7676,45400,7648,0.0033871808233454925
356,153.054,28,2700,7696,45516,7668,0.0033783783783783786
360,157.912,29,2705,7715,45632,7685,0.003370058327932599
364,162.043,29,2714,7737,45748,7707,0.003360475636551635
368,164.843,30,2720,7753,45860,7723,0.003353540564942603
380,177.868,31,2730,7774,45976,7743,0.0033444816053511705
380,176.944,31,2740,7796,46092,7764,0.0033350436121087736
384,180.514,32,2749,7815,46208,7783,0.003326935380678183
388,184.007,32,2755,7835,46320,7803,0.003318442884492661
392,191.643,33,2763,7856,46436,7823,0.003309572301425662
396,192.156,34,2769,7876,46552,7842,0.003301168105637379
392,188.775,34,2775,7894,46668,7859,0.0032936407398023817
396,193.391,35,2783,7917,46780,7881,0.003284072249589491
400,197.308,35,2790,7937,46900,7902,0.0032757969005921634
404,200.404,36,2795,7954,47012,7918,0.003268795574553684
408,204.695,36,2801,7974,47128,7938,0.0032605969400551793
408,206.49,37,2808,7995,47240,7957,0.0032520325203252032
412,208.436,37,2814,8015,47356,7977,0.003243917654398004
412,209.563,25,2822,8026,47472,7998,0.00348866184899078
404,203.705,18,2831,8038,47588,8018,0.0034834535954217467
340,139.331,19,2844,8059,47704,8037,0.0034743764735078795
324,122.523,20,2850,8079,47820,8056,0.0034657754672607994
320,118.639,21,2857,8101,47936,8078,0.003456363411924454
324,121.688,22,2862,8119,48052,8094,0.0034487005788890255
324,120.78,23,2868,8140,48168,8114,0.0034398034398034397
328,124.039,23,2874,8160,48280,8135,0.003431372549019608
332,129.225,24,2880,8179,48396,8153,0.0034234013938134245
336,135.924,25,2886,8201,48508,8174,0.003414217778319717
344,140.229,26,2892,8222,48624,8194,0.0034054974458769156
344,142.787,27,2899,8242,48744,8213,0.003397233681145353
352,149.456,27,2906,8265,48884,8235,0.0033877797943133695
356,154.632,28,2911,8283,48996,8253,0.003380417723047205
360,158.504,29,2918,8306,49112,8274,0.0033710570671803513
368,164.533,29,2924,8326,49228,8294,0.0033629594042757626
376,172.079,30,2929,8344,49340,8311,0.003355704697986577
376,174.473,31,2936,8367,49456,8333,0.0033464802199115575
376,174.827,31,2942,8383,49572,8350,0.0033400930454491233
384,181.413,32,2948,8404,49688,8370,0.0033317467872441696
388,184.364,33,2954,8427,49804,8391,0.0033226533760531626
388,185.425,33,2960,8447,49916,8412,0.0033147863146679294
392,191.114,34,2965,8465,50032,8428,0.0033077377436503247
396,192.001,34,2972,8484,50148,8448,0.0033003300330033004
400,196.873,35,2979,8506,50264,8468,0.003291794027745121
400,196.956,35,2986,8527,50376,8489,0.003283687111528087
408,204.013,36,2991,8543,50492,8505,0.0032775371649303524
408,205.77,32,2998,8563,50612,8527,0.003386663552493285
408,204.703,21,3006,8574,50728,8549,0.0033823186377420107
376,172.219,18,3017,8591,50848,8569,0.003375625654754976
328,126.049,19,3027,8609,50964,8587,0.0033685677779068416
312,108.31,21,3041,8646,51172,8622,0.003354152209114041
316,115.704,22,3047,8667,51288,8642,0.0033460251528787356
320,119.94,23,3053,8687,51404,8661,0.003338321630021872
328,124.6,24,3060,8708,51520,8681,0.003330271015158475
332,129.414,24,3067,8728,51636,8701,0.0033226397800183317
340,136.195,25,3072,8746,51752,8718,0.0033158015092613767
340,139.802,26,3079,8769,51868,8740,0.003307104572927358
348,144.389,27,3086,8791,51984,8761,0.003298828347173245
352,148.281,27,3091,8808,52100,8777,0.0032924613987284287
356,154.253,28,3098,8830,52216,8798,0.0032842582106455266
360,157.849,29,3105,8851,52332,8818,0.0032764659360524236
364,163.267,29,3113,8871,52448,8838,0.0032690790215308308
372,169.982,30,3118,8890,52564,8857,0.0032620922384701914
376,172.712,31,3124,8910,52680,8876,0.0032547699214365883
376,173.847,31,3131,8930,52796,8896,0.003247480403135498
380,178.968,32,3137,8951,52912,8916,0.003239861467992403
380,179.462,33,3143,8971,53028,8935,0.0032326385018392597
384,183.353,33,3148,8990,53144,8953,0.0032258064516129032
388,186.374,34,3155,9012,53256,8974,0.0032179316466932977
396,192.533,34,3161,9029,53372,8992,0.003211872854136671
400,196.465,35,3167,9051,53488,9012,0.00320406584907745
400,196.608,35,3175,9072,53604,9033,0.003196649029982363
404,203.865,36,3180,9090,53720,9051,0.00319031903190319
408,205.179,37,3186,9110,53840,9070,0.0031833150384193193
412,209.008,37,3193,9133,53960,9092,0.003175298368553597
408,206.166,30,3201,9149,54076,9113,0.0033883484533828835
408,206.303,21,3207,9158,54192,9131,0.003385018563005023
380,179.296,18,3219,9173,54308,9150,0.0033794832661070535
324,121.373,19,3230,9195,54424,9171,0.0033713974986405654
320,116.854,20,3236,9217,54540,9191,0.0033633503309102746
320,116.839,21,3241,9233,54652,9207,0.0033575219321997185
324,120.594,22,3249,9256,54776,9229,0.003349178910976664
328,124.488,23,3256,9278,54892,9250,0.0033412373356326796
332,131.506,24,3262,9299,55008,9270,0.003333691794816647
340,138.12,25,3268,9321,55124,9290,0.0033258234095054177
340,139.066,25,3273,9337,55240,9306,0.0033201242369069292
352,149.208,26,3279,9356,55356,9325,0.003313381787088499
356,155.1,27,3285,9378,55472,9346,0.003305608871827682
360,156.417,28,3291,9399,55588,9366,0.0032982232152356634
360,159.987,28,3297,9421,55704,9387,0.0032905211760959558
360,159.932,29,3303,9440,55820,9405,0.0032838983050847456
368,164.089,30,3309,9462,55936,9426,0.0032762629465229337
372,171.772,30,3314,9477,56052,9442,0.0032710773451514194
408,145.008,33,3337,9553,56480,9515,0.0032450539097665654
420,174.3,33,3344,9575,56604,9537,0.003237597911227154
432,184.574,34,3351,9597,56732,9557,0.0032301760966968844
424,190.422,35,3359,9622,56872,9581,0.003221783413011848
428,199.407,35,3368,9650,57036,9610,0.003212435233160622
424,204.765,36,3375,9673,57156,9632,0.003204796857231469
424,203.779,36,3381,9690,57272,9648,0.003199174406604747
424,202.914,23,3390,9701,57392,9670,0.0034017111637975467
396,178.801,18,3402,9717,57508,9691,0.0033961099104661933
348,134.687,19,3412,9737,57632,9710,0.0033891342302557258
328,119.89,20,3419,9759,57748,9731,0.003381494005533354
324,117.914,21,3425,9779,57868,9751,0.003374578177727784
324,118.059,22,3435,9800,57988,9771,0.0033673469387755102
324,120.319,22,3443,9820,58104,9790,0.003360488798370672
