rto,rtt,cwnd,segs_in,data_segs_out,lastrcv,delivered,loss_ratio
356,152.879,27,12838,36970,218408,36824,0.003895050040573438
360,157.298,28,12845,36990,218524,36844,0.0038929440389294406
368,164.937,29,12850,37011,218644,36863,0.003890735186836346
364,163.579,29,12857,37029,218760,36882,0.0038888438791217696
372,169.098,30,12863,37050,218876,36902,0.0038866396761133605
376,174.237,31,12868,37068,218996,36918,0.0038847523470378763
380,176.221,31,12876,37091,219112,36941,0.003882343425628859
380,178.426,32,12882,37111,219228,36961,0.0038802511384764624
396,194.331,33,12891,37144,219408,36992,0.0038768037906525953
384,180.202,34,12903,37175,219596,37023,0.0038735709482178885
392,189.641,34,12909,37196,219712,37043,0.0038713840197870737
396,195.205,35,12915,37216,219828,37062,0.003869303525365434
400,198.236,36,12922,37238,219944,37083,0.003867017562704764
404,201.518,36,12927,37254,220064,37099,0.0038653567402158156
404,202.129,25,12936,37265,220184,37120,0.0038910505836575876
392,188.104,18,12946,37280,220300,37141,0.003916309012875536
348,147.727,19,12954,37302,220416,37162,0.003913999249370007
328,126.851,20,12960,37322,220536,37181,0.003911901827340442
324,121.691,20,12965,37340,220656,37200,0.003910016068559186
324,120.811,21,12971,37363,220772,37221,0.003907609132029013
324,120.445,22,12976,37379,220888,37237,0.003905936488402579
324,123.825,23,12983,37404,221004,37260,0.0039033258475029407
332,128.979,24,12990,37422,221120,37278,0.00390144834589279
336,134.856,25,12996,37442,221236,37296,0.0038993643501949683
344,141.85,26,13002,37463,221352,37317,0.0038971785495021754
348,146.407,26,13012,37485,221468,37338,0.003894891289849273
348,147.048,27,13020,37502,221584,37354,0.003893125699962669
356,155.926,28,13030,37524,221704,37375,0.003890843193689372
360,158.68,28,13040,37543,221820,37395,0.0038888740910422714
364,161.087,29,13050,37565,221936,37416,0.003886596565952349
368,166.886,30,13058,37584,222052,37434,0.003884631758194977
368,166.597,30,13065,37604,222168,37454,0.0038825656845016487
376,173.85,31,13071,37627,222284,37475,0.0038801924150211283
380,176.906,32,13079,37647,222400,37495,0.0038781310595797807
384,180.971,32,13086,37669,222516,37516,0.0038758660967904645
388,184.658,33,13091,37686,222632,37532,0.003874117709494242
392,189.265,34,13097,37708,222748,37553,0.0038718574307839183
396,195.115,34,13103,37727,222868,37573,0.0038699074933071804
400,198.035,35,13110,37749,222988,37593,0.0038676521232350524
400,196.741,35,13117,37770,223104,37614,0.003865501720942547
404,203.148,36,13122,37788,223224,37632,0.0038636604212977663
408,205.723,36,13128,37807,223340,37651,0.0038617187293358375
408,205.747,37,13137,37831,223464,37673,0.003859268853585684
404,200.085,26,13146,37841,223580,37692,0.003911101715070955
396,194.079,18,13160,37856,223700,37715,0.003909551986475064
340,139.34,19,13173,37875,223820,37733,0.003907590759075908
316,115.617,20,13182,37897,223936,37754,0.0039053223210280498
316,114.03,21,13191,37915,224052,37772,0.00390346828432019
320,118.453,22,13201,37937,224168,37792,0.003901204628726573
320,119.961,23,13211,37958,224288,37812,0.0038990463143474367
328,124.067,23,13220,37976,224404,37831,0.003897198230461344
356,77.266,26,13250,38041,224756,37892,0.003890539155122105
392,133.664,27,13263,38073,224948,37924,0.003887269193391642
392,147.94,28,13272,38097,225072,37946,0.0038848203270598733
392,156.073,29,13281,38117,225188,37966,0.00388278196080489
400,165.291,29,13291,38138,225308,37986,0.0038806439771356654
396,168.921,30,13298,38158,225428,38005,0.003878609990041407
392,171.18,31,13307,38181,225560,38027,0.0038762735391948875
392,175.448,31,13317,38201,225680,38048,0.003874244129734824
400,182.821,32,13327,38222,225796,38068,0.003872115535555439
396,184.734,33,13334,38242,225912,38086,0.003870090476439517
392,182.998,33,13342,38265,226044,38109,0.003867764275447537
396,187.333,34,13348,38284,226160,38127,0.003865844739316686
404,196.898,35,13358,38318,226360,38161,0.0038624145310298032
404,198.643,35,13364,38338,226472,38181,0.0038603996035265274
404,199.606,36,13372,38359,226588,38201,0.0038582861909851663
404,198.806,36,13380,38379,226708,38221,0.0038562755673675706
408,202.321,26,13389,38393,226832,38243,0.003880915791941239
408,201.684,18,13395,38401,226944,38259,0.0038801072888726856
352,148.208,18,13404,38421,227064,38279,0.0039041149371437495
312,107.45,19,13418,38443,227180,38300,0.0039018807065005334
312,109.508,20,13426,38465,227296,38320,0.003899649031587157
316,111.929,21,13432,38486,227408,38340,0.003897521176531726
316,114.154,22,13438,38502,227524,38356,0.0038959015116097864
324,121.532,23,13445,38524,227640,38377,0.003893676669089399
332,127.827,23,13452,38545,227756,38397,0.0038915553249448697
336,133.392,24,13459,38567,227872,38418,0.0038893354422174396
340,139.168,25,13466,38590,228016,38440,0.0038870173620108835
344,142.722,26,13473,38610,228132,38459,0.003885003885003885
352,148.841,27,13480,38631,228248,38479,0.0038828919779451735
356,155.568,27,13485,38649,228360,38498,0.0038810835985407127
360,158.688,28,13492,38670,228476,38518,0.003878975950349108
364,160.37,29,13499,38692,228592,38539,0.003876770391812261
364,160.367,30,13507,38713,228708,38559,0.0038746674243794075
372,168.76,30,13513,38733,228824,38579,0.003872666718302223
376,174.054,31,13518,38751,228940,38596,0.0038708678485716496
380,177.27,31,13524,38772,229056,38616,0.00386877127824203
380,179.696,32,13531,38794,229172,38637,0.003866577305768933
384,182.711,33,13537,38813,229288,38655,0.0038646845129209286
388,185.192,33,13544,38833,229408,38676,0.003862694100378544
396,192.857,34,13550,38854,229524,38696,0.003860606372574252
396,193.683,34,13557,38875,229644,38716,0.0038585209003215433
396,195.2,35,13564,38897,229760,38737,0.003856338535105535
400,199.964,36,13570,38915,229872,38754,0.0038545547989207248
408,205.49,36,13576,38934,229988,38774,0.003852673755586377
408,205.131,33,13584,38956,230108,38796,0.003901837971044255
404,202.647,25,13589,38963,230224,38811,0.003901136976105536
396,195.394,17,13597,38979,230340,38834,0.003925190487185408
332,129.045,18,13607,38999,230456,38853,0.0039231775173722404
312,110.385,19,13618,39018,230576,38871,0.003921267107488851
316,112.439,20,13625,39039,230696,38892,0.003919157765311611
316,115.04,21,13632,39061,230812,38913,0.003916950410895778
320,117.957,22,13638,39080,230928,38931,0.003915046059365404
328,127.72,23,13645,39102,231044,38952,0.003912843332821851
332,128.465,24,13653,39123,231160,38972,0.003910743041177824
336,135.484,25,13661,39149,231308,38997,0.003908145801936193
340,138.783,26,13669,39172,231456,39019,0.003905851118145614
348,144.414,27,13675,39194,231572,39040,0.0039036587232739706
348,147.164,28,13682,39217,231688,39062,0.0039013693041283115
356,152.527,28,13687,39233,231804,39078,0.0038997782479035506
360,157.171,29,13693,39256,231920,39099,0.003897493376808641
364,163.382,30,13699,39276,232036,39119,0.003895508707607699
372,171.098,30,13706,39296,232152,39138,0.003893526058631922
376,174.867,31,13713,39319,232268,39160,0.00389124850581144
376,175.967,31,13720,39337,232388,39179,0.003889467930955589
384,181.631,32,13726,39356,232504,39197,0.003887590202256327
388,184.972,33,13733,39380,232636,39220,0.0038852209243270697
388,186.161,33,13740,39401,232752,39240,0.0038831501738534556
392,188.132,34,13747,39419,232868,39258,0.003881377000938634
396,194.462,35,13754,39442,232984,39279,0.003879113635211196
404,200.889,35,13760,39462,233100,39299,0.003877147635700167
404,202.943,36,13765,39479,233212,39316,0.003875478102282226
408,205.514,36,13772,39499,233328,39336,0.003873515785209752
408,205.833,37,13780,39522,233444,39357,0.0038712615758311826
408,206.821,37,13786,39540,233560,39375,0.0038694992412746584
404,203.982,29,13795,39555,233676,39395,0.003943875616230565
404,203.443,18,13801,39564,233792,39415,0.003942978465271459
376,172.191,18,13811,39583,233908,39435,0.0039410858196700605
340,138.741,19,13817,39601,234024,39452,0.003939294462261054
324,121.492,20,13823,39623,234140,39472,0.0039371072356964385
324,121.066,21,13829,39643,234252,39492,0.003935120954519083
324,120.523,22,13836,39664,234372,39512,0.003933037515127067
324,122.528,23,13844,39686,234492,39533,0.003930857229249609
336,132.578,24,13854,39717,234676,39563,0.003927789107938666
340,137.682,25,13860,39739,234792,39584,0.003925614635496615
344,141.365,26,13868,39760,234908,39604,0.003923541247484909
348,146.393,27,13873,39780,235028,39623,0.00392156862745098
348,146.073,27,13879,39799,235144,39641,0.003919696474785799
352,150.882,28,13886,39821,235260,39663,0.0039175309510057505
360,157.153,29,13892,39842,235380,39682,0.003915466091059686
364,163.046,30,13899,39864,235496,39704,0.0039133052378085495
372,170.697,30,13906,39885,235616,39725,0.003911244828883039
376,174.083,31,13912,39903,235732,39741,0.003909480490188707
380,177.288,31,13918,39923,235848,39762,0.0039075219798111365
384,182.467,32,13924,39944,235968,39782,0.003905467654716603
384,181.561,33,13932,39966,236084,39803,0.003903317820147125
388,184.099,33,13937,39985,236200,39821,0.0039014630486432413
392,189.802,34,13943,40005,236316,39841,0.0038995125609298836
396,193.741,34,13950,40026,236432,39862,0.003897466646679658
400,196.46,35,13958,40048,236548,39882,0.0038953256092688774
404,201.415,36,13963,40065,236664,39899,0.003893672781729689
408,204.376,36,13970,40087,236780,39921,0.0038915359093970613
408,205.255,34,13977,40107,236896,39941,0.00391452863589897
408,204.971,26,13982,40115,237012,39957,0.003913747974573102
396,195.413,18,13989,40131,237128,39978,0.0039869427624529665
332,128.704,18,14000,40151,237248,39998,0.003984956788124829
316,114.107,19,14010,40171,237364,40018,0.003982972791317119
312,109.81,20,14017,40193,237480,40038,0.0039807926753414775
316,114.615,21,14022,40210,237596,40054,0.003979109674210396
320,117.479,22,14030,40232,237712,40075,0.003976933784052496
328,125.775,23,14037,40253,237832,40095,0.003974859016719251
332,131.9,24,14043,40275,237948,40116,0.003972687771570453
348,146.478,25,14054,40310,238140,40150,0.003969238402381543
340,137.16,26,14061,40330,238272,40169,0.003967270022315894
348,145.793,27,14067,40351,238392,40189,0.0039652053232881465
352,150.626,27,14074,40371,238508,40210,0.003963240940278913
360,156.466,28,14081,40392,238624,40230,0.003961180431768667
360,158.916,29,14090,40414,238740,40251,0.003959024100559212
364,163.044,30,14100,40435,238856,40271,0.003956967973290466
368,166.725,30,14108,40451,238972,40287,0.003955402833057279
372,171.342,31,14118,40474,239092,40308,0.003953155111923704
372,171.439,31,14126,40494,239208,40328,0.003951202647305774
380,178.106,32,14135,40516,239328,40350,0.003949057162602429
384,183.034,33,14141,40535,239444,40367,0.003947206118169483
392,188.639,33,14149,40557,239560,40389,0.003945064970288729
400,197.532,34,14155,40576,239676,40407,0.003943217665615142
404,201.167,34,14161,40594,239792,40426,0.003941469182637828
408,205.826,35,14167,40617,239908,40447,0.003939237265184529
404,203.543,36,14174,40637,240036,40467,0.003937298521052243
404,203.634,28,14181,40649,240152,40485,0.003960737041501636
408,205.028,18,14189,40659,240268,40505,0.003959762906121646
352,148.54,19,14202,40680,240384,40525,0.00395771878072763
324,123.356,20,14210,40702,240500,40546,0.003955579578399096
324,121.384,21,14216,40722,240616,40566,0.003953636854771377
320,117.362,21,14223,40738,240732,40582,0.003952084049290589
320,118.69,22,14230,40759,240852,40602,0.003950047842194362
328,124.776,23,14237,40781,240968,40623,0.003947916922096074
332,131.58,24,14243,40802,241084,40643,0.003945885005636978
340,136.15,25,14249,40824,241200,40664,0.003943758573388203
344,140.553,26,14255,40841,241312,40680,0.003942116990279376
344,143.055,26,14263,40863,241436,40701,0.003939994616156425
352,148.093,27,14270,40884,241548,40721,0.003937970844340084
356,154.044,28,14277,40904,241668,40741,0.003936045374535498
364,160.142,29,14283,40925,241784,40760,0.003934025656689065
368,165.858,29,14290,40945,241900,40780,0.0039321040420075715
372,170.685,30,14295,40965,242016,40799,0.003930184303673868
372,171.699,31,14301,40986,242132,40819,0.003928170594837262
376,174.912,31,14308,41004,242244,40838,0.003926446200370696
380,178.61,32,14316,41027,242360,40860,0.0039242450093840645
380,179.258,32,14323,41047,242480,40879,0.003922332935415499
384,182.765,33,14330,41066,242596,40897,0.0039205181902303606
388,187.269,34,14336,41086,242712,40917,0.003918609745412063
396,193.14,34,14343,41107,242828,40938,0.0039166078770039164
396,194.966,35,14349,41127,242944,40956,0.003914703236316775
396,194.803,35,14356,41145,243060,40975,0.003912990642848463
396,108.598,19,14382,41202,243476,41046,0.003931847968545216
376,108.919,20,14390,41228,243612,41071,0.0039293683904142816
360,110.321,21,14398,41249,243736,41091,0.003927367936192393
356,116.33,22,14405,41269,243852,41110,0.003925464634471395
352,123.93,23,14412,41290,243968,41130,0.0039234681520949385
356,131.489,23,14417,41308,244088,41148,0.003921758497143411
352,133.363,24,14425,41330,244204,41169,0.003919670941204936
352,139.385,25,14431,41351,244316,41189,0.003917680346303596
360,147.844,26,14440,41382,244504,41220,0.0039147455415398
360,152.214,27,14447,41404,244620,41241,0.003912665442952372
364,155.307,28,14453,41425,244736,41261,0.003910681955340977
364,157.455,28,14459,41443,244856,41279,0.0039089834230147434
368,161.831,29,14465,41466,244976,41300,0.003906815222109681
372,167.353,30,14471,41486,245088,41320,0.0039049317842163624
376,171.217,31,14478,41506,245216,41339,0.0039030501614224448
376,173.198,31,14486,41529,245328,41361,0.0039008885357220257
380,177.053,32,14492,41547,245444,41378,0.0038991984980865043
384,182.117,32,14499,41566,245560,41398,0.0038974161574363664
396,192.889,33,14506,41592,245696,41423,0.0038949798038084246
392,190.057,34,14513,41609,245816,41439,0.003893388449614266
400,195.166,34,14520,41629,245932,41459,0.0038915179322107185
404,200.599,35,14526,41654,246044,41482,0.0038891823114226725
400,197.696,35,14532,41672,246160,41500,0.0038875023996928393
404,200.07,31,14540,41687,246276,41518,0.00391009187516492
408,204.271,20,14547,41698,246392,41540,0.003909060386589285
368,163.783,18,14556,41719,246528,41562,0.003931062585392746
316,114.395,19,14571,41742,246656,41585,0.003928896555028509
312,108.688,20,14578,41762,246772,41603,0.003927014989703558
312,111.564,21,14585,41783,246892,41623,0.003925041284733025
320,116.156,22,14591,41803,247008,41643,0.00392316340932469
324,123.688,22,14596,41821,247124,41660,0.0039214748571291935
328,125.69,23,14603,41844,247240,41682,0.003919319376732626
336,134.297,24,14608,41864,247352,41701,0.003917446971144659
340,138.179,25,14616,41885,247468,41721,0.003915482869762445
348,144.71,26,14623,41907,247588,41742,0.003913427351039206
352,148.299,27,14629,41926,247704,41760,0.003911653866335925
352,151.163,27,14637,41946,247824,41781,0.003909788776045392
360,156.716,28,14645,41967,247936,41801,0.0039078323444611245
364,160.817,29,14650,41985,248052,41817,0.0039061569608193404
364,161.363,29,14657,42005,248168,41838,0.0039042971074872037
372,168.829,30,14663,42026,248284,41858,0.003902346166658735
376,173.564,31,14669,42046,248400,41877,0.0039004899395899727
380,177.025,31,14675,42067,248516,41897,0.0038985428007701998
380,176.007,32,14682,42085,248632,41914,0.003896875371272425
384,183.034,33,14689,42108,248752,41936,0.0038947468414553053
388,187.404,33,14695,42128,248868,41956,0.003892897835169009
392,188.056,34,14702,42147,248988,41975,0.0038911429045958195
396,193.992,34,14709,42169,249104,41997,0.003889112855415115
396,194.984,35,14715,42188,249220,42014,0.0038873613349767705
396,195.423,35,14721,42208,249336,42034,0.0038855193328279
400,199.82,31,14728,42225,249452,42054,0.003907637655417406
404,202.695,18,14735,42234,249564,42076,0.003906804943884074
372,171.918,18,14745,42252,249684,42094,0.003905140585061062
328,126.295,19,14755,42272,249800,42114,0.0039032929598788796
324,121.44,21,14762,42299,249948,42138,0.003900801437386227
324,121.772,22,14769,42323,250076,42161,0.0038985894194645937
320,118.36,22,14775,42340,250192,42179,0.003897024090694379
328,124.053,23,14780,42360,250308,42198,0.003895184135977337
328,127.274,24,14788,42381,250420,42218,0.0038932540525235364
336,133.531,25,14794,42401,250544,42237,0.00389141765524398
344,141.043,26,14800,42422,250660,42257,0.003889491301683089
344,143.002,27,14807,42444,250784,42278,0.003887475261521063
348,146.076,27,14814,42467,250900,42300,0.0038853698165634493
356,153.739,28,14821,42485,251016,42318,0.0038837236671766507
360,158.167,29,14826,42506,251132,42337,0.0038818049216581187
364,161.721,29,14833,42528,251248,42359,0.0038797968397291196
372,169.047,30,14838,42546,251364,42376,0.0038781554082639967
376,173.943,31,14845,42569,251480,42398,0.003876060043693768
376,175.837,31,14851,42587,251592,42417,0.003874421771902224
384,181.155,32,14857,42608,251712,42437,0.0038725122042808863
384,181.423,32,14862,42624,251828,42453,0.0038710585585585585
384,183.93,33,14869,42649,251948,42476,0.003868789420619475
388,184.807,34,14874,42667,252064,42494,0.0038671572878336887
392,191.877,34,14881,42686,252180,42513,0.0038654359743241344
400,198.416,35,14888,42710,252296,42535,0.0038632638726293607
400,199.286,35,14893,42726,252412,42552,0.0038618171605111643
408,204.847,36,14900,42749,252524,42574,0.003859739409108985
412,208.728,37,14905,42769,252640,42593,0.003857934485258014
408,207.779,37,14913,42790,252756,42613,0.0038560411311053984
408,206.299,24,14925,42814,252956,42647,0.003923950109777176
400,196.796,18,14933,42827,253072,42666,0.003922759007168375
336,133.463,19,14946,42847,253192,42686,0.003920927952948864
320,117.421,20,14953,42869,253312,42706,0.003918915766637897
316,115.617,21,14960,42889,253428,42726,0.00391708829769871
320,117.256,22,14968,42911,253552,42746,0.003915080049404582
324,121.047,23,14974,42932,253668,42766,0.003913165005124382
324,123.86,23,14979,42948,253784,42783,0.003911707180776753
332,131.352,24,14986,42971,253900,42805,0.003909613460240627
336,134.753,25,14992,42991,254016,42824,0.003907794654695169
340,139.659,26,14998,43010,254132,42842,0.0039060683561962335
348,145.434,27,15004,43032,254252,42863,0.0039040713887339654
348,146.239,27,15011,43053,254368,42883,0.003902167096369591
356,152.488,28,15018,43075,254484,42904,0.0039001741149158444
360,157.932,29,15024,43096,254600,42924,0.0038982736216818265
364,163.35,29,15032,43116,254716,42944,0.003896465349290287
372,169.217,30,15038,43134,254832,42961,0.0038948393378773127
376,174.444,31,15045,43155,254948,42981,0.0038929440389294406
380,177.459,31,15051,43175,255064,43002,0.0038911407064273307
384,182.086,32,15058,43194,255180,43020,0.0038894290873732465
384,180.931,33,15066,43216,255296,43041,0.003887449092928545
384,183.711,33,15073,43237,255412,43061,0.0038855609778661792
392,189.53,34,15079,43257,255528,43081,0.003883764477425619
396,195.142,34,15085,43276,255648,43100,0.003882059340049912
400,198.495,35,15091,43298,255764,43120,0.0038800868400388007
400,199.029,35,15098,43317,255880,43139,0.003878384929704273
408,205.596,36,15104,43337,255996,43159,0.003876595057341302
404,202.956,32,15112,43353,256112,43177,0.0038982308029432795
404,201.255,22,15120,43363,256228,43197,0.0038973318266725086
372,171.21,18,15132,43381,256348,43219,0.003895714713814804
336,133.932,19,15139,43397,256464,43234,0.0038942784063414524
320,117.987,20,15146,43418,256584,43255,0.003892394859274955
316,112.668,22,15159,43459,256804,43294,0.003888722704157942
324,120.759,23,15164,43479,256920,43313,0.003886933922123324
328,125.707,24,15171,43502,257036,43335,0.003884878856144545
336,133.022,25,15177,43522,257152,43353,0.0038830936078305227
340,136.73,25,15183,43540,257268,43372,0.003881488286632981
344,140.198,26,15191,43561,257384,43392,0.0038796170886802417
348,145.8,27,15198,43583,257500,43413,0.003877658720143175
352,151.809,28,15204,43602,257616,43431,0.003875968992248062
360,157.853,28,15210,43622,257732,43450,0.003874191921507496
360,159.048,29,15216,43643,257848,43470,0.003872327750154664
368,166.199,30,15222,43665,257968,43491,0.0038703767319363336
376,173.964,30,15228,43684,258084,43511,0.0038686933431004485
380,176.156,31,15234,43704,258200,43529,0.003866922936115687
380,177.16,32,15240,43725,258316,43550,0.0038650657518582046
384,180.374,32,15247,43745,258432,43570,0.003863298662704309
384,180.765,33,15254,43765,258548,43589,0.003861533188621044
388,185.398,33,15260,43784,258664,43607,0.003859857482185273
388,186.258,34,15268,43806,258780,43628,0.003857919006528786
396,193.934,35,15274,43827,258896,43648,0.003856070458849568
400,199.38,35,15280,43847,259012,43668,0.00385431158346067
404,201.804,36,15286,43866,259128,43687,0.003852642137418502
408,205.953,36,15292,43886,259244,43707,0.003850886387458415
412,208.346,37,15298,43907,259360,43726,0.0038490445714806296
412,210.518,37,15303,43925,259476,43744,0.0038474672737620944
412,208.37,28,15311,43941,259596,43767,0.0038915818939031883
408,206.912,18,15317,43949,259712,43785,0.003890873512480375
372,168.342,17,15324,43969,259832,43805,0.003911846983101731
320,117.367,19,15335,43989,259948,43824,0.0039100684261974585
312,108.221,20,15344,44010,260068,43844,0.003908202681208816
316,113.917,21,15349,44030,260184,43863,0.0039064274358392
316,113.787,22,15356,44051,260300,43883,0.0039045651631063995
324,120.455,22,15363,44073,260416,43904,0.003902616114174211
328,124.358,23,15369,44092,260532,43922,0.0039009344098702714
332,130.346,24,15376,44114,260648,43943,0.0038989889830892688
336,135.581,25,15382,44135,260764,43963,0.0038971337940410106
340,138.64,26,15390,44155,260880,43983,0.0038953685879288867
348,147.906,27,15397,44178,261000,44004,0.0038933405767576624
356,152.208,27,15402,44194,261116,44020,0.0038919310313617235
360,157.515,28,15409,44216,261232,44041,0.0038899945721005973
364,160.458,29,15415,44237,261348,44061,0.0038881479304654475
364,163.299,29,15421,44255,261464,44080,0.003886566489662185
368,166.88,30,15429,44278,261584,44102,0.003884547630877637
372,170.981,31,15434,44296,261700,44119,0.00388296911685028
376,144.844,33,15457,44368,262104,44189,0.003876667868734223
400,175.137,33,15464,44388,262224,44209,0.0038749211498603224
408,188.277,34,15470,44409,262340,44229,0.0038730887883086764
412,195.485,35,15477,44431,262456,44249,0.003871171029236344
416,200.385,36,15489,44466,262660,44284,0.0038681239598794583
412,202.024,36,15496,44486,262776,44303,0.0038663849300903655
420,208.401,37,15501,44505,262892,44321,0.003864734299516908
412,202.611,32,15510,44523,263012,44342,0.003908092446600633
412,203.049,23,15516,44532,263128,44360,0.003907302613850714
392,183.813,18,15527,44549,263252,44382,0.003905811578262138
340,132.662,19,15537,44569,263368,44401,0.0039040588750028048
328,122.206,20,15543,44591,263492,44422,0.0039021327173644907
324,118.013,21,15550,44611,263608,44442,0.0039003833135325366
324,121.572,22,15556,44630,263724,44460,0.0038987228321756668
328,125.754,23,15563,44652,263836,44481,0.0038968019349637194
332,128.566,24,15569,44673,263952,44501,0.003894970116177557
332,129.304,25,15578,44693,264068,44520,0.0038932271272906272
340,136.563,25,15584,44713,264180,44540,0.003891485697671818
344,141.957,26,15590,44735,264296,44560,0.003889571923549793
352,149.44,27,15595,44751,264412,44576,0.0038881812696922972
356,153.555,28,15603,44773,264528,44596,0.0038862707435284656
356,154.518,28,15611,44793,264644,44616,0.0038845355301051505
364,161.805,29,15618,44814,264756,44637,0.0038827152229214085
372,168.269,30,15629,44844,264940,44665,0.00388011774150388
376,172.787,31,15636,44865,265056,44685,0.0038783015713808092
380,176.73,31,15644,44887,265196,44708,0.0038764007396350835
384,181.367,32,15652,44910,265316,44730,0.0038744154976619906
388,184.349,33,15658,44930,265432,44749,0.0038726908524371246
388,186.787,33,15664,44949,265548,44767,0.003871053861042515
392,189.227,34,15672,44971,265672,44788,0.0038691601254141556
400,197.714,34,15678,44994,265804,44812,0.0038671822909721295
400,198.366,36,15696,45039,266064,44855,0.0038633184573369744
408,204.961,33,15706,45068,266240,44885,0.003883021212390166
408,205.326,23,15713,45078,266356,44905,0.0038821598118816275
392,189.53,18,15722,45091,266472,44924,0.003881040562418221
332,128.982,19,15733,45112,266592,44943,0.00387923390672105
324,121.739,20,15739,45134,266708,44964,0.0038773430229981833
324,120.744,21,15745,45154,266824,44984,0.003875625636709926
320,117.469,22,15753,45175,266940,45004,0.00387382401770891
324,123.144,23,15759,45193,267056,45021,0.0038722811054809373
332,128.799,24,15766,45216,267172,45043,0.0038703113941967447
332,131.495,24,15772,45234,267284,45061,0.00386877127824203
340,137.851,25,15778,45256,267400,45082,0.0038668905780449
344,141.203,26,15784,45278,267516,45102,0.003865011705464022
348,145.13,27,15791,45294,267632,45118,0.003863646399081556
352,150.76,27,15797,45314,267748,45138,0.0038619411219490665
356,153.972,28,15804,45338,267864,45160,0.0038598967753319512
360,159.925,29,15809,45357,267980,45178,0.0038582798685980113
368,166.277,30,15816,45379,268096,45199,0.003856409352343595
372,169.233,30,15822,45398,268212,45219,0.003854795365434601
376,174.479,31,15827,45418,268328,45237,0.003853097890704126
380,176.013,31,15834,45436,268444,45256,0.003851571441147988
380,179.204,32,15843,45463,268604,45282,0.0038492840331698303
384,180.509,33,15849,45486,268724,45303,0.003847337642351493
388,185.212,34,15856,45506,268840,45323,0.0038456467279040125
392,190.157,34,15863,45528,268956,45344,0.003843788437884379
400,197.558,35,15868,45547,269072,45362,0.0038421849957187082
400,199.319,35,15875,45565,269188,45381,0.003840667178755624
404,201.926,36,15883,45588,269304,45403,0.003838729490216724
404,203.448,36,15890,45608,269420,45423,0.0038370461322574986
408,204.737,24,15897,45618,269540,45443,0.0038581261782629664
392,190.239,18,15908,45631,269656,45463,0.003857027021104074
336,132.437,19,15920,45650,269772,45480,0.0038554216867469878
320,118.71,20,15928,45671,269888,45501,0.0038536489238247466
320,116.406,21,15934,45689,270004,45518,0.0038521307097988573
320,116.892,22,15941,45710,270120,45538,0.0038503609713410633
324,121.166,23,15947,45732,270236,45559,0.003848508702877635
328,124.612,23,15953,45752,270352,45579,0.003846826368246197
332,129.312,24,15960,45775,270468,45600,0.0038448935008192245
336,134.483,25,15966,45793,270584,45618,0.003843382176315157
344,141.933,26,15972,45814,270700,45638,0.0038416204653599338
344,143.222,27,15979,45834,270816,45657,0.0038399441462669635
348,146.201,27,15986,45855,270932,45677,0.0038381855849961835
356,153.866,28,15992,45877,271052,45698,0.0038363450094818755
360,158.778,29,15998,45896,271164,45716,0.0038347568415548197
364,163.37,29,16005,45916,271280,45736,0.0038330865057931876
372,171.788,30,16012,45937,271396,45757,0.0038313342186037398
376,175.798,31,16017,45954,271512,45773,0.0038299168733951345
380,178.081,31,16023,45976,271628,45794,0.003828084217852793
380,179.219,32,16030,45998,271748,45815,0.0038262533153615376
384,183.462,33,16036,46016,271864,45833,0.0038247566063977748
392,188.323,33,16042,46037,271980,45853,0.0038230119251906076
392,191.368,34,16048,46055,272096,45871,0.0038215177505156878
396,194.052,34,16055,46076,272208,45892,0.0038197760222241513
400,198.202,35,16061,46098,272328,45912,0.0038179530565317366
400,197.358,35,16069,46117,272444,45931,0.0038163800767612812
404,202.962,36,16075,46137,272560,45951,0.0038147257082168325
408,204.768,37,16081,46157,272676,45970,0.003813072773360487
412,208.034,37,16088,46180,272792,45992,0.0038111736682546558
408,207.857,30,16094,46194,272908,46011,0.0038533142832402477
408,206.926,21,16100,46203,273024,46029,0.0038525636863407137
384,183.007,17,16107,46221,273144,46050,0.0038726985569329958
316,115.882,19,16120,46241,273264,46069,0.0038710235505287514
308,107.21,20,16131,46265,273384,46091,0.0038690154544472064
312,111.012,21,16137,46285,273500,46111,0.0038673436318461705
320,116.519,22,16143,46304,273620,46129,0.0038657567380787836
324,121.83,23,16149,46326,273736,46150,0.0038639209083452058
328,127.023,23,16155,46347,273852,46170,0.0038621701512503506
332,130.849,24,16161,46365,273968,46188,0.003860670764585355
336,135.098,25,16168,46390,274088,46211,0.003858590213408062
344,140.685,26,16173,46408,274204,46229,0.0038570936045509395
348,145.781,27,16179,46428,274320,46248,0.0038554320668562074
352,150.667,27,16186,46451,274436,46270,0.0038535230673182493
356,154.941,28,16191,46467,274552,46285,0.0038521961822368563
360,159.004,29,16200,46492,274676,46309,0.0038501247526456163
368,166.504,29,16205,46510,274796,46328,0.0038486347022145774
376,172.409,30,16211,46531,274912,46348,0.0038468977670800112
372,171.027,31,16219,46553,275028,46369,0.003845079801516551
376,174.928,31,16225,46572,275144,46387,0.0038435111225629134
392,189.328,32,16234,46602,275324,46416,0.003841036865370585
380,177.289,33,16245,46629,275472,46442,0.003838812756010208
392,189.816,34,16251,46651,275588,46463,0.003837002422241753
396,195.438,34,16256,46666,275704,46479,0.003835769082415463
400,199.978,35,16263,46690,275820,46501,0.003833797387020775
400,199.465,35,16270,46711,275936,46522,0.003832073815589476
