rto,rtt,cwnd,bytes_sent,bytes_retrans,bytes_acked,segs_out,segs_in,data_segs_out,lastrcv,delivered,loss_ratio
348,147.248,26,0,0,0,0,0,0,0,0,
352,151.154,27,31856,0,30408,22,8,22,120,21,0.0
360,156.566,28,62264,0,59368,43,15,43,240,41,0.0
364,161.077,29,94120,0,88328,65,22,65,356,61,0.0
364,161.336,29,124528,0,118736,86,29,86,472,82,0.0
396,134.309,32,224440,0,215752,155,53,155,876,149,0.0
416,167.745,32,257744,0,249056,178,61,178,1008,172,0.0
420,181.385,33,289600,0,278016,200,68,200,1128,192,0.0
424,186.347,34,320008,0,308424,221,75,221,1244,213,0.0
420,193.575,34,350416,0,337384,242,81,242,1364,233,0.0
420,197.371,35,382272,0,367792,264,87,264,1488,254,0.0
424,203.389,35,405440,0,392408,280,92,280,1604,271,0.0
420,203.836,36,437296,0,419920,302,99,302,1720,292,0.0
412,195.758,26,451776,1448,419920,312,108,312,1840,310,0.3205128205128205
412,195.508,17,470600,2896,419920,325,116,325,1956,331,0.6153846153846154
336,124.551,18,501008,2896,509696,346,129,346,2072,352,0.5780346820809248
324,112.315,19,527072,2896,532864,364,138,364,2192,368,0.5494505494505495
320,111.504,20,564720,2896,569064,390,148,390,2316,393,0.5128205128205128
324,118.073,22,615400,2896,616848,425,161,425,2508,426,0.4705882352941176
328,122.669,23,645808,2896,645808,446,169,446,2624,446,0.4484304932735426
336,130.867,23,668976,2896,668976,462,174,462,2740,462,0.4329004329004329
336,133.435,24,700832,2896,699384,484,183,484,2852,483,0.4132231404958678
340,138.327,25,731240,2896,728344,505,193,505,2968,503,0.39603960396039606
348,144.43,26,760200,2896,755856,525,200,525,3084,522,0.38095238095238093
348,146.399,27,790608,2896,784816,546,207,546,3200,542,0.3663003663003663
352,149.242,27,816672,2896,812328,564,214,564,3316,561,0.3546099290780142
360,155.787,28,847080,2896,841288,585,220,585,3428,581,0.3418803418803419
364,162.623,29,878936,2896,870248,607,226,607,3548,601,0.3294892915980231
364,161.465,29,902104,2896,894864,623,231,623,3660,618,0.32102728731942215
368,166.325,30,935408,2896,926720,646,238,646,3776,640,0.30959752321981426
372,168.116,31,964368,2896,954232,666,244,666,3904,659,0.3003003003003003
376,175.267,31,994776,2896,983192,687,250,687,4028,679,0.2911208151382824
380,179.165,32,1026632,2896,1013600,709,257,709,4144,700,0.2820874471086037
384,180.99,33,1057040,2896,1042560,730,264,730,4272,720,0.273972602739726
388,186.89,33,1086000,2896,1072968,750,271,750,4384,741,0.26666666666666666
392,191.782,34,1116408,2896,1101928,771,278,771,4500,761,0.25940337224383914
396,192.69,34,1142472,2896,1127992,789,284,789,4616,779,0.25348542458808615
400,198.922,35,1175776,2896,1158400,812,290,812,4732,800,0.24630541871921183
404,201.003,36,1207632,2896,1190256,834,297,834,4856,822,0.2398081534772182
408,205.247,36,1232248,2896,1214872,851,302,851,4972,839,0.23501762632197415
408,207.619,34,1259760,4344,1239488,870,308,870,5088,858,0.3448275862068966
408,204.458,23,1274240,5792,1239488,880,315,880,5204,878,0.45454545454545453
392,188.291,18,1295960,5792,1300304,895,325,895,5320,898,0.44692737430167595
332,130.074,19,1326368,5792,1329264,916,337,916,5436,918,0.43668122270742354
324,120.523,20,1355328,5792,1356776,936,343,936,5556,937,0.4273504273504274
320,118.131,21,1385736,5792,1385736,957,349,957,5676,957,0.41797283176593525
320,119.197,22,1417592,5792,1416144,979,355,979,5788,978,0.40858018386108275
324,120.935,23,1448000,5792,1445104,1000,361,1000,5904,998,0.4
328,127.629,23,1471168,5792,1469720,1016,366,1016,6020,1015,0.39370078740157477
336,133.406,24,1501576,5792,1498680,1037,372,1037,6136,1035,0.3857280617164899
340,138.869,25,1530536,5792,1526192,1057,378,1057,6252,1054,0.3784295175023652
344,141.811,26,1559496,5792,1552256,1077,383,1077,6368,1072,0.3714020427112349
348,146.274,26,1587008,5792,1581216,1096,389,1096,6480,1092,0.36496350364963503
352,151.777,27,1615968,5792,1608728,1116,394,1116,6596,1111,0.35842293906810035
356,152.478,28,1649272,5792,1640584,1139,402,1139,6716,1133,0.35118525021949076
360,159.915,29,1678232,5792,1668096,1159,408,1159,6832,1152,0.3451251078515962
368,165.412,29,1708640,5792,1697056,1180,414,1180,6948,1172,0.3389830508474576
368,165.918,30,1737600,5792,1724568,1200,422,1200,7068,1191,0.33333333333333337
376,172.155,31,1768008,5792,1753528,1221,429,1221,7184,1211,0.32760032760032765
380,177.528,31,1799864,5792,1786832,1243,437,1243,7324,1234,0.32180209171359614
380,179.058,32,1833168,5792,1818688,1266,444,1266,7456,1256,0.315955766192733
384,183.287,33,1862128,5792,1844752,1286,450,1286,7568,1274,0.3110419906687403
388,186.38,33,1895432,5792,1878056,1309,458,1309,7684,1297,0.30557677616501144
392,190.169,34,1918600,5792,1901224,1325,463,1325,7800,1313,0.3018867924528302
396,193.411,34,1950456,5792,1931632,1347,470,1347,7916,1334,0.2969561989606533
400,198.998,35,1977968,5792,1957696,1366,475,1366,8032,1352,0.29282576866764276
404,201.315,35,2006928,5792,1986656,1386,481,1386,8144,1372,0.2886002886002886
408,204.381,34,2034440,7240,2006928,1405,488,1405,8260,1391,0.3558718861209964
408,207.699,23,2048920,8688,2006928,1415,494,1415,8376,1411,0.4240282685512367
392,191.072,18,2067744,8688,2041680,1428,504,1428,8492,1429,0.42016806722689076
328,127.437,19,2102496,8688,2102496,1452,518,1452,8616,1452,0.4132231404958678
320,117.842,20,2131456,8688,2130008,1472,524,1472,8728,1471,0.4076086956521739
320,118.457,21,2161864,8688,2158968,1493,530,1493,8844,1491,0.4018754186202277
320,116.443,22,2190824,8688,2186480,1513,537,1513,8964,1510,0.39656311962987445
324,121.945,22,2218336,8688,2215440,1532,543,1532,9080,1530,0.39164490861618795
332,130.819,23,2244400,8688,2238608,1550,548,1550,9192,1546,0.3870967741935484
336,135.889,24,2276256,8688,2269016,1572,554,1572,9308,1567,0.38167938931297707
344,140.249,25,2306664,8688,2297976,1593,560,1593,9424,1587,0.3766478342749529
344,143.129,26,2335624,8688,2325488,1613,566,1613,9540,1606,0.3719776813391197
344,143.397,26,2363136,8688,2354448,1632,573,1632,9656,1626,0.3676470588235294
348,147.6,27,2392096,8688,2381960,1652,580,1652,9768,1645,0.36319612590799033
356,153.001,28,2422504,8688,2410920,1673,586,1673,9888,1665,0.35863717872086076
356,155.891,28,2448568,8688,2436984,1691,591,1691,10000,1683,0.35481963335304556
360,158.541,29,2481872,8688,2467392,1714,597,1714,10116,1704,0.3500583430571762
368,164.655,30,2510832,8688,2496352,1734,603,1734,10232,1724,0.34602076124567477
376,173.161,31,2541240,8688,2523864,1755,608,1755,10348,1743,0.3418803418803419
376,173.056,31,2570200,8688,2552824,1775,614,1775,10472,1763,0.3380281690140845
380,178.031,32,2602056,8688,2583232,1797,621,1797,10588,1784,0.333889816360601
384,183.937,32,2623776,8688,2606400,1812,626,1812,10700,1800,0.33112582781456956
392,190.094,33,2655632,8688,2636808,1834,633,1834,10820,1821,0.3271537622682661
392,191.75,34,2688936,8688,2668664,1857,640,1857,10932,1843,0.32310177705977383
396,193.825,34,2715000,8688,2694728,1875,646,1875,11052,1861,0.32
396,195.812,35,2748304,8688,2725136,1898,652,1898,11164,1882,0.31612223393045313
400,196.41,35,2774368,8688,2751200,1916,658,1916,11280,1900,0.31315240083507306
404,200.698,31,2796088,10136,2762784,1931,666,1931,11396,1918,0.3625064733298809
404,203.736,21,2810568,10136,2762784,1941,672,1941,11516,1938,0.36063884595569295
392,188.281,17,2835184,11584,2762784,1958,678,1958,11632,1958,0.40858018386108275
320,118.262,19,2867040,11584,2865592,1980,690,1980,11748,1979,0.40404040404040403
308,107.318,20,2898896,11584,2894552,2002,699,2002,11864,1999,0.3996003996003996
312,110.502,21,2924960,11584,2920616,2020,706,2020,11980,2017,0.39603960396039606
316,115.758,22,2955368,11584,2949576,2041,712,2041,12092,2037,0.39196472317491426
324,121.222,22,2984328,11584,2977088,2061,718,2061,12208,2056,0.38816108685104317
328,126.804,23,3014736,11584,3006048,2082,724,2082,12324,2076,0.38424591738712777
336,132.883,24,3040800,11584,3030664,2100,730,2100,12440,2093,0.38095238095238093
340,137.471,25,3074104,11584,3062520,2123,737,2123,12556,2115,0.3768252472915685
340,139.903,26,3105960,11584,3092928,2145,744,2145,12672,2136,0.372960372960373
348,144.652,26,3130576,11584,3118992,2162,752,2162,12788,2154,0.37002775208140615
356,152.557,27,3162432,11584,3147952,2184,758,2184,12904,2174,0.3663003663003663
360,157.87,28,3188496,11584,3172568,2202,763,2202,13020,2191,0.36330608537693004
360,159.553,29,3221800,11584,3204424,2225,769,2225,13136,2213,0.3595505617977528
360,159.992,29,3247864,11584,3231936,2243,777,2243,13252,2232,0.3566651805617477
368,164.446,30,3275376,11584,3258000,2262,783,2262,13368,2250,0.3536693191865605
372,171.588,31,3307232,11584,3288408,2284,789,2284,13484,2271,0.3502626970227671
380,176.148,31,3337640,11584,3317368,2305,795,2305,13600,2291,0.3470715835140998
380,176.881,32,3366600,11584,3346328,2325,803,2325,13716,2311,0.34408602150537637
384,183.843,32,3394112,11584,3373840,2344,808,2344,13832,2330,0.3412969283276451
388,186.861,33,3425968,11584,3402800,2366,814,2366,13948,2350,0.33812341504649196
396,193.245,34,3473752,11584,3450584,2399,825,2399,14152,2383,0.3334722801167153
392,188.259,35,3505608,11584,3479544,2421,832,2421,14272,2403,0.3304419661296985
396,194.005,35,3533120,11584,3507056,2440,841,2440,14388,2422,0.32786885245901637
400,198.847,36,3564976,11584,3538912,2462,850,2462,14504,2444,0.3249390739236393
404,202.011,36,3592488,11584,3566424,2481,859,2481,14632,2463,0.32245062474808545
408,206.888,37,3624344,11584,3595384,2503,867,2503,14748,2483,0.31961646024770274
404,200.69,24,3641720,14480,3595384,2515,878,2515,14868,2506,0.3976143141153081
392,189.375,18,3661992,14480,3657648,2529,889,2529,14988,2526,0.39541320680110714
340,139.84,19,3690952,14480,3685160,2549,900,2549,15104,2545,0.3923107100823852
324,123.01,20,3717016,14480,3709776,2567,906,2567,15220,2562,0.38955979742890534
320,119.755,21,3745976,14480,3738736,2587,912,2587,15336,2582,0.3865481252415926
324,120.262,22,3777832,14480,3767696,2609,918,2609,15452,2602,0.3832886163280951
328,124.119,23,3808240,14480,3796656,2630,924,2630,15568,2622,0.38022813688212925
328,126.222,23,3834304,14480,3824168,2648,931,2648,15684,2641,0.3776435045317221
336,132.181,24,3864712,14480,3853128,2669,937,2669,15800,2661,0.37467216185837393
340,138.406,25,3893672,14480,3880640,2689,943,2689,15912,2680,0.3718854592785422
344,143.038,26,3924080,14480,3909600,2710,949,2710,16028,2700,0.36900369003690037
344,143.13,27,3953040,14480,3935664,2730,955,2730,16144,2718,0.3663003663003663
348,147.079,27,3983448,14480,3966072,2751,962,2751,16260,2739,0.3635041802980734
356,152.361,28,4015304,14480,3997928,2773,969,2773,16376,2761,0.3606202668589975
360,156.112,29,4038472,14480,4019648,2789,974,2789,16492,2776,0.35855145213338113
364,161.077,29,4071776,14480,4051504,2812,981,2812,16608,2798,0.35561877667140823
368,167.125,30,4103632,14480,4081912,2834,988,2834,16724,2819,0.35285815102328866
372,168.324,31,4128248,14480,4105080,2851,993,2851,16840,2835,0.350754121360926
376,173.677,31,4157208,14480,4135488,2871,1000,2871,16956,2856,0.34831069313827934
384,181.163,32,4187616,14480,4164448,2892,1006,2892,17072,2876,0.3457814661134163
384,180.529,33,4219472,14480,4193408,2914,1014,2914,17188,2896,0.34317089910775567
384,181.551,33,4244088,14480,4218024,2931,1021,2931,17300,2913,0.34118048447628796
392,188.956,34,4275944,14480,4249880,2953,1028,2953,17416,2935,0.3386386725364037
396,193.638,34,4304904,14480,4277392,2973,1034,2973,17536,2954,0.3363605785401951
396,195.485,35,4335312,14480,4306352,2994,1041,2994,17652,2974,0.33400133600534404
404,201.909,35,4361376,14480,4333864,3012,1047,3012,17768,2993,0.33200531208499334
404,203.394,36,4391784,14480,4362824,3033,1054,3033,17884,3013,0.3297065611605671
404,203.528,33,4422192,15928,4388888,3054,1061,3054,18000,3034,0.3601833660772757
404,201.512,23,4436672,17376,4388888,3064,1067,3064,18116,3054,0.39164490861618795
396,194.212,18,4455496,17376,4448256,3077,1074,3077,18232,3072,0.3899902502437439
356,154.043,19,4481560,17376,4474320,3095,1080,3095,18348,3090,0.3877221324717286
332,128.31,20,4513416,17376,4503280,3117,1086,3117,18464,3110,0.384985563041386
320,119.148,21,4545272,17376,4535136,3139,1093,3139,18580,3132,0.3822873526600828
320,118.252,22,4575680,17376,4564096,3160,1101,3160,18696,3152,0.37974683544303794
324,121.878,23,4604640,17376,4591608,3180,1107,3180,18812,3171,0.37735849056603776
328,124.527,23,4630704,17376,4617672,3198,1112,3198,18928,3189,0.37523452157598497
336,132.927,24,4661112,17376,4646632,3219,1118,3219,19048,3209,0.3727865796831314
384,124.283,27,4774056,17376,4755232,3297,1143,3297,19484,3284,0.3639672429481347
400,137.401,27,4800120,17376,4781296,3315,1148,3315,19600,3302,0.36199095022624433
396,150.5,28,4836320,17376,4816048,3340,1156,3340,19728,3326,0.3592814371257485
396,159.014,29,4863832,17376,4842112,3359,1161,3359,19848,3344,0.3572491813039595
392,164.691,30,4892792,17376,4868176,3379,1167,3379,19960,3362,0.3551346552234389
396,167.589,30,4927544,17376,4902928,3403,1176,3403,20096,3386,0.35263003232441964
400,178.053,31,4960848,17376,4934784,3426,1182,3426,20216,3408,0.3502626970227671
396,179.329,32,4984016,17376,4957952,3442,1188,3442,20332,3424,0.3486345148169669
396,182.694,32,5018768,17376,4991256,3466,1195,3466,20444,3447,0.3462204270051933
396,182.182,33,5057864,17376,5028904,3493,1205,3493,20620,3473,0.34354423131978246
400,190.429,34,5091168,17376,5062208,3516,1212,3516,20752,3496,0.3412969283276451
404,195.206,34,5125920,17376,5096960,3540,1221,3540,20880,3520,0.3389830508474576
408,199.389,35,5156328,17376,5124472,3561,1227,3561,20992,3539,0.33698399326032014
404,198.549,36,5182392,17376,5150536,3579,1234,3579,21108,3557,0.3352891869237217
408,201.174,32,5208456,18824,5173704,3597,1241,3597,21228,3577,0.3614122880177926
408,201.64,22,5222936,18824,5173704,3607,1248,3607,21344,3597,0.3604103132797339
384,178.598,18,5246104,18824,5237416,3623,1260,3623,21464,3617,0.3588186585702457
336,129.787,19,5275064,18824,5266376,3643,1270,3643,21580,3637,0.3568487510293714
328,123.731,20,5302576,18824,5292440,3662,1275,3662,21696,3655,0.354997269251775
316,113.787,21,5334432,18824,5322848,3684,1282,3684,21808,3676,0.3528773072747014
320,116.406,22,5364840,18824,5351808,3705,1289,3705,21924,3696,0.3508771929824561
324,122.745,23,5390904,18824,5376424,3723,1294,3723,22040,3713,0.34918076819769
328,125.46,24,5422760,18824,5405384,3745,1300,3745,22156,3733,0.3471295060080107
332,128.616,24,5448824,18824,5431448,3763,1306,3763,22272,3751,0.34546904065904865
340,137.438,25,5480680,18824,5463304,3785,1314,3785,22388,3773,0.34346103038309117
344,140.519,26,5515432,18824,5495160,3809,1322,3809,22520,3795,0.3412969283276451
352,148.632,27,5548736,18824,5527016,3832,1329,3832,22640,3817,0.33924843423799583
356,152.558,28,5574800,18824,5553080,3850,1335,3850,22756,3835,0.33766233766233766
360,157.578,28,5603760,18824,5580592,3870,1341,3870,22868,3854,0.3359173126614987
360,159.144,29,5637064,18824,5612448,3893,1348,3893,22984,3876,0.33393269971744155
368,164.467,30,5663128,18824,5637064,3911,1353,3911,23100,3893,0.33239580669905394
372,171.704,30,5690640,18824,5666024,3930,1359,3930,23212,3913,0.33078880407124683
380,176.863,31,5722496,18824,5694984,3952,1365,3952,23328,3933,0.3289473684210526
376,175.395,32,5750008,18824,5722496,3971,1372,3971,23444,3952,0.32737345756736336
384,180.604,32,5776072,18824,5748560,3989,1377,3989,23556,3970,0.32589621459012286
384,182.896,33,5809376,18824,5778968,4012,1383,4012,23680,3991,0.3240279162512463
388,184.355,33,5838336,18824,5807928,4032,1389,4032,23792,4011,0.3224206349206349
392,188.754,34,5864400,18824,5832544,4050,1394,4050,23908,4028,0.32098765432098764
396,194.859,34,5891912,18824,5861504,4069,1400,4069,24024,4048,0.3194888178913738
400,198.266,35,5923768,18824,5891912,4091,1407,4091,24140,4069,0.31777071620630654
400,199.442,36,5951280,18824,5917976,4110,1413,4110,24256,4087,0.31630170316301703
404,203.564,36,5983136,18824,5949832,4132,1420,4132,24368,4109,0.3146176185866409
408,204.766,27,5999064,20272,5955624,4143,1427,4143,24484,4127,0.3379193820902728
408,206.502,18,6012096,20272,5955624,4152,1433,4152,24600,4145,0.3371868978805395
352,150.85,19,6041056,20272,6030920,4172,1446,4172,24720,4165,0.33557046979865773
324,122.176,20,6071464,20272,6059880,4193,1454,4193,24836,4185,0.333889816360601
320,117.767,21,6100424,20272,6087392,4213,1460,4213,24948,4204,0.3323047709470686
320,118.684,22,6132280,20272,6116352,4235,1466,4235,25064,4224,0.3305785123966942
320,116.997,22,6156896,20272,6142416,4252,1472,4252,25180,4242,0.3292568203198495
324,123.331,23,6188752,20272,6172824,4274,1479,4274,25296,4263,0.32756200280767434
332,130.839,24,6219160,20272,6201784,4295,1485,4295,25412,4283,0.3259604190919674
336,135.103,25,6251016,20272,6232192,4317,1492,4317,25528,4304,0.3242992819087329
340,139.926,26,6281424,20272,6261152,4338,1498,4338,25644,4324,0.32272936837252186
344,143.72,27,6313280,20272,6291560,4360,1506,4360,25776,4345,0.3211009174311927
356,154.643,28,6352376,20272,6329208,4387,1514,4387,25940,4371,0.31912468657396853
356,153.152,28,6384232,20272,6359616,4409,1520,4409,26060,4392,0.3175323202540259
360,159.859,29,6414640,20272,6388576,4430,1526,4430,26176,4412,0.3160270880361174
368,165.445,30,6443600,20272,6416088,4450,1532,4450,26288,4431,0.3146067415730337
376,173.733,30,6471112,20272,6445048,4469,1538,4469,26404,4451,0.3132691877377489
380,179.93,31,6502968,20272,6474008,4491,1543,4491,26520,4471,0.31173458027165446
376,175.103,32,6530480,20272,6501520,4510,1550,4510,26636,4490,0.31042128603104213
380,179.268,32,6562336,20272,6533376,4532,1559,4532,26772,4512,0.3089143865842895
384,183.232,33,6592744,20272,6560888,4553,1565,4553,26884,4531,0.30748956731825167
392,188.831,33,6621704,20272,6589848,4573,1572,4573,27000,4551,0.3061447627378089
396,192.245,34,6653560,20272,6620256,4595,1579,4595,27116,4572,0.30467899891186073
400,196.621,35,6678176,20272,6643424,4612,1584,4612,27228,4588,0.3035559410234172
404,200.343,35,6707136,20272,6673832,4632,1592,4632,27344,4609,0.30224525043177897
408,206.474,36,6734648,20272,6698448,4651,1597,4651,27460,4626,0.3010105353687379
400,198.616,25,6749128,21720,6698448,4661,1607,4661,27576,4646,0.32181935207037116
400,196.497,18,6767952,21720,6756368,4674,1616,4674,27692,4666,0.3209242618741977
340,139.746,19,6798360,21720,6785328,4695,1628,4695,27808,4686,0.3194888178913738
328,127.553,20,6827320,21720,6812840,4715,1634,4715,27924,4705,0.3181336161187699
320,119.234,21,6857728,21720,6841800,4736,1641,4736,28036,4725,0.31672297297297297
320,119.744,22,6883792,21720,6867864,4754,1647,4754,28152,4743,0.3155237694572991
328,125.29,23,6915648,21720,6896824,4776,1654,4776,28268,4763,0.314070351758794
332,131.554,23,6943160,21720,6924336,4795,1660,4795,28380,4782,0.31282586027111575
336,134.532,24,6975016,21720,6954744,4817,1667,4817,28496,4803,0.3113971351463567
340,137.734,25,6999632,21720,6977912,4834,1672,4834,28612,4819,0.3103020273065784
348,145.757,26,7034384,21720,7011216,4858,1678,4858,28728,4842,0.3087690407575134
348,146.787,26,7056104,21720,7034384,4873,1683,4873,28840,4858,0.3078185922429715
356,152.683,27,7087960,21720,7064792,4895,1689,4895,28956,4879,0.30643513789581206
360,156.721,28,7118368,21720,7093752,4916,1695,4916,29072,4899,0.30512611879576895
364,161.089,29,7150224,21720,7122712,4938,1701,4938,29184,4919,0.3037667071688943
364,162.36,29,7176288,21720,7150224,4956,1708,4956,29300,4938,0.3026634382566586
372,169.416,30,7203800,21720,7176288,4975,1713,4975,29416,4956,0.3015075376884422
372,170.378,31,7232760,21720,7203800,4995,1720,4995,29528,4975,0.3003003003003003
376,175.413,31,7263168,21720,7232760,5016,1726,5016,29644,4995,0.29904306220095694
380,179.413,32,7292128,21720,7260272,5036,1733,5036,29768,5014,0.2978554408260524
384,182.883,32,7316744,21720,7286336,5053,1739,5053,29880,5032,0.29685335444290517
388,187.183,33,7351496,21720,7318192,5077,1746,5077,29996,5054,0.29545006893834946
392,190.661,34,7379008,21720,7345704,5096,1751,5096,30112,5073,0.29434850863422296
396,192.069,34,7409416,21720,7374664,5117,1758,5117,30232,5093,0.293140512018761
396,194.793,35,7438376,21720,7402176,5137,1765,5137,30348,5112,0.29199922133540973
404,200.879,35,7467336,21720,7432584,5157,1772,5157,30464,5133,0.29086678301337987
408,205.293,36,7493400,21720,7455752,5175,1777,5175,30576,5149,0.2898550724637681
404,202.132,25,7510776,23168,7457200,5187,1786,5187,30696,5171,0.3084634663582032
388,187.419,18,7532496,24616,7497744,5202,1797,5202,30812,5192,0.32679738562091504
328,127.668,18,7560008,24616,7546976,5221,1811,5221,30928,5212,0.32560812104960735
324,120.869,19,7588968,24616,7574488,5241,1817,5241,31044,5231,0.32436557908796027
320,116.436,20,7617928,24616,7600552,5261,1822,5261,31160,5249,0.3231324843185706
320,118.956,21,7648336,24616,7629512,5282,1829,5282,31276,5269,0.3218477849299508
320,119.725,22,7677296,24616,7657024,5302,1837,5302,31392,5288,0.3206337231233497
328,124.578,23,7707704,24616,7685984,5323,1844,5323,31508,5308,0.319368777005448
336,132.89,24,7739560,24616,7716392,5345,1850,5345,31628,5329,0.31805425631431244
336,135.558,25,7769968,24616,7745352,5366,1858,5366,31744,5349,0.31680954155795754
344,141.025,25,7793136,24616,7768520,5382,1863,5382,31860,5365,0.315867707172055
348,147.757,26,7824992,24616,7798928,5404,1869,5404,31976,5386,0.3145817912657291
356,153.058,27,7855400,24616,7827888,5425,1875,5425,32092,5406,0.31336405529953915
360,156.808,28,7887256,24616,7858296,5447,1881,5447,32208,5427,0.3120984027905269
360,157.087,28,7914768,24616,7887256,5466,1888,5466,32324,5447,0.3110135382363703
364,163.984,29,7943728,24616,7914768,5486,1894,5486,32440,5466,0.3098796937659497
372,170.128,30,7991512,24616,7961104,5519,1905,5519,32628,5498,0.3080268164522558
364,160.866,31,8020472,24616,7988616,5539,1912,5539,32760,5517,0.3069146055244629
372,168.288,31,8050880,24616,8019024,5560,1919,5560,32876,5538,0.3057553956834532
376,173.908,32,8082736,24616,8047984,5582,1926,5582,32992,5558,0.3045503403797922
388,185.238,33,8113144,24616,8076944,5603,1933,5603,33108,5578,0.303408888095663
388,187.515,33,8136312,24616,8100112,5619,1939,5619,33224,5594,0.30254493682149847
392,191.798,34,8166720,24616,8130520,5640,1946,5640,33340,5615,0.30141843971631205
400,196.224,34,8195680,24616,8159480,5660,1952,5660,33456,5635,0.3003533568904594
400,196.8,35,8228984,24616,8189888,5683,1960,5683,33576,5656,0.2991377793418969
400,198.089,35,8255048,24616,8215952,5701,1967,5701,33692,5674,0.2981932994211542
408,205.132,36,8286904,24616,8246360,5723,1974,5723,33808,5695,0.2970470033199371
408,205.332,37,8314416,24616,8272424,5742,1980,5742,33924,5713,0.2960640891675374
408,206.586,33,8339032,27512,8289800,5759,1987,5759,34040,5732,0.32991838860913353
408,204.685,23,8353512,27512,8289800,5769,1994,5769,34152,5752,0.3293465071936211
392,191.228,17,8375232,28960,8289800,5784,2001,5784,34268,5772,0.3457814661134163
324,123.919,18,8404192,28960,8385368,5804,2012,5804,34384,5791,0.34458993797381116
312,110.386,20,8434600,28960,8414328,5825,2023,5825,34504,5811,0.34334763948497854
316,114.908,21,8466456,28960,8444736,5847,2029,5847,34620,5832,0.34205575508807934
316,114.885,22,8496864,28960,8473696,5868,2035,5868,34736,5852,0.34083162917518744
316,114.339,22,8522928,28960,8498312,5886,2042,5886,34852,5869,0.33978933061501865
324,122.835,23,8556232,28960,8530168,5909,2049,5909,34968,5891,0.33846674564224066
332,131.102,24,8579400,28960,8553336,5925,2054,5925,35080,5907,0.33755274261603374
340,136.167,25,8611256,28960,8583744,5947,2060,5947,35196,5928,0.3363040188330251
340,137.149,26,8641664,28960,8612704,5968,2068,5968,35312,5948,0.3351206434316354
344,142.489,26,8670624,28960,8640216,5988,2073,5988,35428,5967,0.33400133600534404
352,149.358,27,8701032,28960,8669176,6009,2079,6009,35548,5987,0.3328340822100183
356,152.754,28,8732888,28960,8699584,6031,2087,6031,35664,6008,0.331619963521804
360,158.72,29,8763296,28960,8728544,6052,2093,6052,35784,6028,0.3304692663582287
368,165.673,29,8789360,28960,8754608,6070,2098,6070,35900,6046,0.3294892915980231
372,169.06,30,8816872,28960,8782120,6089,2104,6089,36012,6065,0.3284611594678929
372,171.019,30,8845832,28960,8811080,6109,2110,6109,36128,6085,0.3273858241938124
376,173.419,31,8874792,28960,8838592,6129,2116,6129,36244,6104,0.32631750693424705
376,175.648,32,8908096,28960,8870448,6152,2123,6152,36360,6126,0.3250975292587776
380,179.827,32,8934160,28960,8895064,6170,2129,6170,36476,6143,0.3241491085899514
384,183.028,33,8964568,28960,8924024,6191,2135,6191,36592,6163,0.32304958811177514
392,190.683,34,8996424,28960,8954432,6213,2141,6213,36708,6184,0.3219056816352809
396,195.128,34,9018144,28960,8977600,6228,2146,6228,36824,6200,0.3211303789338471
400,197.271,35,9052896,28960,9009456,6252,2154,6252,36940,6222,0.3198976327575176
400,197.019,35,9080408,28960,9036968,6271,2161,6271,37056,6241,0.3189284005740711
404,201.336,36,9109368,28960,9065928,6291,2168,6291,37172,6261,0.31791448100460973
404,203.129,31,9136880,30408,9083304,6310,2176,6310,37292,6283,0.33280507131537246
404,201.415,21,9151360,30408,9083304,6320,2184,6320,37412,6303,0.3322784810126582
388,184.829,17,9175976,31856,9083304,6337,2191,6337,37528,6323,0.3471674293829888
288,84.13,21,9268648,31856,9244032,6401,2220,6401,37908,6384,0.3436962974535229
312,108.772,22,9304848,31856,9278784,6426,2227,6426,38040,6408,0.3423591658885776
320,119.703,23,9336704,31856,9309192,6448,2234,6448,38160,6429,0.3411910669975186
332,128.55,24,9367112,31856,9338152,6469,2242,6469,38280,6449,0.34008347503478126
336,133.469,24,9396072,31856,9365664,6489,2251,6489,38396,6468,0.33903529049160114
340,138.836,25,9429376,31856,9397520,6512,2262,6512,38520,6490,0.33783783783783783
344,143.142,26,9455440,31856,9422136,6530,2270,6530,38640,6507,0.33690658499234305
352,150.906,27,9503224,31856,9468472,6563,2286,6563,38828,6539,0.33521255523388693
360,156.859,28,9536528,31856,9501776,6586,2297,6586,38944,6562,0.33404190707561493
360,158.722,29,9565488,31856,9527840,6606,2305,6606,39060,6580,0.3330305782621859
364,161.628,29,9594448,31856,9558248,6626,2312,6626,39176,6601,0.332025354663447
372,170.086,30,9624856,31856,9587208,6647,2319,6647,39300,6621,0.33097638032194976
372,170.143,31,9653816,31856,9614720,6667,2326,6667,39416,6640,0.32998350082495875
376,172.003,31,9687120,31856,9646576,6690,2334,6690,39540,6662,0.32884902840059793
376,175.85,32,9710288,31856,9669744,6706,2339,6706,39652,6678,0.3280644199224575
384,183.121,33,9746488,31856,9703048,6731,2346,6731,39768,6701,0.32684593671074136
388,184.34,33,9772552,31856,9729112,6749,2351,6749,39884,6719,0.32597421840272633
392,190.679,34,9800064,31856,9756624,6768,2357,6768,39996,6738,0.3250591016548463
396,195.256,34,9827576,31856,9782688,6787,2362,6787,40112,6756,0.3241491085899514
396,193.932,35,9856536,31856,9810200,6807,2370,6807,40228,6775,0.32319670926986926
