rto,rtt,cwnd,bytes_sent,bytes_retrans,bytes_acked,segs_out,segs_in,data_segs_out,lastrcv,delivered,loss_ratio
348,144.71,26,60681336,237472,60442416,41907,14623,41907,247588,41742,0.3913427351039206
352,148.299,27,60708848,237472,60468480,41926,14629,41926,247704,41760,0.3911653866335925
352,151.163,27,60737808,237472,60498888,41946,14637,41946,247824,41781,0.3909788776045392
360,156.716,28,60768216,237472,60527848,41967,14645,41967,247936,41801,0.39078323444611246
364,160.817,29,60794280,237472,60551016,41985,14650,41985,248052,41817,0.390615696081934
364,161.363,29,60823240,237472,60581424,42005,14657,42005,248168,41838,0.39042971074872035
372,168.829,30,60853648,237472,60610384,42026,14663,42026,248284,41858,0.3902346166658735
376,173.564,31,60882608,237472,60637896,42046,14669,42046,248400,41877,0.3900489939589973
380,177.025,31,60913016,237472,60666856,42067,14675,42067,248516,41897,0.38985428007702
380,176.007,32,60939080,237472,60691472,42085,14682,42085,248632,41914,0.38968753712724247
384,183.034,33,60972384,237472,60723328,42108,14689,42108,248752,41936,0.38947468414553055
388,187.404,33,61001344,237472,60752288,42128,14695,42128,248868,41956,0.38928978351690086
392,188.056,34,61028856,237472,60779800,42147,14702,42147,248988,41975,0.38911429045958196
396,193.992,34,61060712,237472,60811656,42169,14709,42169,249104,41997,0.3889112855415115
396,194.984,35,61088224,237472,60836272,42188,14715,42188,249220,42014,0.38873613349767705
396,195.423,35,61117184,237472,60865232,42208,14721,42208,249336,42034,0.38855193328279
400,199.82,31,61141800,238920,60885504,42225,14728,42225,249452,42054,0.39076376554174064
404,202.695,18,61154832,238920,60885504,42234,14735,42234,249564,42076,0.3906804943884074
372,171.918,18,61180896,238920,60952112,42252,14745,42252,249684,42094,0.3905140585061062
328,126.295,19,61209856,238920,60981072,42272,14755,42272,249800,42114,0.39032929598788796
324,121.44,21,61248952,238920,61015824,42299,14762,42299,249948,42138,0.39008014373862265
324,121.772,22,61283704,238920,61049128,42323,14769,42323,250076,42161,0.38985894194645937
320,118.36,22,61308320,238920,61075192,42340,14775,42340,250192,42179,0.38970240906943787
328,124.053,23,61337280,238920,61102704,42360,14780,42360,250308,42198,0.3895184135977337
328,127.274,24,61367688,238920,61131664,42381,14788,42381,250420,42218,0.38932540525235365
336,133.531,25,61396648,238920,61159176,42401,14794,42401,250544,42237,0.389141765524398
344,141.043,26,61427056,238920,61188136,42422,14800,42422,250660,42257,0.3889491301683089
344,143.002,27,61458912,238920,61218544,42444,14807,42444,250784,42278,0.3887475261521063
348,146.076,27,61492216,238920,61250400,42467,14814,42467,250900,42300,0.3885369816563449
356,153.739,28,61518280,238920,61276464,42485,14821,42485,251016,42318,0.38837236671766506
360,158.167,29,61548688,238920,61303976,42506,14826,42506,251132,42337,0.38818049216581185
364,161.721,29,61580544,238920,61335832,42528,14833,42528,251248,42359,0.38797968397291194
372,169.047,30,61606608,238920,61360448,42546,14838,42546,251364,42376,0.3878155408263997
376,173.943,31,61639912,238920,61392304,42569,14845,42569,251480,42398,0.3876060043693768
376,175.837,31,61665976,238920,61419816,42587,14851,42587,251592,42417,0.3874421771902224
384,181.155,32,61696384,238920,61448776,42608,14857,42608,251712,42437,0.3872512204280886
384,181.423,32,61719552,238920,61471944,42624,14862,42624,251828,42453,0.38710585585585583
384,183.93,33,61755752,238920,61505248,42649,14869,42649,251948,42476,0.3868789420619475
388,184.807,34,61781816,238920,61531312,42667,14874,42667,252064,42494,0.38671572878336885
392,191.877,34,61809328,238920,61558824,42686,14881,42686,252180,42513,0.38654359743241345
400,198.416,35,61844080,238920,61590680,42710,14888,42710,252296,42535,0.38632638726293606
400,199.286,35,61867248,238920,61615296,42726,14893,42726,252412,42552,0.38618171605111645
408,204.847,36,61900552,238920,61647152,42749,14900,42749,252524,42574,0.3859739409108985
412,208.728,37,61929512,238920,61674664,42769,14905,42769,252640,42593,0.3857934485258014
408,207.779,37,61959920,238920,61703624,42790,14913,42790,252756,42613,0.3856041131105398
408,206.299,24,61994672,243264,61723896,42814,14925,42814,252956,42647,0.39239501097771756
400,196.796,18,62013496,243264,61780368,42827,14933,42827,253072,42666,0.3922759007168375
336,133.463,19,62042456,243264,61809328,42847,14946,42847,253192,42686,0.39209279529488644
320,117.421,20,62074312,243264,61838288,42869,14953,42869,253312,42706,0.39189157666378965
316,115.617,21,62103272,243264,61867248,42889,14960,42889,253428,42726,0.39170882976987104
320,117.256,22,62135128,243264,61896208,42911,14968,42911,253552,42746,0.3915080049404582
324,121.047,23,62165536,243264,61925168,42932,14974,42932,253668,42766,0.3913165005124382
324,123.86,23,62188704,243264,61949784,42948,14979,42948,253784,42783,0.39117071807767534
332,131.352,24,62222008,243264,61981640,42971,14986,42971,253900,42805,0.3909613460240627
336,134.753,25,62250968,243264,62009152,42991,14992,42991,254016,42824,0.39077946546951686
340,139.659,26,62278480,243264,62035216,43010,14998,43010,254132,42842,0.39060683561962334
348,145.434,27,62310336,243264,62065624,43032,15004,43032,254252,42863,0.39040713887339656
348,146.239,27,62340744,243264,62094584,43053,15011,43053,254368,42883,0.3902167096369591
356,152.488,28,62372600,243264,62124992,43075,15018,43075,254484,42904,0.3900174114915844
360,157.932,29,62403008,243264,62153952,43096,15024,43096,254600,42924,0.38982736216818265
364,163.35,29,62431968,243264,62182912,43116,15032,43116,254716,42944,0.3896465349290287
372,169.217,30,62458032,243264,62207528,43134,15038,43134,254832,42961,0.3894839337877313
376,174.444,31,62488440,243264,62236488,43155,15045,43155,254948,42981,0.38929440389294406
380,177.459,31,62517400,243264,62266896,43175,15051,43175,255064,43002,0.38911407064273307
384,182.086,32,62544912,243264,62292960,43194,15058,43194,255180,43020,0.3889429087373246
384,180.931,33,62576768,243264,62323368,43216,15066,43216,255296,43041,0.3887449092928545
384,183.711,33,62607176,243264,62352328,43237,15073,43237,255412,43061,0.3885560977866179
392,189.53,34,62636136,243264,62381288,43257,15079,43257,255528,43081,0.3883764477425619
396,195.142,34,62663648,243264,62408800,43276,15085,43276,255648,43100,0.3882059340049912
400,198.495,35,62695504,243264,62437760,43298,15091,43298,255764,43120,0.38800868400388006
400,199.029,35,62723016,243264,62465272,43317,15098,43317,255880,43139,0.38783849297042733
408,205.596,36,62751976,243264,62494232,43337,15104,43337,255996,43159,0.3876595057341302
404,202.956,32,62775144,244712,62514504,43353,15112,43353,256112,43177,0.38982308029432794
404,201.255,22,62789624,244712,62514504,43363,15120,43363,256228,43197,0.3897331826672509
372,171.21,18,62815688,244712,62581112,43381,15132,43381,256348,43219,0.3895714713814804
336,133.932,19,62838856,244712,62602832,43397,15139,43397,256464,43234,0.38942784063414526
320,117.987,20,62869264,244712,62633240,43418,15146,43418,256584,43255,0.3892394859274955
316,112.668,22,62928632,244712,62689712,43459,15159,43459,256804,43294,0.3888722704157942
324,120.759,23,62957592,244712,62717224,43479,15164,43479,256920,43313,0.3886933922123324
328,125.707,24,62990896,244712,62749080,43502,15171,43502,257036,43335,0.3884878856144545
336,133.022,25,63019856,244712,62775144,43522,15177,43522,257152,43353,0.3883093607830523
340,136.73,25,63045920,244712,62802656,43540,15183,43540,257268,43372,0.3881488286632981
344,140.198,26,63076328,244712,62831616,43561,15191,43561,257384,43392,0.38796170886802417
348,145.8,27,63108184,244712,62862024,43583,15198,43583,257500,43413,0.3877658720143175
352,151.809,28,63135696,244712,62888088,43602,15204,43602,257616,43431,0.3875968992248062
360,157.853,28,63164656,244712,62915600,43622,15210,43622,257732,43450,0.3874191921507496
360,159.048,29,63195064,244712,62944560,43643,15216,43643,257848,43470,0.38723277501546643
368,166.199,30,63226920,244712,62974968,43665,15222,43665,257968,43491,0.38703767319363336
376,173.964,30,63254432,244712,63003928,43684,15228,43684,258084,43511,0.38686933431004483
380,176.156,31,63283392,244712,63029992,43704,15234,43704,258200,43529,0.3866922936115687
380,177.16,32,63313800,244712,63060400,43725,15240,43725,258316,43550,0.38650657518582043
384,180.374,32,63342760,244712,63089360,43745,15247,43745,258432,43570,0.3863298662704309
384,180.765,33,63371720,244712,63116872,43765,15254,43765,258548,43589,0.3861533188621044
388,185.398,33,63399232,244712,63142936,43784,15260,43784,258664,43607,0.3859857482185273
388,186.258,34,63431088,244712,63173344,43806,15268,43806,258780,43628,0.3857919006528786
396,193.934,35,63461496,244712,63202304,43827,15274,43827,258896,43648,0.38560704588495676
400,199.38,35,63490456,244712,63231264,43847,15280,43847,259012,43668,0.385431158346067
404,201.804,36,63517968,244712,63258776,43866,15286,43866,259128,43687,0.38526421374185016
408,205.953,36,63546928,244712,63287736,43886,15292,43886,259244,43707,0.38508863874584154
412,208.346,37,63577336,244712,63315248,43907,15298,43907,259360,43726,0.384904457148063
412,210.518,37,63603400,244712,63341312,43925,15303,43925,259476,43744,0.38474672737620946
412,208.37,28,63626568,247608,63350000,43941,15311,43941,259596,43767,0.3891581893903188
408,206.912,18,63638152,247608,63350000,43949,15317,43949,259712,43785,0.3890873512480375
372,168.342,17,63667112,249056,63350000,43969,15324,43969,259832,43805,0.3911846983101731
320,117.367,19,63696072,249056,63457152,43989,15335,43989,259948,43824,0.39100684261974583
312,108.221,20,63726480,249056,63486112,44010,15344,44010,260068,43844,0.3908202681208816
316,113.917,21,63755440,249056,63513624,44030,15349,44030,260184,43863,0.39064274358392004
316,113.787,22,63785848,249056,63542584,44051,15356,44051,260300,43883,0.39045651631063993
324,120.455,22,63817704,249056,63572992,44073,15363,44073,260416,43904,0.3902616114174211
328,124.358,23,63845216,249056,63599056,44092,15369,44092,260532,43922,0.39009344098702714
332,130.346,24,63877072,249056,63629464,44114,15376,44114,260648,43943,0.3898988983089269
336,135.581,25,63907480,249056,63658424,44135,15382,44135,260764,43963,0.38971337940410106
340,138.64,26,63936440,249056,63687384,44155,15390,44155,260880,43983,0.3895368587928887
348,147.906,27,63969744,249056,63717792,44178,15397,44178,261000,44004,0.38933405767576623
356,152.208,27,63992912,249056,63740960,44194,15402,44194,261116,44020,0.38919310313617234
360,157.515,28,64024768,249056,63771368,44216,15409,44216,261232,44041,0.38899945721005974
364,160.458,29,64055176,249056,63800328,44237,15415,44237,261348,44061,0.38881479304654476
364,163.299,29,64081240,249056,63827840,44255,15421,44255,261464,44080,0.3886566489662185
368,166.88,30,64114544,249056,63859696,44278,15429,44278,261584,44102,0.3884547630877637
372,170.981,31,64140608,249056,63884312,44296,15434,44296,261700,44119,0.388296911685028
376,144.844,33,64244864,249056,63985672,44368,15457,44368,262104,44189,0.38766678687342226
400,175.137,33,64273824,249056,64014632,44388,15464,44388,262224,44209,0.38749211498603225
408,188.277,34,64304232,249056,64043592,44409,15470,44409,262340,44229,0.3873088788308676
412,195.485,35,64336088,249056,64072552,44431,15477,44431,262456,44249,0.3871171029236344
416,200.385,36,64386768,249056,64123232,44466,15489,44466,262660,44284,0.3868123959879458
412,202.024,36,64415728,249056,64150744,44486,15496,44486,262776,44303,0.3866384930090365
420,208.401,37,64443240,249056,64176808,44505,15501,44505,262892,44321,0.3864734299516908
412,202.611,32,64469304,251952,64197080,44523,15510,44523,263012,44342,0.39080924466006334
412,203.049,23,64482336,251952,64197080,44532,15516,44532,263128,44360,0.3907302613850714
392,183.813,18,64506952,251952,64265136,44549,15527,44549,263252,44382,0.39058115782621383
340,132.662,19,64535912,251952,64292648,44569,15537,44569,263368,44401,0.3904058875002805
328,122.206,20,64567768,251952,64323056,44591,15543,44591,263492,44422,0.3902132717364491
324,118.013,21,64596728,251952,64352016,44611,15550,44611,263608,44442,0.39003833135325366
324,121.572,22,64624240,251952,64378080,44630,15556,44630,263724,44460,0.3898722832175667
328,125.754,23,64656096,251952,64408488,44652,15563,44652,263836,44481,0.38968019349637195
332,128.566,24,64686504,251952,64437448,44673,15569,44673,263952,44501,0.3894970116177557
332,129.304,25,64715464,251952,64464960,44693,15578,44693,264068,44520,0.3893227127290627
340,136.563,25,64744424,251952,64493920,44713,15584,44713,264180,44540,0.3891485697671818
344,141.957,26,64776280,251952,64522880,44735,15590,44735,264296,44560,0.38895719235497933
352,149.44,27,64799448,251952,64546048,44751,15595,44751,264412,44576,0.38881812696922974
356,153.555,28,64831304,251952,64575008,44773,15603,44773,264528,44596,0.38862707435284655
356,154.518,28,64860264,251952,64603968,44793,15611,44793,264644,44616,0.38845355301051504
364,161.805,29,64890672,251952,64634376,44814,15618,44814,264756,44637,0.38827152229214085
372,168.269,30,64934112,251952,64674920,44844,15629,44844,264940,44665,0.388011774150388
376,172.787,31,64964520,251952,64703880,44865,15636,44865,265056,44685,0.38783015713808094
380,176.73,31,64996376,251952,64737184,44887,15644,44887,265196,44708,0.38764007396350836
384,181.367,32,65029680,251952,64769040,44910,15652,44910,265316,44730,0.38744154976619904
388,184.349,33,65058640,251952,64796552,44930,15658,44930,265432,44749,0.38726908524371245
388,186.787,33,65086152,251952,64822616,44949,15664,44949,265548,44767,0.3871053861042515
392,189.227,34,65118008,251952,64853024,44971,15672,44971,265672,44788,0.38691601254141555
400,197.714,34,65151312,251952,64887776,44994,15678,44994,265804,44812,0.38671822909721293
400,198.366,36,65216472,251952,64950040,45039,15696,45039,266064,44855,0.38633184573369744
408,204.961,33,65258464,253400,64990584,45068,15706,45068,266240,44885,0.38830212123901664
408,205.326,23,65272944,253400,64990584,45078,15713,45078,266356,44905,0.38821598118816275
392,189.53,18,65291768,253400,65049952,45091,15722,45091,266472,44924,0.3881040562418221
332,128.982,19,65322176,253400,65077464,45112,15733,45112,266592,44943,0.387923390672105
324,121.739,20,65354032,253400,65107872,45134,15739,45134,266708,44964,0.3877343022998183
324,120.744,21,65382992,253400,65136832,45154,15745,45154,266824,44984,0.38756256367099257
320,117.469,22,65413400,253400,65165792,45175,15753,45175,266940,45004,0.387382401770891
324,123.144,23,65439464,253400,65190408,45193,15759,45193,267056,45021,0.38722811054809375
332,128.799,24,65472768,253400,65222264,45216,15766,45216,267172,45043,0.3870311394196745
332,131.495,24,65498832,253400,65248328,45234,15772,45234,267284,45061,0.386877127824203
340,137.851,25,65530688,253400,65278736,45256,15778,45256,267400,45082,0.38668905780449003
344,141.203,26,65562544,253400,65307696,45278,15784,45278,267516,45102,0.3865011705464022
348,145.13,27,65585712,253400,65330864,45294,15791,45294,267632,45118,0.3863646399081556
352,150.76,27,65614672,253400,65359824,45314,15797,45314,267748,45138,0.3861941121949067
356,153.972,28,65649424,253400,65391680,45338,15804,45338,267864,45160,0.38598967753319513
360,159.925,29,65676936,253400,65417744,45357,15809,45357,267980,45178,0.38582798685980113
368,166.277,30,65708792,253400,65448152,45379,15816,45379,268096,45199,0.3856409352343595
372,169.233,30,65736304,253400,65477112,45398,15822,45398,268212,45219,0.38547953654346007
376,174.479,31,65765264,253400,65503176,45418,15827,45418,268328,45237,0.38530978907041263
380,176.013,31,65791328,253400,65530688,45436,15834,45436,268444,45256,0.38515714411479884
380,179.204,32,65830424,253400,65568336,45463,15843,45463,268604,45282,0.384928403316983
384,180.509,33,65863728,253400,65598744,45486,15849,45486,268724,45303,0.38473376423514927
388,185.212,34,65892688,253400,65627704,45506,15856,45506,268840,45323,0.38456467279040124
392,190.157,34,65924544,253400,65658112,45528,15863,45528,268956,45344,0.3843788437884379
400,197.558,35,65952056,253400,65684176,45547,15868,45547,269072,45362,0.3842184995718708
400,199.319,35,65978120,253400,65711688,45565,15875,45565,269188,45381,0.3840667178755624
404,201.926,36,66011424,253400,65743544,45588,15883,45588,269304,45403,0.3838729490216724
404,203.448,36,66040384,253400,65772504,45608,15890,45608,269420,45423,0.38370461322574984
408,204.737,24,66054864,254848,65772504,45618,15897,45618,269540,45443,0.3858126178262966
392,190.239,18,66073688,254848,65830424,45631,15908,45631,269656,45463,0.3857027021104074
336,132.437,19,66101200,254848,65855040,45650,15920,45650,269772,45480,0.38554216867469876
320,118.71,20,66131608,254848,65885448,45671,15928,45671,269888,45501,0.3853648923824747
320,116.406,21,66157672,254848,65910064,45689,15934,45689,270004,45518,0.3852130709798857
320,116.892,22,66188080,254848,65939024,45710,15941,45710,270120,45538,0.3850360971341063
324,121.166,23,66219936,254848,65969432,45732,15947,45732,270236,45559,0.3848508702877635
328,124.612,23,66248896,254848,65998392,45752,15953,45752,270352,45579,0.3846826368246197
332,129.312,24,66282200,254848,66028800,45775,15960,45775,270468,45600,0.3844893500819224
336,134.483,25,66308264,254848,66054864,45793,15966,45793,270584,45618,0.3843382176315157
344,141.933,26,66338672,254848,66083824,45814,15972,45814,270700,45638,0.3841620465359934
344,143.222,27,66367632,254848,66111336,45834,15979,45834,270816,45657,0.38399441462669637
348,146.201,27,66398040,254848,66140296,45855,15986,45855,270932,45677,0.3838185584996183
356,153.866,28,66429896,254848,66170704,45877,15992,45877,271052,45698,0.3836345009481876
360,158.778,29,66457408,254848,66196768,45896,15998,45896,271164,45716,0.38347568415548194
364,163.37,29,66486368,254848,66225728,45916,16005,45916,271280,45736,0.38330865057931873
372,171.788,30,66516776,254848,66256136,45937,16012,45937,271396,45757,0.38313342186037397
376,175.798,31,66541392,254848,66279304,45954,16017,45954,271512,45773,0.38299168733951344
380,178.081,31,66573248,254848,66309712,45976,16023,45976,271628,45794,0.3828084217852793
380,179.219,32,66605104,254848,66340120,45998,16030,45998,271748,45815,0.38262533153615375
384,183.462,33,66631168,254848,66366184,46016,16036,46016,271864,45833,0.3824756606397775
392,188.323,33,66661576,254848,66395144,46037,16042,46037,271980,45853,0.38230119251906075
392,191.368,34,66687640,254848,66421208,46055,16048,46055,272096,45871,0.3821517750515688
396,194.052,34,66718048,254848,66451616,46076,16055,46076,272208,45892,0.3819776022224151
400,198.202,35,66749904,254848,66480576,46098,16061,46098,272328,45912,0.38179530565317366
400,197.358,35,66777416,254848,66508088,46117,16069,46117,272444,45931,0.3816380076761281
404,202.962,36,66806376,254848,66537048,46137,16075,46137,272560,45951,0.38147257082168323
408,204.768,37,66835336,254848,66564560,46157,16081,46157,272676,45970,0.3813072773360487
412,208.034,37,66868640,254848,66596416,46180,16088,46180,272792,45992,0.3811173668254656
408,207.857,30,66888912,257744,66605104,46194,16094,46194,272908,46011,0.3853314283240248
408,206.926,21,66901944,257744,66605104,46203,16100,46203,273024,46029,0.38525636863407137
384,183.007,17,66928008,259192,66605104,46221,16107,46221,273144,46050,0.3872698556932996
316,115.882,19,66956968,259192,66707912,46241,16120,46241,273264,46069,0.38710235505287516
308,107.21,20,66991720,259192,66739768,46265,16131,46265,273384,46091,0.38690154544472066
312,111.012,21,67020680,259192,66768728,46285,16137,46285,273500,46111,0.38673436318461707
320,116.519,22,67048192,259192,66794792,46304,16143,46304,273620,46129,0.3865756738078784
324,121.83,23,67080048,259192,66825200,46326,16149,46326,273736,46150,0.3863920908345206
328,127.023,23,67110456,259192,66854160,46347,16155,46347,273852,46170,0.38621701512503503
332,130.849,24,67136520,259192,66880224,46365,16161,46365,273968,46188,0.3860670764585355
336,135.098,25,67172720,259192,66913528,46390,16168,46390,274088,46211,0.3858590213408062
344,140.685,26,67198784,259192,66939592,46408,16173,46408,274204,46229,0.38570936045509396
348,145.781,27,67227744,259192,66967104,46428,16179,46428,274320,46248,0.38554320668562075
352,150.667,27,67261048,259192,66998960,46451,16186,46451,274436,46270,0.3853523067318249
356,154.941,28,67284216,259192,67020680,46467,16191,46467,274552,46285,0.3852196182236856
360,159.004,29,67320416,259192,67055432,46492,16200,46492,274676,46309,0.3850124752645616
368,166.504,29,67346480,259192,67082944,46510,16205,46510,274796,46328,0.3848634702214577
376,172.409,30,67376888,259192,67111904,46531,16211,46531,274912,46348,0.38468977670800114
372,171.027,31,67408744,259192,67142312,46553,16219,46553,275028,46369,0.3845079801516551
376,174.928,31,67436256,259192,67168376,46572,16225,46572,275144,46387,0.3843511122562913
392,189.328,32,67479696,259192,67210368,46602,16234,46602,275324,46416,0.3841036865370585
380,177.289,33,67518792,259192,67248016,46629,16245,46629,275472,46442,0.3838812756010208
392,189.816,34,67550648,259192,67278424,46651,16251,46651,275588,46463,0.38370024222417526
396,195.438,34,67572368,259192,67301592,46666,16256,46666,275704,46479,0.38357690824154633
400,199.978,35,67607120,259192,67333448,46690,16263,46690,275820,46501,0.38337973870207753
400,199.465,35,67637528,259192,67363856,46711,16270,46711,275936,46522,0.38320738155894757
404,203.759,36,67663592,259192,67389920,46729,16276,46729,276056,46540,0.3830597701641379
412,209.488,37,67699792,259192,67423224,46754,16282,46754,276180,46563,0.3828549428925867
408,207.223,37,67722960,259192,67446392,46770,16289,46770,276296,46579,0.38272396835578365
404,203.313,28,67746128,262088,67457976,46786,16297,46786,276412,46602,0.38686786645577736
408,207.072,18,67760608,262088,67457976,46796,16303,46796,276532,46622,0.386785195315839
344,141.739,19,67789568,262088,67537616,46816,16318,46816,276652,46642,0.38661995898838003
324,122.003,20,67821424,262088,67566576,46838,16325,46838,276772,46662,0.3864383620137495
320,118.752,21,67850384,262088,67595536,46858,16331,46858,276888,46682,0.3862734218276495
320,119.529,22,67879344,262088,67621600,46878,16337,46878,277004,46700,0.3861086223815009
320,118.256,22,67906856,262088,67650560,46897,16344,46897,277124,46720,0.3859521931040365
328,124.726,23,67935816,262088,67678072,46917,16351,46917,277240,46739,0.38578766758317884
336,132.864,24,67966224,262088,67707032,46938,16357,46938,277360,46759,0.38561506668371043
340,138.107,25,68000976,262088,67740336,46962,16365,46962,277480,46782,0.3854179975299178
344,140.01,26,68025592,262088,67763504,46979,16372,46979,277596,46798,0.3852785287043147
348,144.871,27,68060344,262088,67796808,47003,16379,47003,277716,46821,0.38508180328915176
352,148.172,27,68087856,262088,67822872,47022,16385,47022,277832,46839,0.38492620475522094
356,154.549,28,68116816,262088,67851832,47042,16391,47042,277948,46859,0.384762552612559
360,158.931,29,68153016,262088,67885136,47067,16399,47067,278068,46882,0.38455818301570105
364,162.656,29,68176184,262088,67908304,47083,16404,47083,278184,46898,0.38442750037168405
372,171.773,30,68210936,262088,67941608,47107,16411,47107,278308,46921,0.38423164285562655
376,174.428,31,68244240,262088,67973464,47130,16418,47130,278428,46943,0.3840441332484617
376,174.814,31,68267408,262088,67998080,47146,16424,47146,278548,46960,0.3839137996860815
380,179.567,32,68297816,262088,68027040,47167,16430,47167,278668,46980,0.3837428710751161
384,183.554,33,68329672,262088,68057448,47189,16436,47189,278788,47001,0.38356396617855854
388,185.699,33,68360080,262088,68086408,47210,16442,47210,278904,47021,0.3833933488667655
388,187.192,34,68389040,262088,68115368,47230,16450,47230,279020,47041,0.38323099724751214
396,193.439,34,68416552,262088,68142880,47249,16456,47249,279136,47060,0.3830768905162014
400,198.781,35,68448408,262088,68171840,47271,16462,47271,279252,47080,0.38289860591060054
404,203.3,36,68478816,262088,68202248,47292,16469,47292,279368,47101,0.3827285798866616
408,204.388,36,68501984,262088,68225416,47308,16475,47308,279484,47117,0.3825991375665849
408,205.649,37,68535288,262088,68255824,47331,16483,47331,279600,47138,0.38241321755297797
408,206.898,35,68562800,263536,68281888,47350,16492,47350,279720,47158,0.3843717001055966
408,206.489,22,68578728,266432,68281888,47361,16501,47361,279836,47180,0.38850531027638774
400,197.342,18,68600448,266432,68307952,47376,16508,47376,279952,47199,0.3883823032759203
348,144.18,19,68627960,266432,68371664,47395,16516,47395,280068,47218,0.3882266061820867
320,119.75,20,68659816,266432,68400624,47417,16523,47417,280184,47238,0.3880464812198157
320,117.735,21,68687328,266432,68426688,47436,16528,47436,280304,47256,0.3878910532085336
388,87.457,24,68798824,266432,68533840,47513,16551,47513,280740,47330,0.38726243343926925
384,127.37,25,68846608,266432,68581624,47546,16563,47546,280932,47363,0.38699364825642535
396,139.876,26,68881360,266432,68613480,47570,16570,47570,281052,47385,0.38679840235442503
392,148.129,27,68916112,266432,68646784,47594,16577,47594,281188,47408,0.3866033533638694
388,153.926,27,68942176,266432,68674296,47612,16584,47612,281312,47427,0.3864571956649584
384,157.375,28,68974032,266432,68703256,47634,16590,47634,281432,47447,0.3862787084855355
380,162.027,29,69007336,266432,68735112,47657,16598,47657,281548,47469,0.38609228444929394
384,164.346,30,69030504,266432,68758280,47673,16603,47673,281660,47485,0.38596270425607787
384,168.874,30,69062360,266432,68788688,47695,16611,47695,281776,47506,0.3857846734458539
384,169.884,31,69089872,266432,68814752,47714,16617,47714,281892,47524,0.3856310516829442
388,174.871,31,69118832,266432,68845160,47734,16625,47734,282008,47545,0.38546947668328657
392,181.43,32,69152136,266432,68877016,47757,16632,47757,282128,47567,0.3852838327365622
396,185.011,33,69178200,266432,68901632,47775,16638,47775,282248,47584,0.38513867085295656
392,185.743,33,69208608,266432,68930592,47796,16644,47796,282364,47604,0.384969453510754
400,192.37,34,69240464,266432,68962448,47818,16651,47818,282480,47626,0.384792337613451
400,192.772,34,69265080,266432,68987064,47835,16658,47835,282596,47643,0.384655586913348
400,196.177,35,69296936,266432,69016024,47857,16664,47857,282712,47663,0.3844787596380885
408,201.919,36,69327344,266432,69046432,47878,16670,47878,282828,47684,0.3843101215589624
412,206.509,36,69350512,266432,69069600,47894,16675,47894,282940,47700,0.3841817346640498
408,203.115,32,69382368,269328,69089872,47916,16684,47916,283060,47723,0.3881793137991485
404,198.714,22,69396848,269328,69089872,47926,16692,47926,283176,47743,0.38809831824062097
396,192.019,18,69417120,270776,69089872,47940,16697,47940,283292,47760,0.3900709219858156
340,138.205,18,69446080,270776,69185440,47960,16706,47960,283408,47780,0.38990825688073394
320,115.012,19,69476488,270776,69214400,47981,16716,47981,283528,47800,0.3897376044684354
316,111.724,20,69508344,270776,69246256,48003,16724,48003,283648,47822,0.3895589858967148
320,118.503,21,69535856,270776,69270872,48022,16729,48022,283760,47839,0.3894048561076174
328,125.305,22,69570608,270776,69304176,48046,16736,48046,283904,47862,0.38921034009074634
328,126.567,23,69601016,270776,69333136,48067,16742,48067,284020,47882,0.3890402979174902
336,133.889,24,69632872,270776,69363544,48089,16748,48089,284136,47903,0.3888623177857722
340,137.055,25,69663280,270776,69392504,48110,16754,48110,284252,47923,0.3886925795053004
344,142.565,26,69692240,270776,69421464,48130,16760,48130,284368,47943,0.38853106170787455
352,149.305,26,69718304,270776,69446080,48148,16765,48148,284484,47960,0.3883858104178782
356,152.747,27,69748712,270776,69475040,48169,16770,48169,284600,47980,0.38821648778259876
356,154.251,28,69780568,270776,69505448,48191,16777,48191,284716,48001,0.3880392604428213
360,158.144,28,69805184,270776,69530064,48208,16782,48208,284832,48018,0.38790242283438436
368,164.672,29,69834144,270776,69559024,48228,16788,48228,284948,48038,0.3877415609189682
372,170.813,30,69864552,270776,69587984,48249,16794,48249,285064,48058,0.3875727994362577
372,171.289,30,69890616,270776,69614048,48267,16800,48267,285180,48076,0.387428263616964
372,169.578,31,69923920,270776,69644456,48290,16808,48290,285296,48097,0.38724373576309795
380,176.092,32,69952880,270776,69673416,48310,16814,48310,285408,48117,0.38708341958186715
384,180.584,32,69983288,270776,69703824,48331,16820,48331,285528,48138,0.38691523039043263
388,184.573,33,70009352,270776,69726992,48349,16825,48349,285644,48154,0.3867711845126063
392,188.799,34,70041208,270776,69757400,48371,16831,48371,285760,48175,0.3865952740278266
396,194.641,34,70068720,270776,69786360,48390,16837,48390,285876,48195,0.3864434800578632
400,199.795,35,70097680,270776,69813872,48410,16843,48410,285992,48214,0.38628382565585623
400,199.824,35,70128088,270776,69842832,48431,16849,48431,286108,48234,0.3861163304495055
404,202.513,36,70157048,270776,69871792,48451,16855,48451,286228,48254,0.38595694619306103
404,202.69,29,70175872,272224,69877584,48464,16862,48464,286344,48272,0.3879168042258171
408,204.117,18,70190352,272224,69877584,48474,16870,48474,286460,48293,0.38783677847918474
352,150.857,18,70220760,273672,69958672,48495,16879,48495,286576,48314,0.3897309000927931
316,113.861,19,70252616,273672,69987632,48517,16891,48517,286696,48334,0.38955417688645216
316,112.835,20,70283024,273672,70016592,48538,16898,48538,286820,48354,0.3893856359965388
